true_strain,true_stress,time,engineering_strain,engineering_stress
7.163712699999999489e-02,5.077533975000000055e+01,1.668770000000000073e+04,6.913137799999999333e-02,5.454619325432584986e+01
7.165104099999999865e-02,5.081673160999999794e+01,1.668770000000000073e+04,6.914433100000000332e-02,5.459141873690409597e+01
7.151202900000000473e-02,5.080976151000000129e+01,1.668779999999999927e+04,6.901492100000000685e-02,5.457634354846625513e+01
7.177611400000000197e-02,5.075425205999999889e+01,1.668779999999999927e+04,6.926074799999999698e-02,5.453111808805502392e+01
7.205418900000000459e-02,5.069805911000000265e+01,1.668790000000000146e+04,6.951952799999999710e-02,5.448589264966326340e+01
7.198467399999999849e-02,5.092584378000000100e+01,1.668790000000000146e+04,6.945484300000000222e-02,5.472689143230907405e+01
7.192908200000000529e-02,5.077454668000000026e+01,1.668800000000000000e+04,6.940311000000000397e-02,5.456126839194573108e+01
7.215155299999999328e-02,5.070714897999999948e+01,1.668800000000000000e+04,6.961011799999999861e-02,5.450096777815130622e+01
7.212375199999999931e-02,5.087668312000000270e+01,1.668809999999999854e+04,6.958425199999999922e-02,5.468166594273939296e+01
7.181782200000000338e-02,5.080825704000000087e+01,1.668809999999999854e+04,6.929956700000000636e-02,5.459141871915300470e+01
7.231841699999999595e-02,5.067064159000000245e+01,1.668820000000000073e+04,6.976535400000000164e-02,5.447081745222377691e+01
7.233234199999999392e-02,5.086607185999999814e+01,1.668820000000000073e+04,6.977830699999999775e-02,5.468166593272513154e+01
7.233234199999999392e-02,5.099228099999999841e+01,1.668829999999999927e+04,6.977830699999999775e-02,5.481734234292899544e+01
7.241580699999999871e-02,5.079190564999999680e+01,1.668829999999999927e+04,6.985594500000000262e-02,5.460649388335874477e+01
7.256883000000000083e-02,5.071403429000000074e+01,1.668840000000000146e+04,6.999826800000000238e-02,5.453111810978863616e+01
7.249923699999999416e-02,5.081571007000000151e+01,1.668840000000000146e+04,6.993354300000000079e-02,5.463664417477212965e+01
7.266624400000000483e-02,5.065302006000000290e+01,1.668850000000000000e+04,7.008885800000000388e-02,5.447081744935152159e+01
7.279144399999999682e-02,5.106699332000000169e+01,1.668850000000000000e+04,7.020527599999999702e-02,5.492286845886641800e+01
7.279144399999999682e-02,5.089879170999999758e+01,1.668859999999999854e+04,7.020527599999999702e-02,5.474196658272283145e+01
7.244361600000000234e-02,5.095856383000000278e+01,1.668859999999999854e+04,6.988181100000000201e-02,5.478719202856058246e+01
7.269401799999999914e-02,5.086169632000000007e+01,1.668870000000000073e+04,7.011468499999999604e-02,5.469674109220662217e+01
7.305586699999999656e-02,5.095540015000000267e+01,1.668870000000000073e+04,7.045110200000000156e-02,5.481734232554595820e+01
7.301410699999999476e-02,5.097154178000000257e+01,1.668879999999999927e+04,7.041228300000000606e-02,5.483241747696200008e+01
7.315332800000000357e-02,5.060033032999999847e+01,1.668879999999999927e+04,7.054169300000000253e-02,5.444066715947916180e+01
7.323681899999999467e-02,5.076423254000000185e+01,1.668890000000000146e+04,7.061929100000000070e-02,5.462156901731000147e+01
7.323686199999999979e-02,5.068016702999999978e+01,1.668890000000000146e+04,7.061933099999999353e-02,5.453111810958056083e+01
7.318115799999999616e-02,5.094901629999999670e+01,1.668900000000000000e+04,7.056755900000000192e-02,5.481734233978604465e+01
7.334819400000000544e-02,5.089847967000000040e+01,1.668900000000000000e+04,7.072279500000000496e-02,5.477211686258892342e+01
7.340394999999999559e-02,5.102171582999999799e+01,1.668909999999999854e+04,7.077460600000000379e-02,5.490779326463391641e+01
7.341784699999999442e-02,5.096497468999999825e+01,1.668909999999999854e+04,7.078752000000000655e-02,5.484749267465714695e+01
7.341784699999999442e-02,5.097898270999999681e+01,1.668920000000000073e+04,7.078752000000000655e-02,5.486256782732836257e+01
7.364065000000000194e-02,5.092561101999999806e+01,1.668920000000000073e+04,7.099452800000000119e-02,5.481734236760232193e+01
7.373816800000000671e-02,5.096265569999999911e+01,1.668929999999999927e+04,7.108511800000000269e-02,5.486256780629337015e+01
7.383565300000000109e-02,5.083166828000000237e+01,1.668929999999999927e+04,7.117566899999999697e-02,5.472689138674168419e+01
7.366853499999999333e-02,5.109205585000000127e+01,1.668940000000000146e+04,7.102043299999999393e-02,5.499804050049682047e+01
7.377995800000000659e-02,5.065265028999999686e+01,1.668940000000000146e+04,7.112393699999999819e-02,5.453111809815256095e+01
7.384959900000000188e-02,5.070513085000000331e+01,1.668950000000000000e+04,7.118862199999999307e-02,5.459141872183224109e+01
7.391924399999999507e-02,5.106524722999999710e+01,1.668950000000000000e+04,7.125330700000000184e-02,5.498296533907550554e+01
7.423972500000000641e-02,5.088111535000000174e+01,1.668959999999999854e+04,7.155090599999999745e-02,5.480226722047940768e+01
7.417001500000000580e-02,5.089865987999999675e+01,1.668959999999999854e+04,7.148618099999999587e-02,5.481734233618336560e+01
7.428153699999999471e-02,5.079501239999999740e+01,1.668970000000000073e+04,7.158972399999999348e-02,5.471181622293891422e+01
7.417001500000000580e-02,5.089865987999999675e+01,1.668970000000000073e+04,7.148618099999999587e-02,5.481734233618336560e+01
7.449061999999999351e-02,5.093831619000000188e+01,1.668979999999999927e+04,7.178381899999999871e-02,5.487764298088658421e+01
7.457422299999999504e-02,5.083611493000000081e+01,1.668979999999999927e+04,7.186141699999999688e-02,5.477211685962203092e+01
7.465787499999999854e-02,5.104153343000000120e+01,1.668990000000000146e+04,7.193905500000000175e-02,5.499804048967926207e+01
7.449057700000000226e-02,5.096630435000000148e+01,1.668990000000000146e+04,7.178378000000000536e-02,5.490779330488320653e+01
7.460213400000000050e-02,5.117030160000000194e+01,1.669000000000000000e+04,7.188732300000000297e-02,5.513371691614121062e+01
7.488095399999999957e-02,5.090444954000000166e+01,1.669000000000000000e+04,7.214606299999999639e-02,5.486256781383900716e+01
7.483916000000000179e-02,5.094854147000000211e+01,1.669009999999999854e+04,7.210728299999999424e-02,5.490779325731037375e+01
7.504831700000000327e-02,5.111950497000000126e+01,1.669009999999999854e+04,7.230133900000000613e-02,5.510356662032521768e+01
7.507619999999999572e-02,5.103417077999999663e+01,1.669020000000000073e+04,7.232720500000000552e-02,5.501311567512335898e+01
7.490887400000000029e-02,5.091701545000000095e+01,1.669020000000000073e+04,7.217196900000000248e-02,5.487764299934154621e+01
7.497859299999999616e-02,5.087150716000000017e+01,1.669029999999999927e+04,7.223665399999999737e-02,5.483241753333936686e+01
7.518777999999999573e-02,5.097254370000000279e+01,1.669029999999999927e+04,7.243070899999999590e-02,5.495281505605601780e+01
7.506227999999999512e-02,5.110480622000000039e+01,1.669040000000000146e+04,7.231429100000000276e-02,5.508849141924207515e+01
7.570403600000000233e-02,5.121159137000000072e+01,1.669040000000000146e+04,7.290944900000000117e-02,5.523903928775992966e+01
7.520174400000000092e-02,5.090210557999999708e+01,1.669050000000000000e+04,7.244366100000000641e-02,5.487764294175126878e+01
7.535519400000000034e-02,5.097799178000000353e+01,1.669050000000000000e+04,7.258598400000000617e-02,5.496789017689377488e+01
7.492279200000000194e-02,5.100003953000000223e+01,1.669059999999999854e+04,7.218488200000000576e-02,5.496789019771070173e+01
7.549474200000000357e-02,5.084525666999999771e+01,1.669059999999999854e+04,7.271539400000000264e-02,5.483241751346403703e+01
7.549474200000000357e-02,5.099883633000000316e+01,1.669070000000000073e+04,7.271539400000000264e-02,5.499804051529785198e+01
7.555053200000000357e-02,5.113577295999999706e+01,1.669070000000000073e+04,7.276712600000000142e-02,5.514879206062316541e+01
7.557842900000000252e-02,5.135780223999999805e+01,1.669079999999999927e+04,7.279299200000000081e-02,5.538979084161537969e+01
7.578778299999999746e-02,5.096991889000000242e+01,1.669079999999999927e+04,7.298708700000000604e-02,5.498296536674025958e+01
7.602509000000000350e-02,5.090212740999999852e+01,1.669090000000000146e+04,7.320704699999999732e-02,5.492286841978177847e+01
7.587153700000000278e-02,5.127288257000000016e+01,1.669090000000000146e+04,7.306472399999999756e-02,5.531441503797078241e+01
7.599718099999999699e-02,5.115466533000000027e+01,1.669100000000000000e+04,7.318118099999999793e-02,5.519381380839225670e+01
7.591341699999999693e-02,5.092159643000000102e+01,1.669100000000000000e+04,7.310354300000000694e-02,5.493773985803465365e+01
7.591337400000000568e-02,5.104735657999999887e+01,1.669109999999999854e+04,7.310350399999999971e-02,5.507341628789585997e+01
7.615075400000000105e-02,5.095142167000000200e+01,1.669109999999999854e+04,7.332350399999999768e-02,5.498296534975459338e+01
7.629036999999999624e-02,5.112589047000000164e+01,1.669120000000000073e+04,7.345287400000000133e-02,5.517894237146443714e+01
7.640212799999999971e-02,5.088293901000000119e+01,1.669120000000000073e+04,7.355641699999999894e-02,5.492286842252325840e+01
7.630435000000000689e-02,5.094359633999999915e+01,1.669129999999999927e+04,7.346582699999999744e-02,5.498296536117076272e+01
7.638814700000000346e-02,5.116260247999999677e+01,1.669129999999999927e+04,7.354346500000000231e-02,5.522396415499405720e+01
7.649983100000000424e-02,5.094760371000000276e+01,1.669140000000000146e+04,7.364692899999999987e-02,5.499804049335310197e+01
7.670937799999999473e-02,5.121598003999999804e+01,1.669140000000000146e+04,7.384102400000000510e-02,5.529933992671254117e+01
7.666746500000000408e-02,5.105076446999999717e+01,1.669150000000000000e+04,7.380220499999999573e-02,5.511864176916983382e+01
7.668144999999999822e-02,5.100816338999999999e+01,1.669150000000000000e+04,7.381515700000000624e-02,5.507341625757958781e+01
7.687704800000000338e-02,5.133303026000000102e+01,1.669159999999999854e+04,7.399629900000000149e-02,5.543501630130094071e+01
7.661161199999999560e-02,5.084435423000000043e+01,1.669159999999999854e+04,7.375047199999999747e-02,5.489271809917726586e+01
7.665348099999999554e-02,5.096770177999999873e+01,1.669170000000000073e+04,7.378925199999999962e-02,5.502819081948290858e+01
7.703075500000000631e-02,5.111577802000000048e+01,1.669170000000000073e+04,7.413862200000000124e-02,5.520888897041777454e+01
7.711457100000000675e-02,5.113940655999999763e+01,1.669179999999999927e+04,7.421621999999999941e-02,5.523903924953189204e+01
7.711461399999999800e-02,5.097211697000000186e+01,1.669179999999999927e+04,7.421626000000000611e-02,5.505834113051067646e+01
7.722642100000000343e-02,5.102223732000000211e+01,1.669190000000000146e+04,7.431976399999999650e-02,5.511864176821422490e+01
7.708667399999999392e-02,5.112687649000000079e+01,1.669190000000000146e+04,7.419039400000000672e-02,5.522396414841261247e+01
7.725436400000000592e-02,5.132761948999999646e+01,1.669200000000000000e+04,7.434562999999999588e-02,5.545009147420758921e+01
7.746406999999999599e-02,5.112153651999999937e+01,1.669200000000000000e+04,7.453972400000000165e-02,5.523903926050306268e+01
7.754796499999999648e-02,5.110329758999999683e+01,1.669209999999999854e+04,7.461736200000000652e-02,5.522396411115722259e+01
7.753401000000000043e-02,5.121561458000000044e+01,1.669209999999999854e+04,7.460444900000000323e-02,5.534456538574821849e+01
7.756196199999999819e-02,5.128393349000000256e+01,1.669220000000000073e+04,7.463031500000000262e-02,5.541994115573388768e+01
7.760387000000000535e-02,5.100298268000000235e+01,1.669220000000000073e+04,7.466909400000000530e-02,5.511864171972226245e+01
7.786961100000000524e-02,5.121237524000000008e+01,1.669229999999999927e+04,7.491496100000000213e-02,5.535964055300217268e+01
7.798150299999999369e-02,5.116481258000000309e+01,1.669229999999999927e+04,7.501846500000000639e-02,5.531441509262128164e+01
7.795354000000000172e-02,5.111046481999999713e+01,1.669240000000000146e+04,7.499259799999999365e-02,5.525411440977852351e+01
7.772973199999999583e-02,5.112190504000000146e+01,1.669240000000000146e+04,7.478555100000000566e-02,5.525411443287998026e+01
7.782764999999999822e-02,5.129820256000000001e+01,1.669250000000000000e+04,7.487614200000000664e-02,5.545009148385837250e+01
7.799546400000000046e-02,5.108043399999999679e+01,1.669250000000000000e+04,7.503137799999999580e-02,5.522396412707716706e+01
7.820532500000000609e-02,5.118124430000000302e+01,1.669259999999999854e+04,7.522547200000000156e-02,5.534456535117714537e+01
7.812137500000000678e-02,5.119948341999999997e+01,1.669259999999999854e+04,7.514783499999999616e-02,5.535964055401221628e+01
7.840122099999999317e-02,5.125484943000000015e+01,1.669270000000000073e+04,7.540661399999999681e-02,5.543501630672491132e+01
7.831725500000000229e-02,5.134260227000000043e+01,1.669270000000000073e+04,7.532897600000000582e-02,5.552526351252897285e+01
7.823329599999999384e-02,5.119375347999999804e+01,1.669279999999999927e+04,7.525133900000000042e-02,5.535964055859281530e+01
7.855516299999999730e-02,5.128858016000000219e+01,1.669279999999999927e+04,7.554893699999999657e-02,5.548003806016500761e+01
7.869511499999999604e-02,5.111437947999999665e+01,1.669290000000000146e+04,7.567830700000000022e-02,5.529933990200097327e+01
7.869511499999999604e-02,5.136500846999999936e+01,1.669290000000000146e+04,7.567830700000000022e-02,5.557048899641047512e+01
7.875108499999999845e-02,5.111151871999999940e+01,1.669300000000000000e+04,7.573003899999999899e-02,5.529933988626078190e+01
7.897512199999999483e-02,5.100255639000000230e+01,1.669300000000000000e+04,7.593708700000000034e-02,5.519381383288997256e+01
7.887709099999999640e-02,5.128600332999999978e+01,1.669309999999999854e+04,7.584649599999999936e-02,5.549511321227431182e+01
7.870908599999999755e-02,5.125300637000000137e+01,1.669309999999999854e+04,7.569122000000000350e-02,5.545009144022195358e+01
7.884910300000000372e-02,5.135709951999999845e+01,1.669320000000000073e+04,7.582062999999999997e-02,5.557048900583010465e+01
7.905914299999999839e-02,5.129059670000000182e+01,1.669320000000000073e+04,7.601472400000000573e-02,5.551018834633464394e+01
7.912915199999999427e-02,5.107827053999999833e+01,1.669329999999999927e+04,7.607940900000000062e-02,5.528426472746508580e+01
7.900311399999999928e-02,5.122400878999999918e+01,1.669329999999999927e+04,7.596295299999999973e-02,5.543501633003248941e+01
7.936725299999999872e-02,5.119143455999999759e+01,1.669340000000000146e+04,7.629937000000000524e-02,5.541994115561011824e+01
7.932522899999999710e-02,5.117966038000000140e+01,1.669340000000000146e+04,7.626055099999999587e-02,5.540486598835295240e+01
7.932522899999999710e-02,5.126302530000000246e+01,1.669350000000000000e+04,7.626055099999999587e-02,5.549511321130120933e+01
7.938127600000000061e-02,5.127407696000000215e+01,1.669350000000000000e+04,7.631232300000000135e-02,5.551018838589529025e+01
7.940927999999999876e-02,5.130048982000000279e+01,1.669359999999999854e+04,7.633818900000000074e-02,5.554033869220993580e+01
7.931124999999999980e-02,5.134729619000000156e+01,1.669359999999999854e+04,7.624763800000000646e-02,5.558556416443566661e+01
7.966147499999999548e-02,5.124579122000000098e+01,1.669370000000000073e+04,7.657110200000000200e-02,5.549511319278639121e+01
7.982959700000000214e-02,5.104250554000000051e+01,1.669370000000000073e+04,7.672633900000000451e-02,5.528426478094884544e+01
7.989970300000000247e-02,5.145607670999999783e+01,1.669379999999999927e+04,7.679106300000000662e-02,5.573611199779796266e+01
7.987164300000000605e-02,5.134636539000000255e+01,1.669379999999999927e+04,7.676515700000000053e-02,5.561571444070812476e+01
7.994175100000000533e-02,5.120378441999999808e+01,1.669390000000000146e+04,7.682988200000000212e-02,5.546516662706796552e+01
7.992767800000000200e-02,5.113491939000000031e+01,1.669390000000000146e+04,7.681688999999999878e-02,5.538979086175006472e+01
7.989965999999999735e-02,5.121966915000000142e+01,1.669400000000000000e+04,7.679102399999999939e-02,5.548003808619816368e+01
8.015197899999999820e-02,5.126240314000000353e+01,1.669400000000000000e+04,7.702393700000000065e-02,5.554033868806845220e+01
8.023609900000000517e-02,5.145268283000000054e+01,1.669409999999999854e+04,7.710157500000000552e-02,5.575118716883713432e+01
8.034825600000000678e-02,5.134972141000000079e+01,1.669409999999999854e+04,7.720507899999999590e-02,5.564586479773223715e+01
8.006786500000000195e-02,5.139195177999999942e+01,1.669420000000000073e+04,7.694629899999999578e-02,5.567601508376380082e+01
8.029215500000000394e-02,5.129695405999999736e+01,1.669420000000000073e+04,7.715330700000000430e-02,5.558556415610409118e+01
8.047446399999999556e-02,5.124587441999999982e+01,1.669429999999999927e+04,7.732153499999999680e-02,5.554033865957845251e+01
8.026408399999999943e-02,5.142360606999999817e+01,1.669429999999999927e+04,7.712740199999999768e-02,5.572124059316798395e+01
8.060064499999999854e-02,5.137848623000000003e+01,1.669440000000000146e+04,7.743795300000000381e-02,5.569109026007873808e+01
8.057260900000000337e-02,5.139383490000000165e+01,1.669440000000000146e+04,7.741208700000000442e-02,5.570616542425914020e+01
8.041835599999999640e-02,5.161022971999999953e+01,1.669450000000000000e+04,7.726976400000000467e-02,5.593208904016015737e+01
8.054457199999999484e-02,5.127009888999999987e+01,1.669450000000000000e+04,7.738622000000000556e-02,5.557048897535434406e+01
8.096536699999999642e-02,5.110969013999999788e+01,1.669459999999999854e+04,7.777436999999999545e-02,5.541994114824156270e+01
8.107760699999999598e-02,5.124277745999999922e+01,1.669459999999999854e+04,7.787787399999999971e-02,5.557048900049926488e+01
8.104955599999999483e-02,5.149425444999999968e+01,1.669470000000000073e+04,7.785200800000000032e-02,5.584163810660881211e+01
8.109165299999999965e-02,5.129766142999999801e+01,1.669470000000000073e+04,7.789082699999999582e-02,5.563078964186814801e+01
8.102146400000000137e-02,5.152350487999999729e+01,1.669479999999999927e+04,7.782610199999999423e-02,5.587178838150111204e+01
8.107760699999999598e-02,5.121497518999999699e+01,1.669479999999999927e+04,7.787787399999999971e-02,5.554033868828346243e+01
8.134423000000000348e-02,5.146518523999999672e+01,1.669490000000000146e+04,7.812370100000000372e-02,5.582656295191291917e+01
8.141444200000000353e-02,5.122551998000000140e+01,1.669490000000000146e+04,7.818842500000000584e-02,5.557048899065950565e+01
8.144250299999999942e-02,5.121018652000000060e+01,1.669500000000000000e+04,7.821429100000000523e-02,5.555541382340958023e+01
8.142845099999999892e-02,5.134986870000000181e+01,1.669500000000000000e+04,7.820133899999999472e-02,5.570616542694240536e+01
8.127406600000000592e-02,5.138540595999999994e+01,1.669509999999999854e+04,7.805901599999999496e-02,5.573611201994248177e+01
8.159687100000000137e-02,5.129953933000000177e+01,1.669509999999999854e+04,7.835657499999999775e-02,5.566093994540242562e+01
8.162497900000000028e-02,5.125641681999999832e+01,1.669520000000000073e+04,7.838248000000000437e-02,5.561571444518546059e+01
8.172323600000000465e-02,5.154292844999999801e+01,1.669520000000000073e+04,7.847303099999999865e-02,5.593208900433167940e+01
8.165308799999999867e-02,5.135222802999999914e+01,1.669529999999999927e+04,7.840838599999999659e-02,5.572124056892731403e+01
8.184944700000000573e-02,5.157809481999999690e+01,1.669529999999999927e+04,7.858933099999999838e-02,5.597731451924396850e+01
8.170922299999999749e-02,5.157143543000000108e+01,1.669540000000000146e+04,7.846011799999999536e-02,5.596223933149319407e+01
8.207443600000000061e-02,5.127504633000000211e+01,1.669540000000000146e+04,7.879661400000000093e-02,5.566093992841663862e+01
8.210251500000000091e-02,5.130138038999999850e+01,1.669550000000000000e+04,7.882248000000000032e-02,5.569109023633142641e+01
8.217299299999999973e-02,5.156140960999999834e+01,1.669550000000000000e+04,7.888740199999999536e-02,5.597731452371255045e+01
8.217299299999999973e-02,5.131165076999999997e+01,1.669559999999999854e+04,7.888740199999999536e-02,5.570616543668204201e+01
8.227087700000000614e-02,5.129274388000000329e+01,1.669559999999999854e+04,7.897755900000000273e-02,5.569109024565016597e+01
8.215846100000000207e-02,5.142329773000000159e+01,1.669570000000000073e+04,7.887401600000000512e-02,5.582656294928708007e+01
8.239741400000000215e-02,5.148042550000000261e+01,1.669570000000000073e+04,7.909409400000000367e-02,5.590193869383220715e+01
8.252396600000000415e-02,5.161253379000000052e+01,1.669579999999999927e+04,7.921063000000000409e-02,5.605248656378385164e+01
8.253807600000000189e-02,5.163956724999999892e+01,1.669579999999999927e+04,7.922362199999999355e-02,5.608263687450939017e+01
8.270655400000000157e-02,5.143675623000000030e+01,1.669590000000000146e+04,7.937874000000000319e-02,5.587178839428496246e+01
8.279080399999999562e-02,5.152956424999999996e+01,1.669590000000000146e+04,7.945629899999999413e-02,5.597731448710439395e+01
8.277711899999999623e-02,5.119739629000000036e+01,1.669600000000000000e+04,7.944370100000000545e-02,5.561571448222744607e+01
8.276300500000000060e-02,5.118424112999999664e+01,1.669600000000000000e+04,7.943070900000000212e-02,5.560063933307981898e+01
8.286094700000000424e-02,5.144269177000000326e+01,1.669609999999999854e+04,7.952086599999999561e-02,5.588686355816948037e+01
8.290329100000000395e-02,5.155133221999999904e+01,1.669609999999999854e+04,7.955984300000000509e-02,5.600726112170266191e+01
8.291740699999999853e-02,5.153691649000000297e+01,1.669620000000000073e+04,7.957283499999999454e-02,5.599238967485276675e+01
8.288960400000000561e-02,5.167692155000000298e+01,1.669620000000000073e+04,7.954724400000000306e-02,5.614293749803276512e+01
8.298798599999999970e-02,5.143615695999999815e+01,1.669629999999999927e+04,7.963779499999999734e-02,5.588686354194651074e+01
8.324082800000000282e-02,5.149250885000000011e+01,1.669629999999999927e+04,7.987047199999999791e-02,5.596223931854950706e+01
8.332512300000000094e-02,5.146042862000000184e+01,1.669640000000000146e+04,7.994803100000000273e-02,5.593208900572442133e+01
8.326906800000000164e-02,5.151879611999999753e+01,1.669640000000000146e+04,7.989645700000000406e-02,5.599238967390868993e+01
8.338118099999999866e-02,5.162378629999999902e+01,1.669650000000000000e+04,7.999960600000000088e-02,5.611278716474114958e+01
8.366280199999999445e-02,5.160925000000000296e+01,1.669650000000000000e+04,8.025866099999999503e-02,5.611278716265248079e+01
8.356392599999999671e-02,5.166981962999999922e+01,1.669659999999999854e+04,8.016771699999999945e-02,5.617308783888377377e+01
8.374713300000000138e-02,5.141098824000000178e+01,1.669659999999999854e+04,8.033621999999999985e-02,5.590193868459188309e+01
8.363497899999999818e-02,5.156908906999999687e+01,1.669670000000000073e+04,8.023307100000000303e-02,5.606756173117418030e+01
8.376126000000000404e-02,5.149344523999999979e+01,1.669670000000000073e+04,8.034921300000000266e-02,5.599238968519470916e+01
8.393037300000000256e-02,5.145701469000000117e+01,1.669679999999999927e+04,8.050472399999999973e-02,5.596223932095546871e+01
8.378908699999999821e-02,5.175504405000000219e+01,1.669679999999999927e+04,8.037480299999999467e-02,5.627841018149049290e+01
8.400059499999999735e-02,5.149479576000000236e+01,1.669690000000000146e+04,8.056929100000000121e-02,5.600726107572289436e+01
8.407082300000000286e-02,5.131119218999999987e+01,1.669690000000000146e+04,8.063385800000000270e-02,5.581148776958114155e+01
8.378951499999999497e-02,5.172748226000000216e+01,1.669700000000000000e+04,8.037519699999999545e-02,5.624846360304181303e+01
8.426782800000000295e-02,5.145351002999999679e+01,1.669700000000000000e+04,8.081496100000000460e-02,5.597731451980257589e+01
8.416932100000000527e-02,5.168012313999999918e+01,1.669709999999999854e+04,8.072440899999999697e-02,5.621831325226604292e+01
8.412692300000000623e-02,5.161302026999999981e+01,1.669709999999999854e+04,8.068543300000000085e-02,5.614293749138427359e+01
8.435220999999999691e-02,5.147669262000000145e+01,1.669720000000000073e+04,8.089251999999999554e-02,5.600726110944065539e+01
8.433807399999999899e-02,5.160212323999999739e+01,1.669720000000000073e+04,8.087952800000000608e-02,5.614293752778036151e+01
8.452099500000000154e-02,5.159268503999999922e+01,1.669729999999999927e+04,8.104763800000000518e-02,5.614293751605809746e+01
8.443659900000000107e-02,5.166631203000000028e+01,1.669729999999999927e+04,8.097007900000000036e-02,5.621831329907266195e+01
8.457754800000000239e-02,5.171425328000000121e+01,1.669740000000000146e+04,8.109960600000000464e-02,5.627841017118989697e+01
8.457754800000000239e-02,5.164517764000000000e+01,1.669740000000000146e+04,8.109960600000000464e-02,5.620323810634909734e+01
8.476094000000000683e-02,5.153875699000000310e+01,1.669750000000000000e+04,8.126811000000000451e-02,5.609771202129492451e+01
8.481664999999999344e-02,5.152203658999999902e+01,1.669750000000000000e+04,8.131929100000000188e-02,5.608263685658822340e+01
8.452142299999999830e-02,5.148183618000000195e+01,1.669759999999999854e+04,8.104803100000000649e-02,5.602233622288479609e+01
8.494393799999999661e-02,5.154317387999999767e+01,1.669759999999999854e+04,8.143622000000000360e-02,5.611278715997271149e+01
8.509867599999999810e-02,5.160442554000000115e+01,1.669770000000000073e+04,8.157834599999999603e-02,5.618816293719486055e+01
8.492979400000000290e-02,5.135022239999999982e+01,1.669770000000000073e+04,8.142322800000000027e-02,5.590193870044865321e+01
8.542280400000000495e-02,5.171208254999999809e+01,1.669779999999999927e+04,8.187598399999999887e-02,5.632363564052548810e+01
8.487364899999999546e-02,5.158834231000000159e+01,1.669779999999999927e+04,8.137165400000000159e-02,5.615801268775566513e+01
8.539450299999999661e-02,5.151995555999999965e+01,1.669790000000000146e+04,8.185000000000000608e-02,5.611278719163534845e+01
8.523971900000000546e-02,5.170770773000000275e+01,1.669790000000000146e+04,8.170787399999999978e-02,5.630856049613998948e+01
8.536620300000000161e-02,5.146604701999999776e+01,1.669800000000000000e+04,8.182401599999999942e-02,5.605248657865135442e+01
8.560592300000000043e-02,5.143987272999999760e+01,1.669800000000000000e+04,8.204409399999999797e-02,5.603741137648935933e+01
8.546482800000000657e-02,5.165473534000000200e+01,1.669809999999999854e+04,8.191456699999999369e-02,5.626353875500386437e+01
8.564795499999999784e-02,5.178346734000000140e+01,1.669809999999999854e+04,8.208267700000000666e-02,5.641408658762179584e+01
8.549313099999999999e-02,5.165327337000000085e+01,1.669820000000000073e+04,8.194055100000000036e-02,5.626353873516963944e+01
8.571872699999999456e-02,5.154476456999999812e+01,1.669820000000000073e+04,8.214763799999999505e-02,5.615801266522208124e+01
8.573288199999999637e-02,5.154403495999999762e+01,1.669829999999999927e+04,8.216062999999999839e-02,5.615801265966614153e+01
8.595853100000000468e-02,5.161540609000000046e+01,1.669829999999999927e+04,8.236771699999999308e-02,5.624846362341853023e+01
8.601516600000000401e-02,5.159865027000000026e+01,1.669840000000000146e+04,8.241968500000000641e-02,5.623338843096257733e+01
8.604305600000000664e-02,5.177684396000000078e+01,1.669840000000000146e+04,8.244527599999999790e-02,5.642916177716719517e+01
8.612758700000000545e-02,5.162051204000000126e+01,1.669850000000000000e+04,8.252283500000000271e-02,5.626353876611196370e+01
8.615590900000000274e-02,5.181249325999999655e+01,1.669850000000000000e+04,8.254881899999999550e-02,5.647438722954785106e+01
8.584569999999999701e-02,5.155205518999999725e+01,1.669859999999999854e+04,8.226417299999999599e-02,5.617308780296750825e+01
8.626834599999999575e-02,5.157175902000000178e+01,1.669859999999999854e+04,8.265196900000000568e-02,5.621831330883404121e+01
8.642414800000000619e-02,5.170180793000000108e+01,1.669870000000000073e+04,8.279488200000000020e-02,5.636886113625022432e+01
8.647995099999999935e-02,5.154702111999999659e+01,1.669870000000000073e+04,8.284606299999999757e-02,5.620323812664393870e+01
8.647995099999999935e-02,5.171274913999999967e+01,1.669879999999999927e+04,8.284606299999999757e-02,5.638393627699163346e+01
8.645204900000000303e-02,5.189375130999999897e+01,1.669879999999999927e+04,8.282047200000000609e-02,5.657970956150691677e+01
8.646578500000000334e-02,5.169965526000000011e+01,1.669890000000000146e+04,8.283307099999999423e-02,5.636886113672770904e+01
8.681912599999999647e-02,5.170903395999999930e+01,1.669890000000000146e+04,8.315708700000000453e-02,5.639901146293748724e+01
8.677661600000000086e-02,5.179416501000000039e+01,1.669900000000000000e+04,8.311810999999999505e-02,5.648946235594205234e+01
8.697372600000000120e-02,5.146629712000000012e+01,1.669900000000000000e+04,8.329881899999999617e-02,5.614293750975324571e+01
8.690329400000000593e-02,5.135935899999999776e+01,1.669909999999999854e+04,8.323425199999999469e-02,5.602233625333916933e+01
8.704459200000000396e-02,5.191828489000000246e+01,1.669909999999999854e+04,8.336377999999999844e-02,5.664001024310385901e+01
8.697415499999999744e-02,5.156301086999999939e+01,1.669920000000000073e+04,8.329921299999999695e-02,5.624846362218733020e+01
8.710085800000000322e-02,5.166683259999999933e+01,1.669920000000000073e+04,8.341535399999999711e-02,5.636886110352758550e+01
