true_strain,true_stress,time,engineering_strain,engineering_stress
1.817845640000000096e-01,5.439704085000000333e+01,6.596710000000000036e+03,1.662190520000000060e-01,6.524140540807847799e+01
1.820017559999999868e-01,5.452346066999999863e+01,6.596760000000000218e+03,1.664001230000000109e-01,6.540723214382144590e+01
1.819085320000000117e-01,5.426478937000000258e+01,6.596810000000000400e+03,1.663224090000000044e-01,6.509085761188464403e+01
1.820642249999999962e-01,5.424377555000000228e+01,6.596859999999999673e+03,1.664521959999999967e-01,6.507578244426639458e+01
1.821418429999999977e-01,5.436504447000000084e+01,6.596909999999999854e+03,1.665168919999999997e-01,6.522633026175257953e+01
1.820793689999999909e-01,5.440613799999999856e+01,6.596960000000000036e+03,1.664648190000000139e-01,6.527155570653711436e+01
1.822194679999999956e-01,5.426048304999999772e+01,6.597010000000000218e+03,1.665815880000000027e-01,6.510593270886364792e+01
1.823752090000000103e-01,5.427715704999999957e+01,6.597060000000000400e+03,1.667113759999999945e-01,6.513608308902102806e+01
1.823752090000000103e-01,5.428971900999999889e+01,6.597109999999999673e+03,1.667113759999999945e-01,6.515115824982149206e+01
1.824216039999999872e-01,5.443776700000000091e+01,6.597159999999999854e+03,1.667500359999999904e-01,6.533185640797699989e+01
1.825617509999999943e-01,5.455556467000000254e+01,6.597210000000000036e+03,1.668668040000000075e-01,6.548240417250160306e+01
1.824684759999999906e-01,5.439753314000000017e+01,6.597260000000000218e+03,1.667890900000000010e-01,6.528663089637171879e+01
1.825309740000000125e-01,5.425614322999999928e+01,6.597310000000000400e+03,1.668411629999999868e-01,6.512100792852778852e+01
1.828733640000000105e-01,5.441317979000000093e+01,6.597359999999999673e+03,1.671263789999999916e-01,6.533185638016502139e+01
1.826550349999999934e-01,5.443761947000000134e+01,6.597409999999999854e+03,1.669445190000000134e-01,6.534693152087911017e+01
1.829354129999999912e-01,5.432191911999999689e+01,6.597460000000000036e+03,1.671780569999999910e-01,6.522633028174186620e+01
1.827331729999999987e-01,5.414471410000000162e+01,6.597510000000000218e+03,1.670096100000000028e-01,6.500040666735662853e+01
1.829974669999999970e-01,5.426850141999999977e+01,6.597560000000000400e+03,1.672297349999999905e-01,6.516623335488570490e+01
1.830292059999999998e-01,5.432937809999999956e+01,6.597609999999999673e+03,1.672561660000000117e-01,6.524140543801372871e+01
1.832779419999999992e-01,5.480500116000000332e+01,6.597659999999999854e+03,1.674632729999999958e-01,6.582892908218811101e+01
1.831533290000000036e-01,5.434773935999999850e+01,6.597710000000000036e+03,1.673595220000000106e-01,6.527155572660016958e+01
1.833243790000000095e-01,5.438864413999999670e+01,6.597760000000000218e+03,1.675019329999999917e-01,6.533185636814216934e+01
1.833248530000000098e-01,5.441371843000000297e+01,6.597810000000000400e+03,1.675023270000000064e-01,6.536200663950684486e+01
1.832935780000000126e-01,5.454075485999999984e+01,6.597859999999999673e+03,1.674762909999999994e-01,6.551255450191629848e+01
1.835741359999999989e-01,5.440015570999999994e+01,6.597909999999999854e+03,1.677098290000000047e-01,6.536200667206965420e+01
1.836518719999999938e-01,5.448357898999999804e+01,6.597960000000000036e+03,1.677745250000000077e-01,6.546732901921801329e+01
1.838851159999999874e-01,5.428289696000000220e+01,6.598010000000000218e+03,1.679686139999999883e-01,6.524140540054098381e+01
1.838699440000000074e-01,5.469730692000000261e+01,6.598060000000000400e+03,1.679559909999999989e-01,6.573847816744510908e+01
1.837917169999999933e-01,5.430051132999999908e+01,6.598109999999999673e+03,1.678909000000000096e-01,6.525648058650000394e+01
1.839325300000000107e-01,5.436812010999999956e+01,6.598159999999999854e+03,1.680080630000000130e-01,6.534693149315941696e+01
1.837452579999999946e-01,5.436575794000000172e+01,6.598210000000000036e+03,1.678522400000000137e-01,6.533185637608397656e+01
1.841037130000000022e-01,5.444642636999999752e+01,6.598260000000000218e+03,1.681504739999999942e-01,6.545225388515758880e+01
1.842284439999999912e-01,5.450232912999999968e+01,6.598310000000000400e+03,1.682542250000000073e-01,6.552762967746966183e+01
1.843527159999999998e-01,5.444540787999999765e+01,6.598359999999999673e+03,1.683575810000000061e-01,6.546732903002630621e+01
1.841506629999999922e-01,5.460688591000000258e+01,6.598409999999999854e+03,1.681895290000000043e-01,6.564823095380342011e+01
1.842440949999999966e-01,5.438879900999999961e+01,6.598460000000000036e+03,1.682672430000000108e-01,6.539215697861470744e+01
1.846805460000000010e-01,5.423973589999999945e+01,6.598510000000000218e+03,1.686301739999999938e-01,6.524140545365426647e+01
1.845244450000000092e-01,5.432341330999999940e+01,6.598560000000000400e+03,1.685003870000000015e-01,6.533185639618571372e+01
1.846648869999999998e-01,5.440351715999999982e+01,6.598609999999999673e+03,1.686171559999999903e-01,6.543738249186195333e+01
1.846340449999999966e-01,5.439266148000000101e+01,6.598659999999999854e+03,1.685915139999999979e-01,6.542230732054376574e+01
1.847583670000000067e-01,5.447345469999999779e+01,6.598710000000000036e+03,1.686948699999999968e-01,6.552762966830240998e+01
1.847740280000000068e-01,5.452272908999999856e+01,6.598760000000000218e+03,1.687078880000000003e-01,6.558793028701323635e+01
1.849301670000000064e-01,5.430137761000000296e+01,6.598810000000000400e+03,1.688376749999999926e-01,6.533185633744889742e+01
1.849923440000000030e-01,5.441059417000000309e+01,6.598859999999999673e+03,1.688893539999999915e-01,6.546732908773256554e+01
1.849610180000000048e-01,5.447494627999999750e+01,6.598909999999999854e+03,1.688633170000000128e-01,6.554270482127185460e+01
1.852263759999999981e-01,5.437297875000000147e+01,6.598960000000000036e+03,1.690838369999999868e-01,6.543738245948647148e+01
1.852733789999999880e-01,5.437042312999999893e+01,6.599010000000000218e+03,1.691228909999999974e-01,6.543738242522697135e+01
1.852107090000000011e-01,5.448639882999999884e+01,6.599060000000000400e+03,1.690708190000000111e-01,6.557285515526984909e+01
1.851793750000000072e-01,5.443799898999999698e+01,6.599109999999999673e+03,1.690447820000000045e-01,6.551255448040281237e+01
1.853982560000000113e-01,5.438851277999999922e+01,6.599159999999999854e+03,1.692266420000000104e-01,6.546732903295630024e+01
1.854918050000000096e-01,5.437090214999999915e+01,6.599210000000000036e+03,1.693043569999999887e-01,6.545225391292920847e+01
1.857411539999999917e-01,5.438238600999999761e+01,6.599260000000000218e+03,1.695114640000000006e-01,6.548240421466816485e+01
1.855388199999999932e-01,5.454365784000000161e+01,6.599310000000000400e+03,1.693434109999999992e-01,6.566330606690704030e+01
1.856010359999999970e-01,5.455278598000000301e+01,6.599359999999999673e+03,1.693950889999999987e-01,6.567838121053441114e+01
1.858822410000000036e-01,5.433732909999999805e+01,6.599409999999999854e+03,1.696286270000000040e-01,6.543738243731579018e+01
1.859601569999999870e-01,5.427051052000000197e+01,6.599460000000000036e+03,1.696933240000000065e-01,6.536200670028094351e+01
1.859288000000000052e-01,5.464739586000000315e+01,6.599510000000000218e+03,1.696672870000000000e-01,6.581385389786515816e+01
1.860851189999999933e-01,5.441374530000000220e+01,6.599560000000000400e+03,1.697970739999999923e-01,6.554270479648971559e+01
1.859131219999999862e-01,5.459818227000000235e+01,6.599609999999999673e+03,1.696542689999999964e-01,6.575355328707050262e+01
1.863816709999999988e-01,5.437258775000000099e+01,6.599659999999999854e+03,1.700432359999999865e-01,6.551255451904479798e+01
1.863659860000000112e-01,5.429853812999999718e+01,6.599710000000000036e+03,1.700302180000000107e-01,6.542230730274947348e+01
1.865689620000000049e-01,5.443746150999999855e+01,6.599760000000000218e+03,1.701986649999999990e-01,6.560300545913197823e+01
1.866160279999999894e-01,5.415987494000000169e+01,6.599810000000000400e+03,1.702377200000000090e-01,6.527155577619171822e+01
1.863659860000000112e-01,5.448604791999999719e+01,6.599859999999999673e+03,1.700302180000000107e-01,6.564823093764152873e+01
1.863194069999999924e-01,5.431357986999999810e+01,6.599909999999999854e+03,1.699915579999999871e-01,6.543738246700868899e+01
1.866160279999999894e-01,5.447242580000000345e+01,6.599960000000000036e+03,1.702377200000000090e-01,6.564823096080000653e+01
1.867253819999999953e-01,5.435390250999999751e+01,6.600010000000000218e+03,1.703284519999999913e-01,6.551255450548485726e+01
1.865223739999999908e-01,5.437744787999999829e+01,6.600060000000000400e+03,1.701600050000000031e-01,6.552762967275396022e+01
1.870382949999999933e-01,5.464931605000000303e+01,6.600109999999999673e+03,1.705880260000000037e-01,6.588922967490219662e+01
1.868656579999999900e-01,5.474612209000000007e+01,6.600159999999999854e+03,1.704448269999999932e-01,6.599455210678313222e+01
1.870221240000000118e-01,5.440029442000000159e+01,6.600210000000000036e+03,1.705746140000000133e-01,6.558793031685672759e+01
1.871943120000000016e-01,5.470329828999999933e+01,6.600260000000000218e+03,1.707174190000000091e-01,6.596460548349561748e+01
1.873817560000000104e-01,5.430573851999999846e+01,6.600310000000000400e+03,1.708728479999999939e-01,6.549747935404725752e+01
1.870378189999999941e-01,5.454931386999999887e+01,6.600359999999999673e+03,1.705876319999999891e-01,6.576862845864867779e+01
1.873351289999999891e-01,5.447076811000000163e+01,6.600409999999999854e+03,1.708341879999999979e-01,6.569345638915464747e+01
1.872880299999999942e-01,5.427332744999999647e+01,6.600460000000000036e+03,1.707951339999999874e-01,6.545225393069509323e+01
1.871943120000000016e-01,5.445343593999999854e+01,6.600510000000000218e+03,1.707174190000000091e-01,6.566330607636385253e+01
1.875225990000000120e-01,5.453537332999999876e+01,6.600560000000000400e+03,1.709896170000000104e-01,6.578370361617051287e+01
1.876011190000000106e-01,5.453109141000000193e+01,6.600609999999999673e+03,1.710547079999999998e-01,6.578370362467781263e+01
1.879447730000000094e-01,5.448737041999999775e+01,6.600659999999999854e+03,1.713395289999999904e-01,6.575355326681196289e+01
1.877881620000000085e-01,5.442110836999999890e+01,6.600710000000000036e+03,1.712097419999999981e-01,6.566330605927561237e+01
1.878352859999999902e-01,5.426862127999999785e+01,6.600760000000000218e+03,1.712487970000000082e-01,6.548240422885999124e+01
1.878981200000000018e-01,5.426521143000000080e+01,6.600810000000000400e+03,1.713008689999999945e-01,6.548240416822640952e+01
1.880233249999999912e-01,5.453305529000000007e+01,6.600859999999999673e+03,1.714046200000000075e-01,6.581385391021611042e+01
1.883518849999999967e-01,5.449016669000000235e+01,6.600909999999999854e+03,1.716768180000000088e-01,6.578370360036598186e+01
1.882109240000000017e-01,5.438561719999999866e+01,6.600960000000000036e+03,1.715600489999999922e-01,6.564823091203142269e+01
1.882580680000000006e-01,5.428314715999999862e+01,6.601010000000000218e+03,1.715991040000000023e-01,6.552762970454344327e+01
1.883052129999999991e-01,5.448022220000000004e+01,6.601060000000000400e+03,1.716381580000000129e-01,6.576862843955093751e+01
1.887434400000000123e-01,5.434418151999999935e+01,6.601109999999999673e+03,1.720010889999999959e-01,6.563315579046697223e+01
1.885400210000000021e-01,5.476689662999999797e+01,6.601159999999999854e+03,1.718326420000000077e-01,6.613022851113144895e+01
1.885238260000000055e-01,5.449328332999999702e+01,6.601210000000000036e+03,1.718192289999999900e-01,6.579877876686417437e+01
1.886495860000000080e-01,5.442401378000000278e+01,6.601260000000000218e+03,1.719233739999999899e-01,6.572340296923198366e+01
1.885709839999999970e-01,5.435355427999999733e+01,6.601310000000000400e+03,1.718582830000000006e-01,6.563315573196754826e+01
1.888997229999999916e-01,5.448528357000000000e+01,6.601359999999999673e+03,1.721304810000000018e-01,6.581385389791117291e+01
1.888687500000000019e-01,5.447449050000000170e+01,6.601409999999999854e+03,1.721048400000000089e-01,6.579877879706411647e+01
1.890407809999999911e-01,5.442768454000000133e+01,6.601460000000000036e+03,1.722472499999999906e-01,6.575355326817096113e+01
1.890560310000000133e-01,5.431471831000000350e+01,6.601510000000000218e+03,1.722598740000000073e-01,6.561808060758431793e+01
1.891032149999999912e-01,5.442428652000000255e+01,6.601560000000000400e+03,1.722989289999999896e-01,6.575355333809879710e+01
1.889778739999999901e-01,5.439383928000000168e+01,6.601609999999999673e+03,1.721951780000000043e-01,6.570853156977624110e+01
1.891346710000000042e-01,5.455982517000000342e+01,6.601659999999999854e+03,1.723249649999999966e-01,6.591938002576095812e+01
1.892914930000000051e-01,5.448889281999999668e+01,6.601710000000000036e+03,1.724547519999999889e-01,6.584400424229127680e+01
1.891818580000000083e-01,5.439505307999999673e+01,6.601760000000000218e+03,1.723640190000000072e-01,6.572340295582193903e+01
1.897454130000000017e-01,5.436440712000000275e+01,6.601810000000000400e+03,1.728303059999999891e-01,6.572340296596989617e+01
1.896362050000000021e-01,5.442022874999999971e+01,6.601859999999999673e+03,1.727399679999999937e-01,6.578370360578473708e+01
1.894326060000000034e-01,5.443130982000000273e+01,6.601909999999999854e+03,1.725715210000000055e-01,6.578370360878044210e+01
1.895889970000000091e-01,5.454751453000000083e+01,6.601960000000000036e+03,1.727009140000000109e-01,6.593445520862088927e+01
1.897144139999999979e-01,5.455314386999999954e+01,6.602010000000000218e+03,1.728046639999999967e-01,6.594953029328976868e+01
1.899028070000000068e-01,5.440572214000000173e+01,6.602060000000000400e+03,1.729604879999999956e-01,6.578370362068021393e+01
1.901375140000000075e-01,5.444281354999999678e+01,6.602109999999999673e+03,1.731545770000000040e-01,6.584400425471061169e+01
1.901065030000000100e-01,5.439464105999999788e+01,6.602159999999999854e+03,1.731289350000000116e-01,6.578370360559176788e+01
1.900907589999999980e-01,5.450768611000000163e+01,6.602210000000000036e+03,1.731159170000000080e-01,6.591938003237632415e+01
1.899495539999999927e-01,5.437824461000000298e+01,6.602260000000000218e+03,1.729991479999999915e-01,6.575355331072863407e+01
1.903259870000000020e-01,5.446994092999999992e+01,6.602310000000000400e+03,1.733104000000000033e-01,6.588922968185399043e+01
1.902787459999999986e-01,5.449744033000000343e+01,6.602359999999999673e+03,1.732713459999999928e-01,6.591938003639099009e+01
1.902634769999999864e-01,5.439856644000000330e+01,6.602409999999999854e+03,1.732587220000000039e-01,6.579877875651445152e+01
1.905140190000000067e-01,5.452200049000000348e+01,6.602460000000000036e+03,1.734658289999999881e-01,6.596460546093986466e+01
1.904042499999999971e-01,5.440337063999999856e+01,6.602510000000000218e+03,1.733750970000000058e-01,6.581385395305468933e+01
1.906085250000000009e-01,5.449193016000000256e+01,6.602560000000000400e+03,1.735439380000000087e-01,6.593445515800452483e+01
1.907493459999999863e-01,5.437214226999999767e+01,6.602609999999999673e+03,1.736603130000000106e-01,6.579877878962383875e+01
1.908276419999999918e-01,5.440525401000000016e+01,6.602659999999999854e+03,1.737250090000000136e-01,6.584400423901973909e+01
1.909694490000000133e-01,5.462155143999999751e+01,6.602710000000000036e+03,1.738421729999999887e-01,6.611515337008360405e+01
1.911886449999999904e-01,5.464693510000000032e+01,6.602760000000000218e+03,1.740232429999999941e-01,6.616037877201428330e+01
1.908906649999999872e-01,5.452621141000000193e+01,6.602810000000000400e+03,1.737770819999999994e-01,6.599455210222092205e+01
1.907808549999999992e-01,5.435797230000000013e+01,6.602859999999999673e+03,1.736863489999999899e-01,6.578370360239880199e+01
1.911103219999999991e-01,5.446459315999999973e+01,6.602909999999999854e+03,1.739585469999999912e-01,6.593445518042301501e+01
1.911413640000000080e-01,5.436328394000000230e+01,6.602960000000000036e+03,1.739841890000000113e-01,6.581385394328729888e+01
1.913610749999999916e-01,5.437624017000000265e+01,6.603010000000000218e+03,1.741656540000000031e-01,6.584400422842186629e+01
1.913615529999999898e-01,5.469973492999999820e+01,6.603060000000000400e+03,1.741660489999999895e-01,6.623575461358090877e+01
1.912516910000000014e-01,5.422049437999999810e+01,6.603109999999999673e+03,1.740753160000000077e-01,6.564823092271207372e+01
1.913300259999999864e-01,5.441527844000000158e+01,6.603159999999999854e+03,1.741400120000000107e-01,6.588922968865274754e+01
1.915813130000000031e-01,5.440160630999999825e+01,6.603210000000000036e+03,1.743475140000000090e-01,6.588922970916846111e+01
1.915813130000000031e-01,5.442649999000000349e+01,6.603260000000000218e+03,1.743475140000000090e-01,6.591938002110006778e+01
1.917227489999999979e-01,5.458042051999999700e+01,6.603310000000000400e+03,1.744642829999999978e-01,6.611515334351064155e+01
1.918011209999999911e-01,5.442698201999999696e+01,6.603359999999999673e+03,1.745289790000000008e-01,6.593445515999525242e+01
1.915029580000000009e-01,5.461731375000000099e+01,6.603409999999999854e+03,1.742828180000000060e-01,6.614530367129989941e+01
1.918637280000000112e-01,5.434891469000000086e+01,6.603460000000000036e+03,1.745806570000000002e-01,6.584400420332771375e+01
1.920367520000000050e-01,5.442660003000000302e+01,6.603510000000000218e+03,1.747234629999999955e-01,6.594953035724073231e+01
1.919736569999999920e-01,5.454184367999999949e+01,6.603560000000000400e+03,1.746713900000000097e-01,6.608500301473857519e+01
1.920835979999999943e-01,5.466025350999999688e+01,6.603609999999999673e+03,1.747621229999999914e-01,6.623575460291191064e+01
1.921151490000000128e-01,5.442233334000000156e+01,6.603659999999999854e+03,1.747881589999999985e-01,6.594953033399335141e+01
1.922098060000000108e-01,5.444206013000000155e+01,6.603710000000000036e+03,1.748662679999999914e-01,6.597968064890601170e+01
1.923192950000000012e-01,5.463493410000000239e+01,6.603760000000000218e+03,1.749566059999999867e-01,6.622067941798465540e+01
1.924292750000000107e-01,5.440524055000000203e+01,6.603810000000000400e+03,1.750473389999999962e-01,6.594953034523274482e+01
1.925239619999999929e-01,5.443722660000000246e+01,6.603859999999999673e+03,1.751254479999999891e-01,6.599455210251170456e+01
1.925555270000000041e-01,5.447281250999999713e+01,6.603909999999999854e+03,1.751514839999999962e-01,6.603977755110612691e+01
1.928224299999999891e-01,5.452043248999999747e+01,6.603960000000000036e+03,1.753716090000000116e-01,6.611515330424755632e+01
1.925392659999999867e-01,5.439925678000000175e+01,6.604010000000000218e+03,1.751380710000000063e-01,6.594953030011886597e+01
1.924613139999999945e-01,5.441593335000000309e+01,6.604060000000000400e+03,1.750737699999999897e-01,6.596460552599958760e+01
1.929166760000000092e-01,5.452772460999999993e+01,6.604109999999999673e+03,1.754493239999999898e-01,6.613022849550122828e+01
1.929482529999999862e-01,5.460058184999999753e+01,6.604159999999999854e+03,1.754753599999999969e-01,6.622067940868328151e+01
1.930583009999999877e-01,5.453243112999999909e+01,6.604210000000000036e+03,1.755660930000000064e-01,6.614530366471208822e+01
1.929640420000000023e-01,5.463684073999999669e+01,6.604260000000000218e+03,1.754883780000000004e-01,6.626570115223918833e+01
1.930109309999999967e-01,5.453501440000000144e+01,6.604310000000000400e+03,1.755270379999999963e-01,6.614530362246131290e+01
1.934512250000000044e-01,5.420058644000000214e+01,6.604359999999999673e+03,1.758899690000000071e-01,6.576862846121575501e+01
1.933253390000000127e-01,5.453029602000000153e+01,6.604409999999999854e+03,1.757862179999999941e-01,6.616037878871577504e+01
1.935934049999999962e-01,5.466457424000000032e+01,6.604460000000000036e+03,1.760071320000000106e-01,6.634107692301046200e+01
1.933258170000000109e-01,5.424465948000000282e+01,6.604510000000000218e+03,1.757866130000000082e-01,6.581385395527432536e+01
1.934043149999999933e-01,5.461279088999999942e+01,6.604560000000000400e+03,1.758513090000000112e-01,6.626570118522460007e+01
1.934201110000000057e-01,5.441331253999999973e+01,6.604609999999999673e+03,1.758643269999999870e-01,6.602470239144713560e+01
1.937978539999999916e-01,5.445485860000000145e+01,6.604659999999999854e+03,1.761755799999999983e-01,6.610007821812322959e+01
1.938763880000000106e-01,5.447541877999999826e+01,6.604710000000000036e+03,1.762402760000000013e-01,6.613022850337848979e+01
1.938447819999999933e-01,5.457632233999999727e+01,6.604760000000000218e+03,1.762142399999999942e-01,6.625062606083406536e+01
1.937509269999999895e-01,5.471806335000000132e+01,6.604810000000000400e+03,1.761369200000000024e-01,6.641645277999349162e+01
1.940023439999999932e-01,5.450580793999999685e+01,6.604859999999999673e+03,1.763440269999999865e-01,6.617545398411138535e+01
1.944588879999999964e-01,5.443128506000000044e+01,6.604909999999999854e+03,1.767199750000000014e-01,6.611515329793165563e+01
1.941910679999999945e-01,5.459466978999999753e+01,6.604960000000000036e+03,1.764994559999999990e-01,6.629585151798029585e+01
1.944430749999999930e-01,5.451902465999999947e+01,6.605010000000000218e+03,1.767069569999999978e-01,6.622067940880194215e+01
1.947737509999999950e-01,5.456286769999999819e+01,6.605060000000000400e+03,1.769791549999999991e-01,6.629585147384692334e+01
1.944588879999999964e-01,5.445610720999999899e+01,6.605109999999999673e+03,1.767199750000000014e-01,6.614530361039672357e+01
1.941752599999999884e-01,5.448396925000000124e+01,6.605159999999999854e+03,1.764864369999999960e-01,6.616037876962082009e+01
1.946002520000000013e-01,5.428725611000000129e+01,6.605210000000000036e+03,1.768363500000000033e-01,6.594953033944101151e+01
1.947104829999999898e-01,5.452909603999999888e+01,6.605260000000000218e+03,1.769270830000000128e-01,6.625062605479946853e+01
1.947262989999999916e-01,5.451599350000000044e+01,6.605310000000000400e+03,1.769401009999999885e-01,6.623575461061309966e+01
1.946476980000000079e-01,5.449546123999999736e+01,6.605359999999999673e+03,1.768754040000000138e-01,6.620560423637249414e+01
1.947104829999999898e-01,5.476467946999999725e+01,6.605409999999999854e+03,1.769270830000000128e-01,6.653685030678758494e+01
1.948370229999999981e-01,5.459663464999999860e+01,6.605460000000000036e+03,1.770312280000000127e-01,6.634107697345288557e+01
1.949002989999999991e-01,5.446929175999999728e+01,6.605510000000000218e+03,1.770832999999999990e-01,6.619052907785199125e+01
1.951520049999999895e-01,5.459184285999999986e+01,6.605560000000000400e+03,1.772904080000000104e-01,6.635615214754903946e+01
1.948998200000000014e-01,5.449412908000000044e+01,6.605609999999999673e+03,1.770829060000000121e-01,6.622067943092211806e+01
1.950733699999999959e-01,5.441025170999999716e+01,6.605659999999999854e+03,1.772257110000000080e-01,6.613022846901331775e+01
1.951678289999999871e-01,5.457857674000000259e+01,6.605710000000000036e+03,1.773034259999999862e-01,6.634107697159316785e+01
1.952781219999999984e-01,5.427527073000000257e+01,6.605760000000000218e+03,1.773941579999999962e-01,6.597968061841214649e+01
1.953414260000000124e-01,5.456910289000000347e+01,6.605810000000000400e+03,1.774462310000000098e-01,6.634107695639286817e+01
1.954829150000000071e-01,5.444996468000000078e+01,6.605859999999999673e+03,1.775626060000000117e-01,6.620560431375521659e+01
1.953567730000000113e-01,5.454346555000000052e+01,6.605909999999999854e+03,1.774588549999999987e-01,6.631092667102993232e+01
1.955457529999999888e-01,5.452076131999999831e+01,6.605960000000000036e+03,1.776142840000000112e-01,6.629585151987245695e+01
1.957985809999999993e-01,5.460613433999999700e+01,6.606010000000000218e+03,1.778221799999999964e-01,6.641645275714199670e+01
1.958614379999999988e-01,5.447876526000000297e+01,6.606060000000000400e+03,1.778738579999999958e-01,6.626570118238619500e+01
1.959559710000000066e-01,5.442421288999999973e+01,6.606109999999999673e+03,1.779515720000000023e-01,6.620560423965679320e+01
1.960351559999999882e-01,5.439512045000000029e+01,6.606159999999999854e+03,1.780166629999999917e-01,6.617545393137329768e+01
1.961292249999999904e-01,5.474898937999999760e+01,6.606210000000000036e+03,1.780939830000000113e-01,6.661222603021775512e+01
1.961772230000000117e-01,5.448634392000000304e+01,6.606260000000000218e+03,1.781334320000000082e-01,6.629585146965121112e+01
1.961297049999999875e-01,5.455088485000000276e+01,6.606310000000000400e+03,1.780943779999999976e-01,6.637122729159285939e+01
1.963188309999999992e-01,5.491187440000000208e+01,6.606359999999999673e+03,1.782498070000000101e-01,6.682307453988028101e+01
1.965555290000000066e-01,5.437920712999999751e+01,6.606409999999999854e+03,1.784442900000000054e-01,6.619052909996815970e+01
1.965238380000000062e-01,5.449223237999999725e+01,6.606460000000000036e+03,1.784182539999999983e-01,6.632600181942211748e+01
1.963817210000000091e-01,5.449997719999999646e+01,6.606510000000000218e+03,1.783014850000000096e-01,6.632600181831897146e+01
1.964767839999999877e-01,5.455672682000000151e+01,6.606560000000000400e+03,1.783795940000000024e-01,6.640137759674874474e+01
1.966347609999999912e-01,5.444903597999999789e+01,6.606609999999999673e+03,1.785093809999999948e-01,6.628077633592550910e+01
1.967447360000000034e-01,5.450496197999999737e+01,6.606659999999999854e+03,1.785997189999999901e-01,6.635615209875975040e+01
1.969186069999999955e-01,5.461929182000000083e+01,6.606710000000000036e+03,1.787425240000000137e-01,6.650690364004674393e+01
1.967447360000000034e-01,5.455449293000000210e+01,6.606760000000000218e+03,1.785997189999999901e-01,6.641645272337080996e+01
1.968239820000000084e-01,5.445111578000000208e+01,6.606810000000000400e+03,1.786648100000000072e-01,6.629585149030324942e+01
1.972025330000000132e-01,5.441813012000000072e+01,6.606859999999999673e+03,1.789756680000000044e-01,6.628077634123027906e+01
1.971237359999999939e-01,5.463267773999999832e+01,6.606909999999999854e+03,1.789109720000000014e-01,6.653685030120752231e+01
1.973447660000000048e-01,5.465772953999999828e+01,6.606960000000000036e+03,1.790924369999999932e-01,6.658207574584130839e+01
1.974553000000000003e-01,5.447862039999999695e+01,6.607010000000000218e+03,1.791831690000000032e-01,6.637122722450607171e+01
1.973606250000000117e-01,5.468161298999999786e+01,6.607060000000000400e+03,1.791054549999999967e-01,6.661222604421131166e+01
1.973764829999999915e-01,5.456953879999999657e+01,6.607109999999999673e+03,1.791184730000000003e-01,6.647675335006046282e+01
1.976446769999999908e-01,5.464133959000000118e+01,6.607159999999999854e+03,1.793385979999999880e-01,6.658207569752379129e+01
1.976446769999999908e-01,5.440644640000000010e+01,6.607210000000000036e+03,1.793385979999999880e-01,6.629585145275298430e+01
1.978821689999999967e-01,5.444300144000000330e+01,6.607260000000000218e+03,1.795334759999999974e-01,6.635615207623023082e+01
1.975817069999999953e-01,5.466952519000000166e+01,6.607310000000000400e+03,1.792869199999999885e-01,6.661222602910142143e+01
1.978028390000000081e-01,5.444732061999999928e+01,6.607359999999999673e+03,1.794683860000000075e-01,6.635615214699089393e+01
1.980240189999999956e-01,5.467008339000000205e+01,6.607409999999999854e+03,1.796498509999999993e-01,6.664237637628563959e+01
1.980240189999999956e-01,5.448474690999999837e+01,6.607460000000000036e+03,1.796498509999999993e-01,6.641645275059246956e+01
1.983241330000000135e-01,5.462895220000000052e+01,6.607510000000000218e+03,1.798960119999999940e-01,6.661222600956305939e+01
1.982611210000000124e-01,5.447183000999999791e+01,6.607560000000000400e+03,1.798443339999999946e-01,6.641645271520930294e+01
1.982769930000000125e-01,5.481681703000000283e+01,6.607609999999999673e+03,1.798573529999999976e-01,6.683814971763077040e+01
1.981192370000000036e-01,5.460304937000000081e+01,6.607659999999999854e+03,1.797279599999999922e-01,6.656700058921916252e+01
1.984824020000000022e-01,5.457086182999999835e+01,6.607710000000000036e+03,1.800258000000000136e-01,6.655192545082515210e+01
1.983876300000000092e-01,5.445257683999999898e+01,6.607760000000000218e+03,1.799480850000000076e-01,6.640137757619893932e+01
1.988302979999999887e-01,5.441612080000000162e+01,6.607810000000000400e+03,1.803110159999999906e-01,6.638630244175637074e+01
1.986565760000000014e-01,5.466023056000000224e+01,6.607859999999999673e+03,1.801686050000000094e-01,6.667252668458738185e+01
1.986878529999999976e-01,5.443623136000000073e+01,6.607909999999999854e+03,1.801942470000000018e-01,6.640137759560221298e+01
1.985141549999999977e-01,5.465565499000000216e+01,6.607960000000000036e+03,1.800518359999999929e-01,6.665745151909383992e+01
1.987985349999999984e-01,5.459068492000000106e+01,6.608010000000000218e+03,1.802849790000000119e-01,6.659715086519075555e+01
1.989886479999999902e-01,5.459266250000000298e+01,6.608060000000000400e+03,1.804408030000000107e-01,6.661222605985837220e+01
1.990675909999999882e-01,5.442791778000000136e+01,6.608109999999999673e+03,1.805054990000000137e-01,6.641645272004089406e+01
1.989097099999999896e-01,5.459697206999999963e+01,6.608159999999999854e+03,1.803761070000000077e-01,6.661222609087604951e+01
1.992100900000000063e-01,5.459292693999999813e+01,6.608210000000000036e+03,1.806222680000000025e-01,6.662730119202214496e+01
1.991470220000000069e-01,5.443594771000000065e+01,6.608260000000000218e+03,1.805705900000000030e-01,6.643152789695453464e+01
