{'direction':'R31' }
time,displacement,load
0.0,4.0256975286121024e-05,27.5911162148663
2.7392578125,3.974139708481642e-05,27.6302234895826
5.478515625,4.1803717722789274e-05,28.1407499999532
8.2177734375,4.2858719268231525e-05,28.2454019658358
10.95703125,4.406869410072037e-05,27.4804749238089
13.6962890625,4.598796290409828e-05,27.8615122925077
16.435546875,4.6053526416722524e-05,28.0925163795167
19.1748046875,4.510581458645013e-05,27.7900743249094
21.9140625,4.5210122260059724e-05,28.0317621193965
24.6533203125,4.6667456600753076e-05,27.5423920597792
27.392578125,4.58121298726737e-05,28.1375752459731
30.1318359375,4.6625733755102225e-05,27.5339620674442
32.87109375,4.93735065780258e-05,27.4188665159404
35.6103515625,4.90635644797924e-05,27.8481906749154
38.349609375,5.142092819784642e-05,27.797988055252
41.0888671875,5.251168962478382e-05,27.8071744314364
43.828125,4.715621377197135e-05,27.5282042883458
46.5673828125,5.456209104823493e-05,27.867225477547
49.306640625,5.47021630791994e-05,27.5565386674657
52.0458984375,5.252659199983085e-05,27.5927559041181
54.78515625,5.31554212020136e-05,28.0627704269091
57.5244140625,5.7446956098492524e-05,28.2629994676379
60.263671875,5.443096066609163e-05,27.8765679329384
63.0029296875,5.4866072420242505e-05,27.8496674243357
65.7421875,5.774199805960877e-05,27.9818407853369
68.4814453125,5.505382914204855e-05,28.0029269146892
71.220703125,5.480348871124865e-05,28.0410839929144
73.9599609375,5.614757372951125e-05,27.9235940834656
76.69921875,5.6993958808769395e-05,27.7689144438439
79.4384765625,5.689859390294595e-05,27.7374481896469
82.177734375,5.739629048505555e-05,28.1836460545409
84.9169921875,5.7667492898163306e-05,27.9731672408327
87.65625,5.64247379878098e-05,28.1412971347558
90.3955078125,6.004571859852523e-05,27.9978191797607
93.134765625,6.158351770792488e-05,27.5117387895836
95.8740234375,5.676150279457684e-05,27.9820020100122
98.61328125,8.52733840145261e-05,34.1096905441995
101.103515625,0.00030227898770228775,78.9661582873717
103.59375,0.0004769772185968545,132.752562362662
105.9345703125,0.0006446003595112242,212.731101841427
108.275390625,0.0007869154228322395,291.961394171442
110.56640625,0.0009387969560442237,387.348470883101
112.857421875,0.00107041296001898,472.907565808591
115.111328125,0.0012211829403165051,577.730388683406
117.3896484375,0.001356062222023285,671.379724098201
119.630859375,0.00149868423980615,773.534148243617
121.91015625,0.0016370415509958927,872.655847057021
124.1630859375,0.0017655461700151927,964.284920658692
126.4541015625,0.00189963580264094,1064.1847240586
128.6640625,0.0020421922222232675,1166.18497625061
130.9365234375,0.0021797298781681927,1266.61990836029
133.177734375,0.0023096441423614876,1359.98323806158
135.4189453125,0.0024476409499033,1461.03035741524
137.6982421875,0.0025907189324708975,1563.52984352972
139.9013671875,0.00273824334153759,1667.48411134483
142.1923828125,0.002876931257632112,1762.97664957606
144.4482421875,0.0030204713637674778,1859.68851287562
146.724609375,0.003165900640787307,1954.46260651086
149.015625,0.003309652150730515,2043.20176553979
151.306640625,0.0034761041471336827,2138.43447820055
153.6474609375,0.003632572183351575,2219.31739892008
156.0380859375,0.0038051127812936975,2292.51027309771
158.4287109375,0.003979262683561667,2361.67744259799
160.869140625,0.00417442313087444,2421.17146088545
163.359375,0.004381504547246,2471.31131955612
165.8994140625,0.004600053975669353,2516.08715781005
168.439453125,0.004818087713435422,2554.02761867782
170.9794921875,0.005053633377808477,2587.11602637036
173.419921875,0.00527219168633758,2612.28979811789
176.0595703125,0.005517277019153402,2637.00385313998
178.5,0.005741110253725275,2659.15346161486
181.08984375,0.00598096835525985,2682.51822389838
183.7294921875,0.006228783747683622,2710.31571798867
186.369140625,0.0064673990640957925,2721.76648444785
189.0087890625,0.006728532896413813,2746.38877175684
194.337890625,0.0072410043721329274,2774.60141595592
197.02734375,0.007492849184154335,2785.50508877622
199.6669921875,0.007743483580471068,2801.31108942798
202.3564453125,0.008000144417586508,2812.81103284346
205.0458984375,0.00826668738012613,2830.7404242156
207.7353515625,0.00852994298480825,2843.71545678018
210.375,0.008775299733759482,2853.59651235736
212.96484375,0.00903075917850351,2865.692945908
215.7041015625,0.009279724831076882,2870.55839102223
