{'direction':'R23' }
time,displacement,load
0.0,1.0102988152982915e-06,28.9923404504651
2.19140625,2.950429871983404e-06,29.4527260867925
4.3828125,1.1146068844794629e-06,28.969175551894
6.5244140625,4.145503083415281e-06,29.5575667198485
8.666015625,2.560019405560804e-06,29.5905388811198
10.857421875,1.4990569066029601e-06,29.3773655571453
12.9990234375,1.4811753923109399e-06,29.4463971607058
15.1904296875,3.19480893184135e-06,29.5459242400987
17.3818359375,1.9609927155422047e-06,29.0380116276567
19.5234375,3.3974647417349434e-06,29.7498906060153
21.6650390625,5.280971530590781e-06,29.7965805859428
23.8564453125,3.0577182081164373e-06,29.5543662385266
25.998046875,4.68492499387916e-06,29.6503806781836
28.1396484375,5.155801822221824e-06,29.2769671784429
30.3310546875,1.922249725973279e-06,29.786807626365
32.47265625,2.1487473392890324e-06,29.5284056354782
34.6640625,3.275275151705315e-06,29.336771242072
36.85546875,3.2603739830423774e-06,29.9132729477953
39.046875,4.738569239530163e-06,29.9598634486678
41.1884765625,4.965066992716532e-06,29.8383755103008
43.330078125,4.35113908158351e-06,29.3525884118205
45.4716796875,5.009770271415593e-06,29.4916978641752
47.61328125,3.0905008735875677e-06,29.5326214892238
49.7548828125,4.6551227789400735e-06,29.5826320114017
51.896484375,3.75807297792011e-06,29.4880411513251
54.0380859375,3.44216812533697e-06,29.3827477170532
56.1796875,3.600120516660885e-06,29.7448720592051
58.3212890625,4.43756580038354e-06,29.6438870971092
60.462890625,4.0531157083247355e-06,29.4996356067035
62.6044921875,3.957748354765485e-06,29.3800583522554
64.7958984375,4.3064354532079e-06,29.5828481210729
66.9375,5.674362117538187e-06,29.0179374404158
68.9794921875,0.000128298995784326,57.6593020635159
70.9423828125,0.00027197301740556246,90.2196337682528
72.814453125,0.00042704641600721527,141.917053154961
74.6572265625,0.0005685269731807562,202.849552299285
76.5,0.000695598108597021,267.528185673239
78.3427734375,0.000808775396540937,331.257075357341
80.1123046875,0.0009406030012613647,406.018946912025
81.9287109375,0.001046943646177555,467.850681828748
83.7216796875,0.0011684984008208275,542.303715511649
85.5146484375,0.0012831539041101474,613.190047737682
87.3076171875,0.0013941407241944701,684.212714293466
90.8935546875,0.0016187875984556524,827.333354244195
92.669921875,0.00173448320203433,905.555889443719
94.4794921875,0.0018420636063917401,974.752257761797
96.22265625,0.0019535600657709603,1051.03801122692
98.015625,0.0020622134232283077,1124.57699018854
99.80859375,0.0021717667149510024,1198.1406673983
101.5517578125,0.0022820263689564426,1272.94924608447
103.3447265625,0.002386522225613475,1345.03915138502
105.087890625,0.00250349344922171,1425.86773595863
106.880859375,0.00261656347766251,1501.48872235373
108.6240234375,0.0027316658328861154,1580.28667185
110.4169921875,0.0028394907266066577,1652.1072015908
112.2099609375,0.002956181761394365,1729.65223640126
113.953125,0.0030699520291417723,1803.43611221447
115.74609375,0.0031816482909003603,1877.31296321068
117.5390625,0.00330703552731214,1955.77457745223
119.33203125,0.003415477301927255,2019.7779470007
121.125,0.00354084663490002,2092.09683250404
122.91796875,0.003663271568292995,2162.10945048076
124.7607421875,0.0037856279673214297,2224.48383335169
126.603515625,0.0039233565455399745,2286.0896067404
128.4462890625,0.0040714382528562075,2347.59131817693
130.3388671875,0.004210326042943855,2397.17288666957
132.2314453125,0.0043584971242276276,2444.97464451602
134.173828125,0.0045171587614069395,2489.24927298762
136.166015625,0.0046867250252192435,2527.86108712493
138.1083984375,0.004848310365602847,2561.62062854701
140.1005859375,0.005024006910160125,2594.79399821316
142.0927734375,0.00521486702303615,2626.57987518362
144.134765625,0.005379849505165271,2645.30224497614
146.1767578125,0.005569338930750587,2667.48763846833
148.1689453125,0.00574783693383059,2687.09299807447
150.2109375,0.005947244291718111,2712.06106085747
152.203125,0.006112936036487103,2723.5682490924
154.1455078125,0.006306853627063715,2746.59118762162
156.087890625,0.006485768995113947,2764.48391581651
158.1796875,0.006688252020596093,2779.39748643537
160.1220703125,0.0068704902669268235,2792.39249713845
162.2138671875,0.007067829276312245,2810.41716886342
164.3056640625,0.007258218313901005,2818.20073943828
166.34765625,0.00745693416936015,2834.81662308916
168.439453125,0.007655629400057557,2848.67793856712
172.5234375,0.008051514540300302,2868.42204744284
174.5654296875,0.008257383034485723,2884.5698718489
176.70703125,0.00845986892451811,2889.75694303896
178.69921875,0.008657872509559631,2898.1460048883
180.69140625,0.008853435497795135,2904.48061157209
182.783203125,0.009055688643120374,2911.82422402002
184.875,0.009268003521169955,2924.95227595311
186.966796875,0.009465748007642105,2931.32661937391
189.0087890625,0.00965538309560722,2937.21621851115
191.1005859375,0.009859305557585872,2940.25026108306
193.1923828125,0.01007131034807178,2953.92716297488
195.333984375,0.010290580783791,2958.80819542795
197.42578125,0.010484018705429574,2959.74343575764
199.4677734375,0.010683363329666825,2964.35245817115
201.5595703125,0.010895702126710925,2974.78543726684
203.6015625,0.01109157205150485,2976.95119920402
205.693359375,0.011305525595520251,2984.2344381565
207.7353515625,0.011486387282232276,2980.19248752035
209.77734375,0.011690610235531276,2983.36791384164
211.78515625,0.011899363475037726,2998.15085817031
213.7119140625,0.01209189849044015,2998.36205563444
215.853515625,0.0123012091714236,3002.69643352859
217.8955078125,0.012496411656011201,3001.97809870259
219.837890625,0.01267771419700545,2998.40464639123
221.9296875,0.012902557615220075,3013.01217827309
224.0712890625,0.0131052371488488,3012.58758794501
226.1630859375,0.013321304444487625,3019.83855451991
228.205078125,0.013510617986688126,3016.6009983833
230.3466796875,0.013722109449770675,3016.3017653858
232.48828125,0.013926201779578675,3018.97159112509
234.6181640625,0.0141474897180332,3029.16263715896
236.6220703125,0.014340424624649323,3028.0660349414
238.6640625,0.01454722882417125,3033.36243704324
240.8056640625,0.014756682159756776,3030.23706583819
242.84765625,0.014969530273833874,3033.94816971921
244.9892578125,0.015177255999168575,3033.84059512729
