yield, max strain, ultimate stress, strain at ultimate stress
3.857162620496350769e+01, 9.801804274320599641e-02, 4.604307336533125294e+01, 6.265270709991460629e-02
4.072327542770096187e+01, 9.742299999999999571e-02, 4.605411000000000143e+01, 5.934199999999999892e-02
4.011398050283649042e+01, 9.519492834806439485e-02, 4.608194235624181800e+01, 5.921330302953720093e-02
