yield, max strain, ultimate stress, strain at ultimate stress
4.238437596764675419e+01, 1.444795000000000107e-01, 4.678693915595225405e+01, 7.827979999999999661e-02
4.214673323590162823e+01, 1.370535999999999976e-01, 4.679595031765312285e+01, 7.589499999999999025e-02
4.206305404695629591e+01, 1.393562000000000134e-01, 4.658866038457640002e+01, 7.613349999999999285e-02
4.276614014183927281e+01, 1.370042999999999955e-01, 4.725801089661969456e+01, 7.573050000000000614e-02
4.445411886592687978e+01, 1.592244000000000159e-01, 4.828088290793643012e+01, 7.641309999999999769e-02
