X, Y
2.204224964762614009e-02, -2.892176181188782155e-02
-4.457831398866244493e-03, -5.593607495890560999e-02
-4.044306051634328006e-03, -5.589958638089650295e-02
-4.142302589144886138e-03, -5.539127782343198497e-02
-4.581879970360313442e-03, -5.552334264483275994e-02
-3.612682891086653556e-03, -5.593042262728102620e-02
-3.633150933141501924e-03, -5.550623939750374408e-02
1.514602955412568813e-02, 5.364175129940881859e-02
1.518835816679909440e-02, 5.398315206683646644e-02
1.484724410102943384e-02, 5.400238885574748515e-02
1.487156722693740857e-02, 5.371076169421835217e-02
1.462881561356897328e-02, 5.348155405489317393e-02
1.449088410430438359e-02, 5.392572927755304862e-02
1.503907669489736205e-02, 5.331909871248552424e-02
4.901100358003733677e-03, -1.128019197918181220e-02
5.264156827924429405e-03, -1.117953326426646479e-02
5.134970102190509512e-03, -1.082574948996178725e-02
4.694372341720780620e-03, -1.086412089663380681e-02
5.065151549649821693e-03, -1.162318721313045609e-02
5.392147479678031582e-03, -1.151256290605801209e-02
-1.732392233039593485e-02, -4.769089757475169361e-02
-1.753571741882397478e-02, -4.745222370771758763e-02
-1.778864895812377195e-02, -4.721862917341779903e-02
-1.724465985380399871e-02, -4.800950893165319144e-02
-1.690777929652039976e-02, -4.791988276384318707e-02
-1.661220490748389900e-02, -4.745007691190641919e-02
-1.654650856076245527e-02, -4.785120231633966520e-02
5.222455433194545318e-03, 2.292179160272708825e-03
5.052827443619538859e-03, 2.656435634016469493e-03
4.663294621640922885e-03, 2.477007724200175776e-03
4.805766589135316430e-03, 1.960405227473219648e-03
5.480395456192056237e-03, 2.011354454581489992e-03
5.244259338808991526e-03, 1.688345536111068683e-03
5.695805512520900685e-03, 2.251288099316757670e-03
5.528654552454223027e-03, 2.502726495471823548e-03
5.406588169652453910e-03, 2.820557096308542750e-03
5.601202032666620714e-03, -9.408032304298531018e-03
5.296410577209371973e-03, -8.979753303349729057e-03
4.983064873152890858e-03, -9.358877952473185213e-03
5.282430412229555464e-03, -9.644127490369105299e-03
5.077923737024922675e-03, -1.049047437428514765e-02
5.058257768336870720e-03, -1.025186104565237177e-02
4.847453407938714758e-03, -1.014002848472923650e-02
4.757939148263128429e-03, -1.044589507113420287e-02
5.375464295738553375e-03, -1.041008178719602870e-02
5.249396160046975596e-03, -1.012508027794273291e-02
5.033124468758760905e-03, -9.895543863354509112e-03
5.885965232272812042e-03, 7.701096124576219289e-03
6.378569263853193366e-03, 7.812078040085358721e-03
5.891909351583228538e-03, 7.264796243367155869e-03
6.281540851338659678e-03, 7.293862107259139853e-03
4.480523058755092082e-03, -6.334023514777453560e-03
4.568259405407280524e-03, -6.556337994620952195e-03
4.824411424591142430e-03, -6.395867115297204468e-03
4.638422672363431976e-03, -6.150456146721328121e-03
4.988511398725191913e-03, -6.678769359100286164e-03
4.694592541891933271e-03, -6.843412541448911854e-03
5.224092154071194663e-03, 1.010940385060947813e-02
5.109244819598354227e-03, 9.729192606173978422e-03
5.461461058999023468e-03, 9.558768017246713211e-03
5.748557885946158075e-03, 9.935477798587850212e-03
5.277888214557931862e-03, 1.052785546779847793e-02
5.725163649797408716e-03, 1.047586162554584727e-02
5.299927869922506710e-03, 1.092316774564304482e-02
5.698212064355397122e-03, 1.091437154450620138e-02
4.786494402089312011e-03, 1.021839170452404875e-02
4.711291426974156815e-03, 9.833663701512503769e-03
4.864703112470173535e-03, 1.059963621694307891e-02
4.913282409610891799e-03, 1.096684876389320690e-02
5.011198255513261285e-03, 9.404851468200624634e-03
5.274341707118421207e-03, 9.351470276532833706e-03
-1.636559727187178806e-02, -4.516727869874931356e-02
-1.625328986317715885e-02, -4.487765819187499589e-02
-1.650766661013678901e-02, -4.470990176679006528e-02
-1.667915670507439524e-02, -4.502040824830251531e-02
-1.605518862300907984e-02, -4.499022182870240222e-02
-1.605453857141386775e-02, -4.523158128883762036e-02
6.680916361495470995e-03, 1.250723404639305855e-02
7.018460691986385530e-03, 1.226351839309700736e-02
7.404009316358999351e-03, 1.259279984619665095e-02
6.975113029980544756e-03, 1.281280270871583242e-02
7.180585496065311837e-03, 1.312773759032033992e-02
7.550066406526263416e-03, 1.302935553401509544e-02
6.388126843588174189e-03, 1.219822821278890128e-02
6.723757434217718550e-03, 1.193795404052610046e-02
7.295981034778910648e-03, 1.200410741813549842e-02
7.061146370002843384e-03, 1.173162191353062378e-02
-1.419072124646510343e-02, -4.185187987284842009e-02
-1.442680499408881094e-02, -4.194220986324154882e-02
-1.447956831077379901e-02, -4.217693679991552785e-02
-1.416902653850084758e-02, -4.218896998107167506e-02
-1.438631445734651730e-02, -4.158796683496629454e-02
-1.461012542502753385e-02, -4.179781291696069850e-02
-1.476580563447822160e-02, -4.206713866064062946e-02
2.736265824334630382e-03, -1.732027159976670325e-02
2.970119143215337390e-03, -1.744823288706095002e-02
3.224544973245524731e-03, -1.731707881280932296e-02
2.974992934005008405e-03, -1.703785636967405578e-02
5.022365151378455767e-03, -1.379628539039669428e-02
5.078241230012024016e-03, -1.425149918099415450e-02
5.499280450553723290e-03, -1.426078458833103177e-02
5.494162870157066544e-03, -1.384933813507342043e-02
4.567686291371936616e-03, -1.392433316319637883e-02
4.673051193648979779e-03, -1.430393610553482540e-02
4.734280117353830211e-03, -1.467103026998605418e-02
5.112781654874483037e-03, -1.464341107830046361e-02
5.503892387425343355e-03, -1.466678097143844783e-02
5.522520449418186206e-03, -1.347070198110343273e-02
5.213828571541184384e-03, -1.349630331919129261e-02
4.837929097527889771e-03, -7.157708752269316757e-03
5.148475892929295188e-03, -6.983452459404083587e-03
4.380042812018914572e-03, -6.975133857242761699e-03
4.510009565546206807e-03, -7.316347351625126540e-03
4.268721678641333728e-03, -6.640917400415346367e-03
4.234582799366735754e-03, -6.305655967804930234e-03
4.070142754408371394e-03, -1.764580010609769975e-02
4.212927050246227309e-03, -1.728579084625078005e-02
3.702368452165120602e-03, -1.712716281119363443e-02
3.685171832777262187e-03, -1.760622957470351843e-02
4.464517105897655540e-03, -1.694545025046171466e-02
4.063428911728826122e-03, -1.671313232840965571e-02
4.746531856042291754e-03, -1.662049071934730560e-02
4.381483882830865956e-03, -1.639414564223045170e-02
7.053458348913357705e-03, 1.346453796810045435e-02
7.295526722488251611e-03, 1.342715293370855267e-02
7.298204158501617189e-03, 1.374027778232016737e-02
6.971147482379552555e-03, 1.369408243193358417e-02
7.633688709850563331e-03, 1.339200977710902109e-02
7.667612012595565948e-03, 1.374853402191305793e-02
-2.026261180482267707e-02, -4.913579775925638188e-02
-2.047116294139051176e-02, -4.962116071913503373e-02
-1.995552894822039819e-02, -4.971169676346884336e-02
-1.986502180412009350e-02, -4.928864569573022936e-02
-1.183777375437788069e-02, -3.921159910148444561e-02
-1.210495363905014776e-02, -3.900759213745454146e-02
-1.222243088442680030e-02, -3.929174652010931912e-02
-1.200878957547358607e-02, -3.936521227344497165e-02
-7.462473428583813254e-03, -3.602990653599123794e-02
-7.302520559641570777e-03, -3.649018817811023468e-02
-7.173173628764004106e-03, -3.620957145372354080e-02
-7.767638122345073629e-03, -3.582726208596010570e-02
-8.075138002822961417e-03, -3.561014822590500423e-02
-8.252782535493819599e-03, -3.594893692034882571e-02
-7.291003089569422085e-03, -3.571233412346572905e-02
-7.002252581820396157e-03, -3.591682536327787945e-02
-7.586802866509426840e-03, -3.550057470464349635e-02
-7.887165401025179878e-03, -3.528003093371559484e-02
2.134945821817319997e-03, -9.917958615456542656e-03
1.656244807041866354e-03, -9.787038925810885928e-03
1.590684854523736255e-03, -1.030604325164679452e-02
2.028970993926516777e-03, -1.033704088577312719e-02
-6.692778501109384812e-04, -2.646818155737912584e-02
-6.604251503876694060e-04, -2.604707858775880819e-02
-9.770134585652379654e-04, -2.594187550637720371e-02
-1.076359010170064700e-03, -2.628921933792854881e-02
-2.841883718679473481e-04, -2.631431789604047125e-02
-4.037254744945289152e-04, -2.607757834071591091e-02
-2.685041246875889513e-04, -2.586579582974900607e-02
-5.477482222236182245e-04, -2.573496661505083813e-02
-8.626164175949287659e-04, -2.561029766501115440e-02
2.723820388389776997e-03, 4.144220771936906432e-03
2.967090418613702648e-03, 4.026538296602051592e-03
2.599466216245007507e-03, 4.956979731362663386e-03
2.897958808952009069e-03, 5.271103578413424869e-03
2.665901699734961848e-03, 5.198197844331433649e-03
8.086629435303810051e-03, 1.075706770164011096e-02
8.406819344225961374e-03, 1.104314267225306630e-02
8.030669343621081938e-03, 1.122652063686728138e-02
7.923974859347222149e-03, 1.096491819766770397e-02
8.861335649787535976e-03, 1.078037207230703523e-02
9.086164006610795985e-03, 1.084789696408195239e-02
9.159953647263754939e-03, 1.107423514338675731e-02
8.837991562388522807e-03, 1.109679794698139980e-02
-8.429237563863456809e-03, -3.629663438588150159e-02
-1.727343448993379476e-03, -2.781726708285814365e-02
-2.035427364802258523e-03, -2.748165776039864297e-02
-2.240563764850366738e-03, -2.785040924293579953e-02
-1.978913783333256880e-03, -2.796555666462464951e-02
-1.749354481325292397e-03, -2.697126458746745489e-02
-1.833018314748054937e-03, -2.666854617743123768e-02
-2.151640512477262252e-03, -2.666057658045603920e-02
-2.115958435863926363e-03, -2.702939669045033994e-02
-2.151012197904991416e-02, -5.016831162663586835e-02
-2.169910212956763576e-02, -5.026606363278295075e-02
-2.171101169803420911e-02, -5.047654267746922579e-02
-2.143787436487247511e-02, -5.043869293064191794e-02
-2.168661540719051678e-02, -4.995235331366108117e-02
-2.187617271161878749e-02, -5.015333659424375812e-02
-2.199328467872590023e-02, -5.041783312953865975e-02
-1.279943050634080488e-02, 3.493270588822022793e-02
-1.332222481666255239e-02, 3.480764276227631820e-02
-1.310421658547509909e-02, 3.435665941046385508e-02
-1.267959065190577515e-02, 3.450886688835447941e-02
-1.288599496780928368e-02, 3.536727592710676299e-02
-1.327519834037927011e-02, 3.527303569623212176e-02
-1.301651843750866420e-02, 3.578318333029745918e-02
-1.339169416928548580e-02, 3.563090913396037285e-02
-1.232707316758043826e-02, 3.504972219201676203e-02
-1.224201368309620064e-02, 3.462300205469553971e-02
-1.245566176036028323e-02, 3.547876461300281808e-02
-1.260230783877235895e-02, 3.589716075510533677e-02
-1.370165475751644775e-02, 3.549503366632657947e-02
-1.356478661444704935e-02, 3.526245945195875808e-02
-1.478123596871209165e-02, 3.823108169664349992e-02
-1.500411034653658347e-02, 3.829725496850470284e-02
-1.517512903673783227e-02, 3.814047369975962637e-02
-1.492130537045461246e-02, 3.795102294604137810e-02
-1.476227137330586060e-02, 3.853390942158954613e-02
-1.505596603415982303e-02, 3.852020950911097530e-02
-1.533515145475535836e-02, 3.840579032153751404e-02
-1.385825205548982773e-02, 3.713032458985560114e-02
-1.366254884998541023e-02, 3.669630074690954924e-02
-1.327407335809876153e-02, 3.670849526542787483e-02
-1.335944926916849372e-02, 3.714545891393759153e-02
-1.398757581069563598e-02, 3.653871369475727299e-02
-1.418372636526659368e-02, 3.683904320930416615e-02
-2.856010049164878304e-03, 2.034854294509376438e-02
-2.445668598566821342e-03, 2.013596817617482534e-02
-2.262360381324963077e-03, 2.048259963765671279e-02
-2.641041007765523255e-03, 2.069248228697817549e-02
-2.608878481732041215e-03, 1.979003457505917191e-02
-2.414267277817234991e-02, -5.146615407118877022e-02
-2.433894413023192024e-02, -5.194409557935120852e-02
-2.382082295997751259e-02, -5.203289514406759381e-02
-2.373809648268512124e-02, -5.161294499205629910e-02
-2.435949731392848816e-02, 5.105980866549526126e-02
-2.459488573234502873e-02, 5.117223635691806743e-02
-2.479498006803624796e-02, 5.103580996922019858e-02
-2.456901240886743068e-02, 5.079591948246179461e-02
-2.431444414996337608e-02, 5.139684743644424431e-02
-2.463185352207600612e-02, 5.141978222200120630e-02
-2.493718888623970564e-02, 5.133873107214885489e-02
-1.802456155838438184e-02, 4.215560127859550865e-02
-1.847459824419790328e-02, 4.224941610097782824e-02
-1.840055486620630065e-02, 4.180475324868100639e-02
-1.811894729773984997e-02, 4.188002104091739092e-02
-1.852073424951364983e-02, 4.293727511463240470e-02
-1.882299393845747459e-02, 4.320352866330866293e-02
-1.911173838606970363e-02, 4.290075014435507095e-02
-1.882005432188644731e-02, 4.260025166937538715e-02
-1.472660672225166618e-02, 3.986998299001522084e-02
-1.492700273331397549e-02, 3.973422592752076654e-02
-1.489938821307802176e-02, 3.950098170528831137e-02
-1.458783374618679608e-02, 3.959204939077101693e-02
-1.494866385021284029e-02, 4.007680486700026384e-02
-1.514748407290803824e-02, 3.982845115818203774e-02
-1.522695268457508085e-02, 3.950966451588807521e-02
-4.646058496726463566e-03, 2.434933478512432345e-02
-4.979525860043222674e-03, 2.440135497679192869e-02
-4.955722232257493698e-03, 2.406436459723191451e-02
-4.709735894705323334e-03, 2.411344809390504954e-02
-4.527652804789278687e-03, 2.393580489317027535e-02
-4.798432349376297035e-03, 2.375900212385573945e-02
-4.358111194913038416e-03, 2.420513042942773821e-02
-6.225568245150416360e-03, 2.460137414516444174e-02
-6.244915435033264808e-03, 2.498878554677052069e-02
-6.636197796370611746e-03, 2.492581344347639602e-02
-6.516602093747202520e-03, 2.466032147947868486e-02
-5.761642740305742902e-03, 2.534222002699499168e-02
-5.651024688664969819e-03, 2.574644716883438961e-02
-6.086574767363109664e-03, 2.591915209687406865e-02
-6.335113133710669128e-03, 2.548285299371079449e-02
-5.298234852251082830e-03, 2.523688464233031503e-02
-5.219080946487391140e-03, 2.562296436128413957e-02
-5.517530885081518149e-03, 2.610459432661726281e-02
-5.179870727122337648e-03, 2.598207962496841203e-02
8.204155665458063088e-03, -1.779880833649815502e-02
8.572357534759992431e-03, -1.769883373748568425e-02
8.465569345379626853e-03, -1.724236684059814173e-02
8.036482592225663649e-03, -1.745171891409148454e-02
8.962381725988484774e-03, -1.767618085976964057e-02
8.942021874688560815e-03, -1.728480659325920543e-02
9.335089662200533531e-03, -1.766943599736432377e-02
9.329825799609241591e-03, -1.729655169431618122e-02
6.307082099800992436e-03, 1.661741575215594860e-02
6.507131113868930110e-03, 1.630708166542403290e-02
6.906466647525982480e-03, 1.640516176600204448e-02
6.784615027691118412e-03, 1.685219458123212236e-02
6.012607141044160400e-03, 1.689364500911227224e-02
6.367572508298377509e-03, 1.714307675337516448e-02
5.726449178246682814e-03, 1.715474318311091886e-02
6.048695393402154369e-03, 1.737504667215842430e-02
5.969577266815014743e-03, 1.640443470703348630e-02
6.204281583478585618e-03, 1.616025945648578294e-02
5.676280344618409024e-03, 1.666084261239311054e-02
5.370356073686147202e-03, 1.693479824697012928e-02
-2.588530260664740484e-02, 5.183974777030377762e-02
-2.611634999302367421e-02, 5.195151460897225876e-02
-2.631237888720541068e-02, 5.181738741384459696e-02
-2.609122678087673688e-02, 5.158085042227142369e-02
-2.583974235896611266e-02, 5.217146047213249566e-02
-2.615136848521820365e-02, 5.219740864276840170e-02
-2.645665197892484860e-02, 5.211874018171408496e-02
-2.507877525293535775e-02, -5.233499607514801449e-02
-2.529175946105661002e-02, -5.244881070777610704e-02
-2.530086445097341763e-02, -5.268438585954495629e-02
-2.499282415226286580e-02, -5.263992337564189078e-02
-2.528833010368964143e-02, -5.209897510852248143e-02
-2.549563867926105815e-02, -5.232705018863536423e-02
-2.561128146627972973e-02, -5.261694289663119972e-02
2.600751212958402406e-02, 5.244364554637045289e-02
2.583767597245434713e-02, 5.258621320255771336e-02
2.562813938147487369e-02, 5.251820725616956897e-02
2.576590682637664234e-02, 5.226669574787099620e-02
2.614679596011301038e-02, 5.270488540139465355e-02
2.587584420577455913e-02, 5.279944667910823480e-02
2.559005533833567936e-02, 5.279552912810524246e-02
-1.277558382026003879e-02, -5.171542736510960359e-02
-1.253939707195543367e-02, -5.182562263291039251e-02
-1.234099996862350439e-02, -5.168354047387505035e-02
-1.256350062742077507e-02, -5.143017759860323002e-02
-1.281147423155927327e-02, -5.206907634211242059e-02
-1.250160742698275436e-02, -5.207790005974650971e-02
-1.220758852021813431e-02, -5.198570597186741304e-02
2.586444131559008375e-02, 4.778271406318053416e-02
2.567157962515965314e-02, 4.793572697686391409e-02
2.658073081896600298e-02, 4.817957419505282390e-02
2.630455902524944309e-02, 4.785960498274028502e-02
2.653697508363848934e-02, 4.761857304709315314e-02
2.668838455523580774e-02, 4.785085934731960616e-02
7.488093616187867577e-03, 1.752135810576671907e-02
7.550740922568341396e-03, 1.776749099154438169e-02
7.369052900362282194e-03, 1.794872992747608212e-02
7.176469101046516197e-03, 1.764018443026263427e-02
7.815404122223259045e-03, 1.752072802376359803e-02
7.798974822807565321e-03, 1.783551473883312685e-02
7.679134738553201889e-03, 1.813489602251355803e-02
3.243459506889358364e-03, 1.831548317358991720e-02
2.927719812865174978e-03, 1.807499887454737039e-02
3.232242632630143771e-03, 1.780395439799620574e-02
3.379540880863926393e-03, 1.804537012814732069e-02
2.360022986129560636e-03, 1.816994584342602331e-02
2.101569802376589829e-03, 1.801042532927264739e-02
2.092900374834645930e-03, 1.771275580730276300e-02
2.577787758403921482e-03, 1.773282910389535963e-02
-2.739559577841674948e-02, 5.260824063629890995e-02
-2.762277989468208891e-02, 5.271407961322423230e-02
-2.781210120138934150e-02, 5.258233889315477860e-02
-2.759552716093974928e-02, 5.235351344343718016e-02
-2.735636597733570943e-02, 5.293407323276191900e-02
-2.766064270424017923e-02, 5.295165931021900835e-02
-2.795192784161153535e-02, 5.286683400214142042e-02
2.229327433589892507e-02, 3.866184519961585186e-02
2.269117608898996510e-02, 3.862250337556345781e-02
2.276654888202219243e-02, 3.912584378838099286e-02
2.230974130358923113e-02, 3.903858218878603070e-02
2.221605391376548291e-02, 3.829077689443623894e-02
2.259213240516777521e-02, 3.821262505433307283e-02
-3.706000536414725665e-03, 1.559336759655060786e-02
-3.543929641356657802e-03, 1.536324334712288811e-02
-3.332360629122815398e-03, 1.556697792967452233e-02
-3.508417520480551239e-03, 1.568589054050029130e-02
-3.498673846504141410e-03, 1.589731493456831082e-02
-3.217461819519055067e-03, 1.584094463257398888e-02
-3.765829011266067557e-03, 1.585533832264461943e-02
7.807960257452494293e-03, -1.869826415980384987e-02
7.889981539791084131e-03, -1.850733511400545067e-02
7.768394370621347494e-03, -1.833992832191880251e-02
7.587208703755590061e-03, -1.854883453179133682e-02
8.067834763552573021e-03, -1.875798042387023107e-02
8.093589991299414074e-03, -1.848381286029370310e-02
8.017546097975293204e-03, -1.821395340587314213e-02
1.555961811044098177e-02, 2.324934946431510621e-02
1.577592187727269030e-02, 2.319408852710444849e-02
1.593389226926473015e-02, 2.334286502317962225e-02
1.568572767242379720e-02, 2.350492228448654297e-02
1.552812532910201673e-02, 2.296072223830891365e-02
1.581952796593905433e-02, 2.298184372516423948e-02
1.609348189285461292e-02, 2.308677982604205245e-02
-1.087659097882605341e-02, -5.298177038747466788e-02
-1.074402301312521631e-02, -5.336718394614665961e-02
-2.188211891068691725e-04, -3.045648858400543807e-02
-3.107738994849507976e-04, -3.026206786159646445e-02
-5.182086069566525094e-04, -3.023958053294346221e-02
-4.957447421164587822e-04, -3.050823421433835822e-02
5.009972120028835518e-06, -3.028469171817007102e-02
