{'temperature':534.67, 'engineering_strain_rate':0.0001 }
time, displacement, load, engineering_strain, engineering_stress
5.500299999999697320e+00,1.349892500000000053e-05,5.650599999999999845e+00,5.399570000000000210e-05,4.510222660721535659e-01
8.480200000001786975e+00,5.423750000000000375e-06,1.749020000000000152e+01,2.169500000000000150e-05,1.396041064321519976e+00
1.149950000000171713e+01,1.222497500000000064e-05,2.439659999999999940e+01,4.889990000000000254e-05,1.947299369351201959e+00
1.450040000000080909e+01,2.294722500000000119e-05,2.225890000000000057e+01,9.178890000000000475e-05,1.776671418658807955e+00
1.750049999999828287e+01,1.666402500000000009e-05,3.541400000000000148e+01,6.665610000000000035e-05,2.826691418730621130e+00
2.049980000000141445e+01,2.011372499999999859e-05,4.791129999999999711e+01,8.045489999999999435e-05,3.824206826967537776e+00
2.349989999999888823e+01,2.532524999999999948e-05,5.366660000000000252e+01,1.013009999999999979e-04,4.283586087209825699e+00
2.649989999999888823e+01,3.687275000000000031e-05,5.662650000000000006e+01,1.474910000000000012e-04,4.519840786772165941e+00
2.948059999999895808e+01,4.671049999999999942e-05,6.665730000000000643e+01,1.868419999999999977e-04,5.320483930246586723e+00
3.250010000000111177e+01,5.870349999999999792e-05,8.507439999999999714e+01,2.348139999999999917e-04,6.790508737608186074e+00
3.549989999999888823e+01,5.416075000000000148e-05,8.721210000000000662e+01,2.166430000000000059e-04,6.961136688300582520e+00
3.850019999999858555e+01,6.021099999999999662e-05,1.000383000000000067e+02,2.408439999999999865e-04,7.984904392454946986e+00
4.150010000000111177e+01,6.750824999999999524e-05,1.085891000000000020e+02,2.700329999999999809e-04,8.667416195224523889e+00
4.448070000000006985e+01,7.255824999999999601e-05,1.151667000000000058e+02,2.902329999999999841e-04,9.192430186184102681e+00
4.748059999999895808e+01,8.574700000000000421e-05,1.233885999999999967e+02,3.429880000000000168e-04,9.848689693036231319e+00
5.049989999999888823e+01,8.961175000000000477e-05,1.480543999999999869e+02,3.584470000000000191e-04,1.181747619543996208e+01
5.350080000000161817e+01,1.052015000000000057e-04,1.626894000000000062e+02,4.208060000000000229e-04,1.298561955436927562e+01
5.648050000000148430e+01,1.140530000000000005e-04,1.666358999999999924e+02,4.562120000000000021e-04,1.330062315983661314e+01
5.950019999999858555e+01,1.204627499999999979e-04,1.771599999999999966e+02,4.818509999999999916e-04,1.414064075626353478e+01
1.100404000000016822e+02,4.029349999999999902e-04,3.751440999999999804e+02,1.611739999999999961e-03,2.994342938548093613e+01
1.700396000000000640e+02,1.413857500000000088e-03,5.311965000000000146e+02,5.655430000000000353e-03,4.239929373156774517e+01
2.300398999999997613e+02,3.179374999999999910e-03,6.050295999999999594e+02,1.271749999999999964e-02,4.829253906359123505e+01
2.900400999999983469e+02,5.276475000000000089e-03,6.446593000000000302e+02,2.110590000000000035e-02,5.145572122084173117e+01
3.500397000000011758e+02,7.514174999999999674e-03,6.658719999999999573e+02,3.005669999999999870e-02,5.314888655257796302e+01
4.700397000000011758e+02,1.198959999999999956e-02,7.031996000000000322e+02,4.795839999999999825e-02,5.612831860210101098e+01
5.300404999999991560e+02,1.424937499999999989e-02,7.235900000000000318e+02,5.699749999999999955e-02,5.775584920311995774e+01
5.900400999999983469e+02,1.646629999999999969e-02,7.449670999999999594e+02,6.586519999999999875e-02,5.946213669189123863e+01
6.500403000000005704e+02,1.871079999999999965e-02,7.586154999999999973e+02,7.484319999999999862e-02,6.055153114491555755e+01
7.100205999999998312e+02,2.096164999999999834e-02,7.719351000000000340e+02,8.384659999999999336e-02,6.161468128386976417e+01
7.700406000000002678e+02,2.322760000000000102e-02,7.763750000000000000e+02,9.291040000000000409e-02,6.196906732413694385e+01
8.300397000000011758e+02,2.549525000000000055e-02,7.949565999999999804e+02,1.019810000000000022e-01,6.345222227038094331e+01
8.900397999999986496e+02,2.778925000000000145e-02,8.016986000000000558e+02,1.111570000000000058e-01,6.399035841837557825e+01
9.500397999999986496e+02,3.009525000000000047e-02,8.219246000000000549e+02,1.203810000000000019e-01,6.560476686235946886e+01
1.010040199999999459e+03,3.240699999999999831e-02,8.393550999999999931e+02,1.296279999999999932e-01,6.699604276381606383e+01
1.070039899999999761e+03,3.469124999999999986e-02,8.492214999999999918e+02,1.387649999999999995e-01,6.778356375025542491e+01
1.130039799999998650e+03,3.696350000000000330e-02,8.553057000000000016e+02,1.478540000000000132e-01,6.826919530641517042e+01
1.190039700000001176e+03,3.924074999999999785e-02,8.766828000000000429e+02,1.569629999999999914e-01,6.997548279518645131e+01
1.250040400000001682e+03,4.150100000000000317e-02,8.766828000000000429e+02,1.660040000000000127e-01,6.997548279518645131e+01
1.310040700000001380e+03,4.376474999999999810e-02,8.844115000000000464e+02,1.750589999999999924e-01,7.059237583093343460e+01
1.370020599999999831e+03,4.603875000000000328e-02,8.923044999999999618e+02,1.841550000000000131e-01,7.122238304186811320e+01
1.430040099999998347e+03,4.831925000000000109e-02,8.977309999999999945e+02,1.932770000000000044e-01,7.165551798804030170e+01
1.490040499999999156e+03,5.063424999999999870e-02,9.067752000000000407e+02,2.025369999999999948e-01,7.237741222560971721e+01
1.550040300000000570e+03,5.293475000000000263e-02,9.182858999999999696e+02,2.117390000000000105e-01,7.329617872794163702e+01
1.610040400000001682e+03,5.523825000000000263e-02,9.276589999999999918e+02,2.209530000000000105e-01,7.404432526142849724e+01
1.670039799999998650e+03,5.756700000000000012e-02,9.434451000000000249e+02,2.302680000000000005e-01,7.530434766514521527e+01
1.730040000000000873e+03,5.989200000000000079e-02,9.511738000000000284e+02,2.395680000000000032e-01,7.592124070089218435e+01
1.790021000000000640e+03,6.222575000000000328e-02,9.460760999999999967e+02,2.489030000000000131e-01,7.551435006879010814e+01
1.850040199999999459e+03,6.457174999999999720e-02,9.577513000000000147e+02,2.582869999999999888e-01,7.644624671000441651e+01
1.970040099999998347e+03,6.921549999999999925e-02,9.697554000000000087e+02,2.768619999999999970e-01,7.740439564713618381e+01
2.030040300000000570e+03,7.155599999999999461e-02,9.694265000000000327e+02,2.862239999999999784e-01,7.737814335121873910e+01
2.090040700000001380e+03,7.392124999999999391e-02,9.669598999999999478e+02,2.956849999999999756e-01,7.718126310460888817e+01
2.150040199999999459e+03,7.629524999999999502e-02,9.774840000000000373e+02,3.051809999999999801e-01,7.802128070103582047e+01
2.210041000000001077e+03,7.869850000000000456e-02,9.868570999999999458e+02,3.147940000000000182e-01,7.876942723452268069e+01
2.270040400000001682e+03,8.108150000000000079e-02,9.995189000000000306e+02,3.243260000000000032e-01,7.978007278164199079e+01
2.330040499999999156e+03,8.348824999999999996e-02,9.990256000000000540e+02,3.339529999999999998e-01,7.974069832868950414e+01
2.390040099999998347e+03,8.588099999999999901e-02,1.001821000000000026e+03,3.435239999999999960e-01,7.996382288936945315e+01
2.450039799999998650e+03,8.826275000000000093e-02,1.003958799999999997e+03,3.530510000000000037e-01,8.013445882190917757e+01
2.510040000000000873e+03,9.068025000000000391e-02,1.012673999999999978e+03,3.627210000000000156e-01,8.083009278171381595e+01
2.570039600000000064e+03,9.310549999999999382e-02,1.013331800000000044e+03,3.724219999999999753e-01,8.088259737354870538e+01
2.630040600000000268e+03,9.555474999999999386e-02,1.016456099999999992e+03,3.822189999999999754e-01,8.113197423014609910e+01
2.690040099999998347e+03,9.800499999999999490e-02,1.011358500000000049e+03,3.920199999999999796e-01,8.072509157989136952e+01
2.750039600000000064e+03,1.004807499999999937e-01,1.025500299999999925e+03,4.019229999999999747e-01,8.185386846771551461e+01
2.810040300000000570e+03,1.029657499999999948e-01,1.030433500000000095e+03,4.118629999999999791e-01,8.224762896093521647e+01
2.870040300000000570e+03,1.054680000000000062e-01,1.032077900000000000e+03,4.218720000000000248e-01,8.237888245867509340e+01
2.930040000000000873e+03,1.079984999999999973e-01,1.030597899999999981e+03,4.319939999999999891e-01,8.226075111797025841e+01
