{'temperature':534.67, 'engineering_strain_rate':0.01 }
time, displacement, load, engineering_strain, engineering_stress
7.000000000000000000e+00,1.254837499999999995e-05,6.883799999999999919e+00,5.019349999999999978e-05,5.555959659905012060e-01
1.004989999999816064e+01,2.699874999999999964e-05,7.048199999999999577e+00,1.079949999999999985e-04,5.688647966957568469e-01
1.013320000000021537e+01,7.899175000000000481e-06,7.048199999999999577e+00,3.159670000000000192e-05,5.688647966957568469e-01
1.021659999999974389e+01,1.513387499999999916e-05,7.048199999999999577e+00,6.053549999999999665e-05,5.688647966957568469e-01
1.029999999999927240e+01,9.533300000000000695e-06,7.212600000000000122e+00,3.813320000000000278e-05,5.821336274010123768e-01
1.041649999999935972e+01,1.274262500000000067e-05,7.212600000000000122e+00,5.097050000000000268e-05,5.821336274010123768e-01
1.050000000000000000e+01,1.093664999999999972e-05,6.883799999999999919e+00,4.374659999999999888e-05,5.555959659905012060e-01
1.064990000000034343e+01,7.944800000000000573e-06,7.048199999999999577e+00,3.177920000000000229e-05,5.688647966957568469e-01
1.073319999999876018e+01,9.321949999999999746e-06,7.048199999999999577e+00,3.728779999999999898e-05,5.688647966957568469e-01
1.081659999999828869e+01,1.070622500000000057e-06,6.225999999999999979e+00,4.282490000000000226e-06,5.025045010396671508e-01
1.093319999999948777e+01,7.689750000000000364e-06,6.883799999999999919e+00,3.075900000000000146e-05,5.555959659905012060e-01
1.108320000000094296e+01,8.940049999999999218e-06,7.048199999999999577e+00,3.576019999999999687e-05,5.688647966957568469e-01
1.121649999999863212e+01,1.553082499999999881e-05,6.554899999999999949e+00,6.212329999999999523e-05,5.290502335150841784e-01
1.129999999999927240e+01,5.244274999999999862e-06,6.719299999999999606e+00,2.097709999999999945e-05,5.423190642203398193e-01
1.141649999999935972e+01,1.776852499999999942e-05,6.883799999999999919e+00,7.107409999999999770e-05,5.555959659905012060e-01
1.176670000000012806e+01,1.708230000000000076e-05,6.719299999999999606e+00,6.832920000000000302e-05,5.423190642203398193e-01
