{'temperature':534.67, 'engineering_strain_rate':3600 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
4.439999999999999841e-06,-1.739799999999999843e-06,5.694500000000000282e-06,2.915772730000000479e+00,8.675000000000001070e-04,2.353099999999999914e-01,2.926889763779527589e-04
8.619999999999998784e-06,-2.480800000000000033e-06,5.694500000000000282e-06,9.391620784000000555e+00,8.758299999999999679e-04,7.579199999999999271e-01,3.218622047244094246e-04
1.253999999999999852e-05,3.076700000000000121e-06,5.694500000000000282e-06,1.909033066199999951e+01,1.195600000000000005e-03,1.540599999999999969e+00,1.030629921259842557e-04
1.621999999999999717e-05,2.706200000000000026e-06,5.694500000000000282e-06,3.450593341000000436e+01,7.574100000000000277e-04,2.784699999999999953e+00,1.176496062992126156e-04
2.027999999999999896e-05,3.447200000000000216e-06,2.578199999999999812e-05,6.024881200000000092e+01,7.168499999999999959e-04,4.862099999999999866e+00,8.793228346456692917e-04
2.467999999999999749e-05,4.188199999999999982e-06,9.712000000000001204e-06,1.055118560599999995e+02,7.901800000000000273e-04,8.514900000000000801e+00,2.174724409448819471e-04
2.928000000000000088e-05,4.832100000000000500e-07,1.676899999999999988e-06,1.774507360600000254e+02,1.431299999999999933e-03,1.432099999999999973e+01,4.699566929133857789e-05
3.311999999999999460e-05,3.447200000000000216e-06,4.185199999999999842e-05,2.608234017999999992e+02,5.791000000000000357e-04,2.104800000000000182e+01,1.511999999999999889e-03
3.685999999999999607e-05,1.965200000000000260e-06,9.712000000000001204e-06,3.630890158999999926e+02,1.142099999999999843e-03,2.930199999999999960e+01,3.049921259842520256e-04
4.039999999999999944e-05,3.447200000000000216e-06,2.979999999999999929e-05,4.727958078999999998e+02,1.469599999999999943e-03,3.815500000000000114e+01,1.037511811023622034e-03
4.379999999999999399e-05,3.076700000000000121e-06,2.578199999999999812e-05,5.771521457000001192e+02,1.728400000000000162e-03,4.657800000000000296e+01,8.939094488188975432e-04
4.709999999999999967e-05,7.893300000000001151e-06,2.578199999999999812e-05,6.610059027000000924e+02,1.832700000000000258e-03,5.334399999999999409e+01,7.042795275590549645e-04
5.021999999999999690e-05,6.411299999999999924e-06,2.176499999999999914e-05,7.106437299000000394e+02,3.008800000000000276e-03,5.735000000000000142e+01,6.044763779527558478e-04
5.317999999999999567e-05,4.929200000000000172e-06,4.988699999999999857e-05,7.292354342000000997e+02,3.282399999999999988e-03,5.885100000000000620e+01,1.769992125984251857e-03
5.614000000000000121e-05,-8.038400000000000829e-06,6.595800000000000783e-05,7.297075331000000915e+02,8.854100000000000165e-03,5.888800000000000523e+01,2.913244094488189138e-03
5.906000000000000036e-05,3.076700000000000121e-06,7.399300000000000798e-05,7.266950924999999870e+02,8.114599999999999591e-03,5.864500000000000313e+01,2.791980314960629955e-03
6.197999999999999950e-05,1.493299999999999916e-05,9.006299999999999473e-05,7.296400903999999628e+02,8.043999999999999068e-03,5.888199999999999790e+01,2.957874015748031445e-03
6.490000000000000543e-05,6.411299999999999924e-06,8.604499999999999356e-05,7.375308863000000201e+02,1.101599999999999975e-02,5.952000000000000313e+01,3.135185039370078780e-03
6.781999999999998425e-05,6.040800000000000676e-06,1.101499999999999940e-04,7.447022934000000305e+02,1.266600000000000018e-02,6.009799999999999898e+01,4.098787401574802494e-03
7.073999999999999017e-05,1.530299999999999900e-05,1.302399999999999999e-04,7.486589318000000048e+02,1.420699999999999914e-02,6.041799999999999926e+01,4.525078740157480531e-03
7.365999999999999609e-05,7.893300000000001151e-06,1.061300000000000020e-04,7.540993096000000833e+02,1.673000000000000181e-02,6.085600000000000165e+01,3.867586614173228014e-03
7.657999999999998847e-05,1.122799999999999990e-05,1.543399999999999894e-04,7.659467439000000013e+02,2.065600000000000075e-02,6.181199999999999761e+01,5.634330708661416769e-03
7.949999999999999439e-05,9.375299999999999837e-06,1.945200000000000011e-04,7.835268077000000631e+02,2.470999999999999933e-02,6.323199999999999932e+01,7.289161417322834874e-03
8.242000000000000031e-05,8.634299999999999647e-06,2.387099999999999964e-04,8.033099997000000485e+02,2.905400000000000343e-02,6.482899999999999352e+01,9.058098425196850489e-03
8.534000000000000624e-05,8.634299999999999647e-06,2.869200000000000244e-04,8.209125444000000016e+02,3.337400000000000089e-02,6.624800000000000466e+01,1.095612992125984467e-02
8.825999999999999861e-05,1.159799999999999975e-05,3.110300000000000087e-04,8.359747473999999556e+02,3.918999999999999567e-02,6.746500000000000341e+01,1.178866141732283664e-02
