{'temperature':534.67, 'engineering_strain_rate':0.0001 }
time, displacement, load, engineering_strain, engineering_stress
2.500020000000040454e+01,9.185675000000000784e-06,4.404699999999999704e+01,3.674270000000000314e-05,3.543767091059174756e+00
2.760059999999975844e+01,9.339925000000000196e-06,5.062460000000000093e+01,3.735970000000000079e-05,4.072962777897116915e+00
3.000029999999969732e+01,7.713999999999999327e-06,5.654440000000000310e+01,3.085599999999999731e-05,4.549235677882407458e+00
3.260080000000016298e+01,3.085225000000000179e-06,6.312189999999999657e+01,1.234090000000000072e-05,5.078423319298207339e+00
3.500040000000080909e+01,1.317820000000000031e-05,6.937059999999999604e+01,5.271280000000000122e-05,5.581157612709823468e+00
4.000050000000010186e+01,2.221837499999999884e-05,8.170359999999999445e+01,8.887349999999999536e-05,6.573399525530964738e+00
4.260059999999975844e+01,2.962824999999999877e-05,8.910330000000000439e+01,1.185129999999999951e-04,7.168736627801507666e+00
4.500009999999929278e+01,2.777025000000000064e-05,9.633870000000000289e+01,1.110810000000000025e-04,7.750855101492100552e+00
4.760070000000087020e+01,2.813699999999999844e-05,1.043961999999999932e+02,1.125479999999999938e-04,8.399114990615293763e+00
5.000040000000080909e+01,3.341374999999999836e-05,1.108092999999999932e+02,1.336549999999999934e-04,8.915075958029001768e+00
5.500029999999969732e+01,3.606500000000000114e-05,1.262665999999999968e+02,1.442600000000000045e-04,1.015868099484487885e+01
5.760050000000046566e+01,5.458500000000000000e-05,1.346529999999999916e+02,2.183400000000000000e-04,1.083340227739439854e+01
6.000050000000010186e+01,4.628124999999999671e-05,1.422171999999999912e+02,1.851249999999999868e-04,1.144197409908917429e+01
1.100002999999996973e+02,2.146620000000000125e-04,3.224426000000000272e+02,8.586480000000000501e-04,2.594186833690278959e+01
1.600000000000000000e+02,9.119174999999999981e-04,4.618872000000000071e+02,3.647669999999999992e-03,3.716077506167201250e+01
2.600002000000004045e+02,4.231974999999999799e-03,5.523288999999999760e+02,1.692789999999999920e-02,4.443719161942729556e+01
3.100005000000001019e+02,6.115825000000000081e-03,5.776526000000000067e+02,2.446330000000000032e-02,4.647459018650008744e+01
3.600004000000008091e+02,7.965075000000000280e-03,6.006740999999999531e+02,3.186030000000000112e-02,4.832676704501073317e+01
4.100007000000005064e+02,9.814474999999999588e-03,6.217223999999999933e+02,3.925789999999999835e-02,5.002019163380771971e+01
4.600004000000008091e+02,1.168397499999999922e-02,6.416195000000000164e+02,4.673589999999999689e-02,5.162099732290150200e+01
5.600002000000004045e+02,1.534782500000000070e-02,6.774673999999999978e+02,6.139130000000000281e-02,5.450511220708385451e+01
6.100000999999992928e+02,1.721514999999999851e-02,6.950624000000000251e+02,6.886059999999999404e-02,5.592070423303763249e+01
6.600004000000008091e+02,1.908050000000000024e-02,7.106842000000000326e+02,7.632200000000000095e-02,5.717754398927775128e+01
7.100000999999992928e+02,2.095210000000000128e-02,7.264704000000000406e+02,8.380840000000000511e-02,5.844761041951995395e+01
7.600002000000004045e+02,2.280387500000000123e-02,7.401189000000000533e+02,9.121550000000000491e-02,5.954568986062425040e+01
8.600000999999992928e+02,2.652850000000000000e-02,7.670869999999999891e+02,1.061140000000000000e-01,6.171538734940652660e+01
9.100007000000005064e+02,2.838225000000000123e-02,7.800777000000000498e+02,1.135290000000000049e-01,6.276054400365817543e+01
9.600007999999997992e+02,3.026875000000000052e-02,7.919172999999999547e+02,1.210750000000000021e-01,6.371308980362875474e+01
1.010000799999999799e+03,3.214650000000000146e-02,8.029347999999999956e+02,1.285860000000000058e-01,6.459949418816674438e+01
1.060001000000000204e+03,3.401599999999999763e-02,8.141167000000000371e+02,1.360639999999999905e-01,6.549912524670682501e+01
1.160000700000000506e+03,3.778775000000000189e-02,8.351649999999999636e+02,1.511510000000000076e-01,6.719254983550379734e+01
1.210000500000000102e+03,3.967799999999999799e-02,8.442092000000000098e+02,1.587119999999999920e-01,6.792019390490597175e+01
1.260000700000000506e+03,4.154750000000000110e-02,8.539111000000000331e+02,1.661900000000000044e-01,6.870075271573864484e+01
1.310000599999999395e+03,4.346099999999999963e-02,8.626263999999999896e+02,1.738439999999999985e-01,6.940193539171448833e+01
1.360000299999999697e+03,4.535899999999999654e-02,8.719995000000000118e+02,1.814359999999999862e-01,7.015604085454299366e+01
1.460000700000000506e+03,4.916949999999999793e-02,8.886078999999999724e+02,1.966779999999999917e-01,7.149225674563992072e+01
1.510000400000000809e+03,5.109400000000000053e-02,8.969942999999999529e+02,2.043760000000000021e-01,7.216697802818944751e+01
1.560000599999999395e+03,5.301625000000000087e-02,9.034075000000000273e+02,2.120650000000000035e-01,7.268294704102531512e+01
1.609999799999999595e+03,5.490949999999999998e-02,9.114650000000000318e+02,2.196379999999999999e-01,7.333120693014849678e+01
1.660000700000000506e+03,5.682849999999999707e-02,9.183714999999999691e+02,2.273139999999999883e-01,7.388686401041276497e+01
