{'temperature':534.67, 'engineering_strain_rate':0.01 }
time, displacement, load, engineering_strain, engineering_stress
1.009979999999995925e+01,3.612900000000000171e-06,8.199299999999999145e+00,1.445160000000000068e-05,6.628258598528289358e-01
1.018310000000019500e+01,1.619439999999999948e-06,8.034800000000000608e+00,6.477759999999999793e-06,6.495277912438269796e-01
1.039979999999923166e+01,1.490257499999999936e-06,8.363699999999999690e+00,5.961029999999999744e-06,6.761158445295459840e-01
1.053299999999944703e+01,6.568350000000000394e-06,7.706000000000000405e+00,2.627340000000000158e-05,6.229478218903931053e-01
1.076640000000043074e+01,1.211102499999999980e-05,8.363699999999999690e+00,4.844409999999999922e-05,6.761158445295459840e-01
1.084970000000066648e+01,2.838500000000000013e-05,8.692600000000000549e+00,1.135400000000000005e-04,7.027038978152648774e-01
1.093310000000019500e+01,3.176775000000000090e-05,2.069660000000000011e+01,1.270710000000000036e-04,1.673099129319583378e+00
1.101649999999972351e+01,1.269705000000000069e-05,3.862049999999999983e+01,5.078820000000000274e-05,3.122055068169987901e+00
1.109989999999925203e+01,3.059649999999999751e-05,5.901100000000000279e+01,1.223859999999999900e-04,4.770409280764857485e+00
1.118310000000019500e+01,5.439424999999999848e-05,8.203249999999999886e+01,2.175769999999999939e-04,6.631451751780907067e+00
1.126670000000012806e+01,8.158574999999999725e-05,1.058760999999999939e+02,3.263429999999999890e-04,8.558952230112828019e+00
1.134970000000066648e+01,1.097999999999999991e-04,1.328442000000000007e+02,4.391999999999999962e-04,1.073903517269293495e+01
1.143310000000019500e+01,1.338722499999999988e-04,1.616210000000000093e+02,5.354889999999999954e-04,1.306533219851378469e+01
1.151640000000043074e+01,1.603270000000000118e-04,1.912201000000000022e+02,6.413080000000000473e-04,1.545810339951507295e+01
1.159979999999995925e+01,1.951942499999999921e-04,2.213125000000000000e+02,7.807769999999999684e-04,1.789075263847880137e+01
1.168310000000019500e+01,2.171645000000000042e-04,2.532136999999999887e+02,8.686580000000000169e-04,2.046962404461554996e+01
1.176640000000043074e+01,2.354602500000000027e-04,2.839637999999999920e+02,9.418410000000000106e-04,2.295544130621842882e+01
1.184970000000066648e+01,2.759025000000000236e-04,3.150428999999999746e+02,1.103610000000000094e-03,2.546785470503931137e+01
1.193310000000019500e+01,3.336824999999999752e-04,3.441485999999999876e+02,1.334729999999999901e-03,2.782073978414587856e+01
1.201640000000043074e+01,4.200450000000000212e-04,3.717744000000000142e+02,1.680180000000000085e-03,3.005399074936514126e+01
1.209979999999995925e+01,5.380324999999999821e-04,3.949603999999999928e+02,2.152129999999999928e-03,3.192833128899019002e+01
1.218310000000019500e+01,6.959800000000000144e-04,4.161730000000000018e+02,2.783920000000000058e-03,3.364314350890093408e+01
1.226629999999931897e+01,8.789724999999999535e-04,4.329458999999999946e+02,3.515889999999999814e-03,3.499905338714974334e+01
1.234959999999955471e+01,1.083122499999999901e-03,4.480742999999999938e+02,4.332489999999999605e-03,3.622202299896996891e+01
1.251640000000043074e+01,1.574472500000000108e-03,4.712601999999999975e+02,6.297890000000000432e-03,3.809635545466273499e+01
1.259979999999995925e+01,1.824199999999999997e-03,4.811265999999999963e+02,7.296799999999999987e-03,3.889394854964059078e+01
1.268310000000019500e+01,2.100897500000000178e-03,4.896775000000000091e+02,8.403590000000000712e-03,3.958519751540786302e+01
1.276629999999931897e+01,2.400822500000000109e-03,4.980638999999999896e+02,9.603290000000000437e-03,4.026314841256612453e+01
1.284970000000066648e+01,2.667049999999999803e-03,5.051347999999999843e+02,1.066819999999999921e-02,4.083475518051380249e+01
1.293300000000090222e+01,2.978825000000000049e-03,5.105613000000000170e+02,1.191530000000000020e-02,4.127342976596516166e+01
1.301640000000043074e+01,3.260175000000000139e-03,5.164810999999999694e+02,1.304070000000000056e-02,4.175198238937896633e+01
