{'temperature':534.67, 'engineering_strain_rate':0.0001 }
time, displacement, load, engineering_strain, engineering_stress
1.399990000000070722e+01,4.663875000000000303e-06,2.168329999999999913e+01,1.865550000000000121e-05,1.752863289176740169e+00
1.949979999999959546e+01,2.072875000000000038e-06,2.069660000000000011e+01,8.291500000000000150e-06,1.673099129319583378e+00
2.649990000000070722e+01,8.476724999999999720e-06,3.039859999999999829e+01,3.390689999999999888e-05,2.457402239620724682e+00
2.999979999999959546e+01,8.812799999999999716e-06,3.927830000000000155e+01,3.525119999999999887e-05,3.175231174741425910e+00
3.299990000000070722e+01,8.830900000000000441e-06,4.651359999999999673e+01,3.532360000000000176e-05,3.760127927365816802e+00
3.599990000000070722e+01,2.823149999999999897e-05,5.407780000000000342e+01,1.129259999999999959e-04,4.371612733275927809e+00
3.909979999999995925e+01,4.759699999999999847e-05,6.312189999999999657e+01,1.903879999999999939e-04,5.102731653073345974e+00
4.199990000000070722e+01,3.888175000000000089e-05,7.085060000000000002e+01,1.555270000000000036e-04,5.727514527592458826e+00
4.499979999999959546e+01,2.987050000000000141e-05,7.907250000000000512e+01,1.194820000000000056e-04,6.392167356141722045e+00
4.799970000000030268e+01,5.152250000000000010e-05,8.745889999999999986e+01,2.060900000000000004e-04,7.070118253299987110e+00
5.099970000000030268e+01,4.474725000000000089e-05,9.600979999999999848e+01,1.789890000000000036e-04,7.761367219067254020e+00
5.399979999999959546e+01,5.917025000000000154e-05,1.052184000000000026e+02,2.366810000000000062e-04,8.505784207473674030e+00
5.699979999999959546e+01,5.101499999999999861e-05,1.157425000000000068e+02,2.040599999999999944e-04,9.356545325090687371e+00
5.999979999999959546e+01,6.838175000000000644e-05,1.249510999999999967e+02,2.735270000000000258e-04,1.010096231349710649e+01
6.299979999999959546e+01,8.192600000000000132e-05,1.354752000000000010e+02,3.277040000000000053e-04,1.095172343111411628e+01
6.599970000000030268e+01,8.380075000000000230e-05,1.455060000000000002e+02,3.352030000000000092e-04,1.176260651076869124e+01
6.899970000000030268e+01,9.360275000000000095e-05,1.555367999999999995e+02,3.744110000000000038e-04,1.257348959042326797e+01
1.000995999999995547e+02,2.055159999999999886e-04,2.678487999999999829e+02,8.220639999999999545e-04,2.165271561847333714e+01
1.600994000000009692e+02,8.478875000000000300e-04,4.628738000000000170e+02,3.391550000000000120e-03,3.741840455750447347e+01
2.800991000000012718e+02,4.606174999999999679e-03,5.834080000000000155e+02,1.842469999999999872e-02,4.716230766590065571e+01
3.400990000000001601e+02,6.787775000000000232e-03,6.116915000000000191e+02,2.715110000000000093e-02,4.944872665375906706e+01
4.000987000000004628e+02,8.995500000000000024e-03,6.337264000000000124e+02,3.598200000000000010e-02,5.123001304885024609e+01
4.600985000000000582e+02,1.120262500000000078e-02,6.549391000000000531e+02,4.481050000000000311e-02,5.294483335269327995e+01
5.200985000000000582e+02,1.341159999999999922e-02,6.741785999999999603e+02,5.364639999999999687e-02,5.450014150468655316e+01
5.800982000000003609e+02,1.563377499999999906e-02,6.929247000000000298e+02,6.253509999999999625e-02,5.601556353478511596e+01
6.400979999999999563e+02,1.782387499999999944e-02,7.092042000000000144e+02,7.129549999999999776e-02,5.733158729113920771e+01
7.000977999999995518e+02,2.000492499999999979e-02,7.256481999999999744e+02,8.001969999999999916e-02,5.866090911610230307e+01
7.600976000000009662e+02,2.218869999999999870e-02,7.411055000000000064e+02,8.875479999999999481e-02,5.991046678120824964e+01
8.200974999999998545e+02,2.436469999999999955e-02,7.544251000000000431e+02,9.745879999999999821e-02,6.098721422585544616e+01
8.800973000000012689e+02,2.656125000000000153e-02,7.687314000000000078e+02,1.062450000000000061e-01,6.214372583035979147e+01
9.400971000000008644e+02,2.876949999999999993e-02,7.817220999999999549e+02,1.150779999999999997e-01,6.319388522172125988e+01
1.000096900000000460e+03,3.099025000000000044e-02,7.943839000000000397e+02,1.239610000000000017e-01,6.421745655979701439e+01
1.060096700000000055e+03,3.321425000000000072e-02,8.052369999999999663e+02,1.328570000000000029e-01,6.509481381463203320e+01
1.120096499999999651e+03,3.543924999999999853e-02,8.167477000000000089e+02,1.417569999999999941e-01,6.602533100817392153e+01
1.180096400000000358e+03,3.767849999999999672e-02,8.269429999999999836e+02,1.507139999999999869e-01,6.684951215643749833e+01
1.240096199999999953e+03,3.989974999999999772e-02,8.377960000000000491e+02,1.595989999999999909e-01,6.772686132734023090e+01
1.300095999999999549e+03,4.214099999999999790e-02,8.476624000000000478e+02,1.685639999999999916e-01,6.852445442231808670e+01
1.360095800000000963e+03,4.439400000000000290e-02,8.568709999999999809e+02,1.775760000000000116e-01,6.926887141072450049e+01
1.480095600000000559e+03,4.888150000000000134e-02,8.749593999999999596e+02,1.955260000000000054e-01,7.073112541818390753e+01
1.540095400000000154e+03,5.116174999999999889e-02,8.835103000000000293e+02,2.046469999999999956e-01,7.142237438395117977e+01
1.600095199999999750e+03,5.341724999999999945e-02,8.918967000000000098e+02,2.136689999999999978e-01,7.210032528110944838e+01
1.660095000000001164e+03,5.568499999999999839e-02,8.992965000000000373e+02,2.227399999999999936e-01,7.269852010234284023e+01
