#time, displacement
9.999999999999999547e-08,1.399810090489595838e-07
9.499999999999998829e-06,1.342714554933660126e-05
1.711999999999999872e-05,2.471948302319940528e-05
2.565999999999999827e-05,3.846045637408183014e-05
3.270000000000000201e-05,5.103319727156811043e-05
4.193999999999999486e-05,6.980439214522275878e-05
5.238000000000000333e-05,9.496728167689413099e-05
6.087999999999999987e-05,1.218572883595515102e-04
6.763999999999999613e-05,1.527162426928301941e-04
7.401999999999999942e-05,1.936043615018653331e-04
7.981999999999999133e-05,2.436865328942095107e-04
8.526000000000000701e-05,3.042494697734611053e-04
9.057999999999998995e-05,3.783225710958662905e-04
9.579999999999999757e-05,4.672425751066820948e-04
1.010199999999999916e-04,5.741712992612118963e-04
1.062399999999999857e-04,7.008121248350267403e-04
1.114599999999999933e-04,8.484012030772577389e-04
1.166800000000000009e-04,1.018110955265414969e-03
1.218999999999999950e-04,1.211113802677008834e-03
1.271199999999999891e-04,1.428582166589550170e-03
1.323399999999999967e-04,1.671688468280550137e-03
1.375600000000000043e-04,1.941605129027519248e-03
1.427799999999999848e-04,2.239504570107966278e-03
1.479999999999999925e-04,2.566559212799404341e-03
1.532200000000000001e-04,2.923830885947110037e-03
1.584399999999999806e-04,3.310850891085808604e-03
1.636599999999999882e-04,3.726032812955116635e-03
1.688799999999999958e-04,4.167764771530722140e-03
1.740999999999999763e-04,4.634434886788307492e-03
1.793199999999999840e-04,5.124431278703566774e-03
1.845399999999999916e-04,5.636142067252186694e-03
1.897599999999999721e-04,6.167955372409853095e-03
1.949799999999999797e-04,6.718259314152257890e-03
2.054199999999999679e-04,7.867974154559644398e-03
2.106399999999999755e-04,8.464617127239835656e-03
2.158600000000000102e-04,9.074196314884560785e-03
2.210799999999999907e-04,9.695537096290712115e-03
2.262999999999999983e-04,1.032746485025519932e-02
2.315200000000000060e-04,1.096880495557491821e-02
2.367399999999999865e-04,1.161838279104676803e-02
2.419599999999999941e-04,1.227502373546765849e-02
2.471800000000000017e-04,1.293755316763448016e-02
2.524000000000000093e-04,1.360479393361590031e-02
2.576200000000000170e-04,1.427549980539314159e-02
2.628399999999999704e-04,1.494834887373439926e-02
2.680599999999999780e-04,1.562201537179680640e-02
2.732799999999999856e-04,1.629517353273746139e-02
2.784999999999999932e-04,1.696649758971346955e-02
2.837200000000000008e-04,1.763466177588195183e-02
2.889400000000000085e-04,1.829834032440001354e-02
2.941600000000000161e-04,1.895620746842476695e-02
2.993799999999999695e-04,1.960693744111330697e-02
3.046000000000000313e-04,2.024951607126472194e-02
3.098199999999999847e-04,2.088468024551329988e-02
3.150399999999999924e-04,2.151377807045691190e-02
3.202600000000000000e-04,2.213815828744040981e-02
3.254800000000000076e-04,2.275916963780866970e-02
3.306999999999999610e-04,2.337816086290654682e-02
3.359200000000000228e-04,2.399648070407892769e-02
3.411399999999999762e-04,2.461547790267065369e-02
3.463599999999999839e-04,2.523650120002661826e-02
3.515799999999999915e-04,2.586089260035011328e-02
3.567999999999999991e-04,2.648951264457444221e-02
3.620199999999999525e-04,2.712242744196934063e-02
3.672400000000000143e-04,2.775962880689146484e-02
3.776799999999999754e-04,2.904685849674390821e-02
3.828999999999999830e-04,2.969687045038751916e-02
3.881199999999999906e-04,3.035113622898491514e-02
3.933399999999999440e-04,3.100964764689272124e-02
3.985600000000000059e-04,3.167239651846760762e-02
4.037799999999999593e-04,3.233931299784610636e-02
4.089999999999999669e-04,3.300975804079535336e-02
4.142200000000000287e-04,3.368278514305835664e-02
4.194399999999999821e-04,3.435744479727036171e-02
4.246599999999999897e-04,3.503278749606663495e-02
4.298799999999999974e-04,3.570786373208243575e-02
4.351000000000000050e-04,3.638172399795304435e-02
4.403199999999999584e-04,3.705341878631371322e-02
4.455400000000000202e-04,3.772199858979972259e-02
4.507599999999999736e-04,3.838651478546640378e-02
4.559799999999999813e-04,3.904638116301087369e-02
4.611999999999999889e-04,3.970192996117723888e-02
4.664199999999999965e-04,4.035363672028263737e-02
4.716399999999999499e-04,4.100197698064421414e-02
4.768600000000000117e-04,4.164742628257912110e-02
4.820799999999999651e-04,4.229046016640448241e-02
4.872999999999999728e-04,4.293155417243745692e-02
4.925199999999999804e-04,4.357118384099518266e-02
4.977399999999999880e-04,4.420982471239480460e-02
5.029599999999999956e-04,4.484793810902663880e-02
5.081800000000000032e-04,4.548575243080896918e-02
5.133999999999999024e-04,4.612330585722504428e-02
5.186200000000000185e-04,4.676063100019567376e-02
5.238400000000000261e-04,4.739776047164161177e-02
5.290599999999999253e-04,4.803472688348362635e-02
5.342799999999999329e-04,4.867156284764254104e-02
5.394999999999999405e-04,4.930830097603911000e-02
5.447200000000000566e-04,4.994497388059412207e-02
5.499199999999999661e-04,5.057917495921533668e-02
5.499400000000000642e-04,5.058161417322835224e-02
