{'temperature':534.67, 'engineering_strain_rate':1800 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
5.440000000000000431e-06,-1.214700000000000076e-05,7.601800000000000215e-07,5.905058002999999722e+00,5.996600000000000151e-04,4.741699999999999804e-01,5.081566929133859078e-04
1.135999999999999966e-05,-6.013799999999999918e-06,2.737799999999999859e-06,1.668824649700000151e+01,5.617299999999999767e-04,1.340000000000000080e+00,3.445511811023621801e-04
1.911999999999999990e-05,1.653000000000000098e-06,2.737799999999999859e-06,4.761679429000000141e+01,1.467299999999999995e-05,3.823599999999999888e+00,4.270866141732282628e-05
2.531999999999999813e-05,-6.013799999999999918e-06,-5.172600000000000247e-06,9.618003446999999539e+01,4.302999999999999967e-04,7.723099999999999632e+00,3.311811023622045815e-05
3.113999999999999662e-05,3.186299999999999885e-06,1.460299999999999893e-05,1.752228788699999882e+02,6.347800000000000447e-04,1.407000000000000028e+01,4.494763779527558749e-04
3.657999999999999875e-05,-2.947099999999999702e-06,1.460299999999999893e-05,2.822701804000000152e+02,7.673499999999999766e-04,2.266600000000000037e+01,6.909488188976377820e-04
4.129999999999999421e-05,3.186299999999999885e-06,1.460299999999999893e-05,3.997104019999999878e+02,7.670700000000000131e-04,3.209599999999999653e+01,4.494763779527558749e-04
4.597999999999999684e-05,4.719699999999999891e-06,1.460299999999999893e-05,5.279414556000000402e+02,1.098900000000000094e-03,4.239399999999999835e+01,3.891062992125983943e-04
5.027999999999999972e-05,3.186299999999999885e-06,1.460299999999999893e-05,6.347257306000000199e+02,1.485299999999999945e-03,5.096800000000000352e+01,4.494763779527558749e-04
5.449999999999999658e-05,1.085299999999999926e-05,1.855800000000000087e-05,7.109135007000000996e+02,2.056099999999999942e-03,5.708500000000000085e+01,3.033464566929134319e-04
5.869999999999999703e-05,3.186299999999999885e-06,2.449099999999999980e-05,7.544814849000000549e+02,2.733999999999999885e-03,6.058299999999999841e+01,8.387677165354331206e-04
6.289999999999999747e-05,6.252999999999999254e-06,4.031199999999999622e-05,7.753887219000000641e+02,3.882599999999999940e-03,6.226200000000000045e+01,1.340905511811023342e-03
6.709999999999999114e-05,9.319699999999999895e-06,5.613299999999999941e-05,7.880005068000000392e+02,5.113399999999999716e-03,6.327600000000000335e+01,1.843043307086614322e-03
7.129999999999999836e-05,3.186299999999999885e-06,7.195300000000000719e-05,7.992409567999999354e+02,6.639499999999999569e-03,6.417799999999999727e+01,2.707350393700787543e-03
7.549999999999999203e-05,1.545299999999999926e-05,7.195300000000000719e-05,8.094922472000000653e+02,8.560899999999999760e-03,6.500100000000000477e+01,2.224409448818897954e-03
7.969999999999999925e-05,1.392000000000000056e-05,8.184100000000000467e-05,8.212947197000000870e+02,9.453599999999999504e-03,6.594800000000000750e+01,2.674055118110236270e-03
8.390000000000000647e-05,3.186299999999999885e-06,9.964000000000000146e-05,8.361545946000001095e+02,1.230100000000000117e-02,6.714300000000000068e+01,3.797389763779527878e-03
8.809999999999998659e-05,-1.368099999999999827e-05,1.134800000000000045e-04,8.522059572000000571e+02,1.618199999999999847e-02,6.843200000000000216e+01,5.006338582677165999e-03
9.229999999999999381e-05,1.238599999999999966e-05,1.411700000000000053e-04,8.666611758999999893e+02,1.657100000000000239e-02,6.959100000000000819e+01,5.070236220472441185e-03
9.650000000000000103e-05,-6.013799999999999918e-06,1.688600000000000062e-04,8.797225787999999511e+02,2.108400000000000205e-02,7.064000000000000057e+01,6.884795275590551225e-03
