#time, displacement
5.999999999999999464e-08,1.503534739684007695e-06
7.279999999999999755e-06,1.825402755917278754e-04
1.308000000000000013e-05,3.284166894734883335e-04
1.894000000000000162e-05,4.765774973493260578e-04
2.481999999999999953e-05,6.263768851647152826e-04
2.967999999999999705e-05,7.512974664701071699e-04
3.397999999999999654e-05,8.628301560283982950e-04
3.779999999999999723e-05,9.627511393718487772e-04
4.113999999999999575e-05,1.050523713570414384e-03
4.420000000000000372e-05,1.131026662359669753e-03
4.707999999999999647e-05,1.206677289944130737e-03
4.991999999999999639e-05,1.280991769625602168e-03
5.263999999999999745e-05,1.354093318166529371e-03
5.534000000000000209e-05,1.445725834120579817e-03
5.788000000000000149e-05,1.569852503868833862e-03
6.038000000000000127e-05,1.746885328228869319e-03
6.285999999999999108e-05,1.994330868829671290e-03
6.533999999999999444e-05,2.330773440056255717e-03
6.781999999999998425e-05,2.764709326279450249e-03
7.029999999999998761e-05,3.295655947090393723e-03
7.278000000000000452e-05,3.922735096384755323e-03
7.526000000000000788e-05,4.645068568058196429e-03
7.773999999999999769e-05,5.461778156006381023e-03
8.022000000000000105e-05,6.371985654124990434e-03
8.270000000000000441e-05,7.374812856309685173e-03
8.518000000000000777e-05,8.469381556456132693e-03
8.765999999999999758e-05,9.654813548459997841e-03
9.014000000000000094e-05,1.093023062621695587e-02
9.262000000000000430e-05,1.229475458362267425e-02
9.509999999999999411e-05,1.374750721457280653e-02
9.757999999999999747e-05,1.528761031296304272e-02
1.000600000000000008e-04,1.691418567268904161e-02
1.025400000000000042e-04,1.862593614266363704e-02
1.074999999999999974e-04,2.227893491159274944e-02
1.099800000000000007e-04,2.420299280824141086e-02
1.124599999999999905e-04,2.618060320241156341e-02
1.149399999999999939e-04,2.820315121115229973e-02
1.174199999999999972e-04,3.026202195151268121e-02
1.199000000000000006e-04,3.234860054054177619e-02
1.223799999999999769e-04,3.445427209528864609e-02
1.248599999999999938e-04,3.657042173280240088e-02
1.273400000000000107e-04,3.868848953702817839e-02
1.298200000000000005e-04,4.080230949223335318e-02
1.323000000000000174e-04,4.290898281331183978e-02
1.347800000000000072e-04,4.500584566181888013e-02
1.372599999999999970e-04,4.709023419930974397e-02
1.397400000000000139e-04,4.915948458733973570e-02
1.422200000000000037e-04,5.121093298746405564e-02
1.446999999999999936e-04,5.324191556123801516e-02
1.471800000000000105e-04,5.524998248719891619e-02
1.496600000000000003e-04,5.723719535818904552e-02
1.521399999999999901e-04,5.920991002564145872e-02
1.546200000000000070e-04,6.117465289369225512e-02
1.570999999999999968e-04,6.313795036647749936e-02
1.595800000000000137e-04,6.510632884813331855e-02
1.620600000000000035e-04,6.708631474279576345e-02
1.645399999999999933e-04,6.908443445460095422e-02
1.670200000000000103e-04,7.110721438768499714e-02
1.695000000000000001e-04,7.316010692578249486e-02
1.719799999999999899e-04,7.524262427414868393e-02
1.744600000000000068e-04,7.735223639050282929e-02
1.769399999999999966e-04,7.948641136749129421e-02
1.794199999999999864e-04,8.164261729776059462e-02
1.819000000000000033e-04,8.381832227395721868e-02
1.843799999999999931e-04,8.601099438872757130e-02
1.893399999999999998e-04,9.043711240457535938e-02
1.918199999999999896e-04,9.266549449094570179e-02
1.943000000000000066e-04,9.490071608647568380e-02
1.967799999999999964e-04,9.714025297659904801e-02
1.992599999999999862e-04,9.938243146990055621e-02
2.017400000000000031e-04,1.016271881962974993e-01
2.042199999999999929e-04,1.038746391353074228e-01
2.066999999999999827e-04,1.061249002664479968e-01
2.091799999999999996e-04,1.083780875692368917e-01
2.116599999999999894e-04,1.106343170231917084e-01
2.141399999999999792e-04,1.128937046078300616e-01
2.166199999999999961e-04,1.151563663026696493e-01
2.190999999999999860e-04,1.174224180872280587e-01
2.215800000000000029e-04,1.196919759410229461e-01
2.240399999999999759e-04,1.219468029527649572e-01
2.265199999999999928e-04,1.242235421154731650e-01
2.289999999999999826e-04,1.265037300781343410e-01
2.314799999999999725e-04,1.287872155490923376e-01
2.339599999999999894e-04,1.310738472366911322e-01
2.364399999999999792e-04,1.333634738492744387e-01
2.389199999999999690e-04,1.356559440951861650e-01
2.413999999999999859e-04,1.379511066827702193e-01
2.438799999999999757e-04,1.402488103203704262e-01
2.463599999999999926e-04,1.425489037163306105e-01
2.488400000000000095e-04,1.448512342901897842e-01
2.513199999999999722e-04,1.471556205130087891e-01
2.537999999999999892e-04,1.494618522877741440e-01
2.562799999999999519e-04,1.517697183047522769e-01
2.587599999999999688e-04,1.540790072542098377e-01
2.612399999999999857e-04,1.563895078264132821e-01
2.637200000000000026e-04,1.587010087116291768e-01
2.661999999999999653e-04,1.610132986001240052e-01
2.686799999999999822e-04,1.633261661821644173e-01
2.711599999999999991e-04,1.656394001480169242e-01
2.729800000000000325e-04,1.673371259842520165e-01
