{'temperature':534.67, 'engineering_strain_rate':0.0001 }
time, displacement, load, engineering_strain, engineering_stress
6.820730000000003201e+01,6.230975000000000088e-05,1.681159000000000106e+02,2.492390000000000035e-04,1.363379521892818147e+01
7.122730000000046857e+01,6.550850000000000477e-05,1.855464000000000055e+02,2.620340000000000191e-04,1.504736685351793746e+01
7.420720000000073924e+01,7.630025000000000186e-05,1.847241999999999962e+02,3.052010000000000074e-04,1.498068841067580870e+01
7.720760000000063883e+01,9.123075000000000401e-05,1.982081000000000017e+02,3.649230000000000160e-04,1.607420027571954080e+01
8.020730000000003201e+01,9.434624999999999815e-05,2.115276000000000067e+02,3.773849999999999926e-04,1.715437969609866187e+01
8.322780000000057044e+01,1.185249999999999943e-04,2.135009000000000015e+02,4.740999999999999772e-04,1.731440958087166848e+01
8.620720000000073924e+01,1.088074999999999980e-04,2.309313999999999965e+02,4.352299999999999919e-04,1.872798121546142625e+01
9.222700000000077125e+01,1.230632500000000012e-04,2.651345999999999776e+02,4.922530000000000048e-04,2.150177848646341872e+01
9.522700000000077125e+01,1.524469999999999992e-04,2.736854000000000156e+02,6.097879999999999967e-04,2.219522780421392127e+01
9.820760000000063883e+01,1.487387499999999962e-04,2.898004000000000246e+02,5.949549999999999847e-04,2.350211555220817772e+01
1.012268000000003667e+02,1.879314999999999946e-04,2.952269000000000005e+02,7.517259999999999784e-04,2.394219165301430863e+01
1.042074000000002343e+02,1.867500000000000128e-04,3.034488000000000056e+02,7.470000000000000511e-04,2.460896797167605143e+01
1.072071000000005370e+02,2.079532500000000101e-04,3.198926999999999907e+02,8.318130000000000402e-04,2.594252871875906408e+01
1.102272000000002663e+02,2.434399999999999867e-04,3.300878999999999905e+02,9.737599999999999468e-04,2.676933492219381350e+01
1.162073000000000320e+02,2.856525000000000166e-04,3.501494000000000142e+02,1.142610000000000067e-03,2.839627432997456680e+01
1.192271000000000640e+02,3.211075000000000084e-04,3.624823000000000093e+02,1.284430000000000033e-03,2.939644286284694630e+01
1.222074000000002343e+02,3.537799999999999907e-04,3.669221999999999753e+02,1.415119999999999963e-03,2.975650807614633564e+01
1.252272000000002663e+02,4.102150000000000154e-04,3.882991999999999848e+02,1.640860000000000062e-03,3.149013137052258315e+01
1.567276000000001659e+02,1.076565000000000031e-03,4.583500999999999976e+02,4.306260000000000122e-03,3.717109090797035265e+01
2.167282000000004700e+02,3.046024999999999948e-03,5.216590999999999667e+02,1.218409999999999979e-02,4.230529856777602049e+01
2.767270000000007713e+02,5.270000000000000379e-03,5.607954999999999472e+02,2.108000000000000151e-02,4.547916649583078197e+01
3.967274000000006708e+02,9.849025000000000835e-03,6.097983000000000402e+02,3.939610000000000334e-02,4.945317573799106725e+01
4.567274999999999636e+02,1.211185000000000039e-02,6.245978000000000065e+02,4.844740000000000157e-02,5.065337959938982948e+01
5.167274000000006708e+02,1.436912499999999995e-02,6.458103999999999587e+02,5.747649999999999981e-02,5.237367044910146063e+01
5.767278000000005704e+02,1.663999999999999854e-02,6.698184999999999718e+02,6.655999999999999417e-02,5.432066962642822716e+01
6.367274999999999636e+02,1.889170000000000085e-02,6.887290000000000418e+02,7.556680000000000341e-02,5.585426570203762964e+01
6.967274000000006708e+02,2.114777500000000060e-02,7.087904999999999518e+02,8.459110000000000240e-02,5.748120510981837583e+01
7.567271000000000640e+02,2.339834999999999832e-02,7.214523000000000366e+02,9.359339999999999327e-02,5.850804664177950798e+01
8.767269000000005690e+02,2.795999999999999874e-02,7.423360999999999876e+02,1.118399999999999950e-01,6.020167260216192062e+01
9.367279000000007727e+02,3.022874999999999868e-02,7.673307999999999538e+02,1.209149999999999947e-01,6.222868266699542517e+01
9.967272000000002663e+02,3.251350000000000073e-02,7.714417999999999438e+02,1.300540000000000029e-01,6.256207488120605831e+01
1.056727499999999964e+03,3.481599999999999973e-02,7.768682999999999765e+02,1.392639999999999989e-01,6.300215098201219632e+01
1.116727200000000266e+03,3.709199999999999997e-02,8.036717999999999620e+02,1.483679999999999999e-01,6.517585037719457830e+01
1.176727499999999964e+03,3.936074999999999990e-02,8.105783000000000129e+02,1.574429999999999996e-01,6.573595091902035392e+01
1.236727000000000771e+03,4.164550000000000196e-02,8.232400999999999840e+02,1.665820000000000078e-01,6.676279245098147896e+01
1.356727499999999964e+03,4.622124999999999845e-02,8.431372000000000071e+02,1.848849999999999938e-01,6.837639941409761946e+01
1.416726900000000569e+03,4.851975000000000038e-02,8.556345999999999776e+02,1.940790000000000015e-01,6.938990850139413169e+01
1.476727700000000368e+03,5.081324999999999731e-02,8.612255000000000109e+02,2.032529999999999892e-01,6.984331704686488251e+01
1.536727499999999964e+03,5.313249999999999917e-02,8.752028999999999996e+02,2.125299999999999967e-01,7.097685057518104657e+01
1.596727700000000368e+03,5.544174999999999798e-02,8.729007000000000289e+02,2.217669999999999919e-01,7.079014769131927665e+01
1.656727800000000570e+03,5.774724999999999997e-02,8.877001999999999953e+02,2.309889999999999999e-01,7.199035155271803887e+01
1.716727499999999964e+03,6.005175000000000096e-02,8.839180999999999813e+02,2.402070000000000038e-01,7.168363233759615127e+01
1.836727800000000570e+03,6.471150000000000513e-02,9.095706000000000131e+02,2.588460000000000205e-01,7.376398840060717532e+01
1.896727300000000469e+03,6.705324999999999480e-02,9.098994999999999891e+02,2.682129999999999792e-01,7.379066139969593507e+01
1.956727600000000166e+03,6.937124999999999542e-02,9.230547000000000253e+02,2.774849999999999817e-01,7.485751648516998102e+01
2.016727700000000368e+03,7.175075000000000203e-02,9.210814000000000306e+02,2.870030000000000081e-01,7.469748660039697086e+01
2.076727700000000368e+03,7.410624999999999851e-02,9.375253000000000156e+02,2.964249999999999940e-01,7.603104734747998350e+01
2.136727800000000570e+03,7.646124999999999450e-02,9.385118999999999687e+02,3.058449999999999780e-01,7.611105823498671441e+01
2.196727499999999964e+03,7.881699999999999817e-02,9.521603999999999814e+02,3.152679999999999927e-01,7.721791876421411871e+01
2.316727300000000469e+03,8.359700000000000464e-02,9.554492000000000189e+02,3.343880000000000186e-01,7.748463253558261954e+01
2.376727300000000469e+03,8.599600000000000299e-02,9.567646999999999480e+02,3.439840000000000120e-01,7.759131642217812441e+01
2.436727499999999964e+03,8.838474999999999804e-02,9.669598999999999478e+02,3.535389999999999922e-01,7.841812262561286673e+01
2.496727300000000469e+03,9.078274999999999539e-02,9.725508999999999560e+02,3.631309999999999816e-01,7.887153928084315169e+01
2.556727300000000469e+03,9.320849999999999969e-02,9.791284000000000560e+02,3.728339999999999987e-01,7.940495871382066184e+01
2.616727400000000671e+03,9.560799999999999854e-02,9.769906999999999471e+02,3.824319999999999942e-01,7.923159638438301045e+01
2.676727400000000671e+03,9.806425000000000558e-02,9.883369999999999891e+02,3.922570000000000223e-01,8.015175402974865904e+01
2.796727299999999559e+03,1.030137500000000012e-01,9.926123999999999796e+02,4.120550000000000046e-01,8.049847868862390499e+01
2.856727299999999559e+03,1.054332500000000061e-01,9.944212999999999738e+02,4.217330000000000245e-01,8.064517612873230235e+01
2.916727299999999559e+03,1.079697500000000032e-01,1.002807699999999954e+03,4.318790000000000129e-01,8.132529300181818144e+01
2.976727200000000266e+03,1.104829999999999979e-01,1.009714100000000030e+03,4.419319999999999915e-01,8.188538543388443713e+01
3.036727400000000671e+03,1.129769999999999941e-01,1.002643199999999979e+03,4.519079999999999764e-01,8.131195244739403449e+01
3.096727700000000368e+03,1.154830000000000023e-01,1.000998799999999960e+03,4.619320000000000093e-01,8.117859556170979829e+01
3.156727400000000671e+03,1.180265000000000064e-01,1.009056400000000053e+03,4.721060000000000256e-01,8.183204754546645177e+01
3.276727100000000974e+03,1.231447499999999973e-01,1.009878600000000006e+03,4.925789999999999891e-01,8.189872598830858408e+01
3.336727600000001075e+03,1.257072499999999926e-01,1.011851800000000026e+03,5.028289999999999704e-01,8.205874776332206011e+01
3.396727400000000671e+03,1.283112499999999878e-01,1.015633900000000040e+03,5.132449999999999513e-01,8.236546697844393350e+01
3.456727499999999964e+03,1.309005000000000030e-01,1.027309099999999944e+03,5.236020000000000119e-01,8.331229762289831342e+01
3.516727700000000368e+03,1.335195000000000132e-01,1.022540399999999977e+03,5.340780000000000527e-01,8.292556752026970912e+01
3.576727299999999559e+03,1.361704999999999999e-01,1.022704799999999977e+03,5.446819999999999995e-01,8.293889996493432193e+01
3.636728200000000470e+03,1.388244999999999896e-01,1.017936100000000010e+03,5.552979999999999583e-01,8.255216986230570342e+01
3.756727200000000266e+03,1.441932499999999950e-01,1.024349200000000110e+03,5.767729999999999801e-01,8.307225685061857234e+01
3.816726999999999862e+03,1.469027499999999986e-01,1.026158100000000104e+03,5.876109999999999944e-01,8.321895429072698391e+01
3.876727700000000368e+03,1.496662500000000007e-01,1.025335900000000038e+03,5.986650000000000027e-01,8.315227584788485160e+01
3.926727600000001075e+03,1.519294999999999951e-01,1.025007000000000062e+03,6.077179999999999804e-01,8.312560284879609185e+01
3.986727499999999964e+03,1.547007499999999980e-01,1.038655400000000100e+03,6.188029999999999919e-01,8.423245526826397622e+01
4.046727499999999964e+03,1.575082499999999885e-01,1.031420100000000048e+03,6.300329999999999542e-01,8.364568983710896077e+01
4.106727200000000266e+03,1.603307499999999941e-01,1.024678100000000086e+03,6.413229999999999764e-01,8.309892984970733210e+01
4.226727299999999559e+03,1.660010000000000097e-01,1.030104599999999891e+03,6.640040000000000386e-01,8.353900595051345590e+01
4.286727799999999661e+03,1.688747499999999901e-01,1.028789099999999962e+03,6.754989999999999606e-01,8.343232206391796524e+01
4.346727100000000974e+03,1.717480000000000118e-01,1.029282400000000052e+03,6.869920000000000471e-01,8.347232750767135201e+01
4.406727400000000671e+03,1.746830000000000049e-01,1.026651399999999967e+03,6.987320000000000197e-01,8.325895973448032805e+01
4.466726900000000569e+03,1.776102499999999973e-01,1.018429399999999987e+03,7.104409999999999892e-01,8.259217530605907598e+01
4.526727100000000974e+03,1.805672500000000125e-01,1.010865199999999959e+03,7.222690000000000499e-01,8.197873687581531499e+01
4.586727299999999559e+03,1.835565000000000113e-01,1.016127299999999991e+03,7.342260000000000453e-01,8.240548053195682598e+01
4.646727600000001075e+03,1.865492499999999998e-01,1.013331800000000044e+03,7.461969999999999992e-01,8.217877220434169772e+01
