#time, displacement
5.999999999999999464e-08,3.746153754838652804e-06
8.259999999999998843e-06,4.889371309753698163e-04
1.550000000000000068e-05,7.907713419181632789e-04
2.187999999999999719e-05,8.688706920555641080e-04
2.785999999999999753e-05,7.673135356316911721e-04
3.278000000000000125e-05,6.178261077130847928e-04
3.725999999999999901e-05,4.784056150261186270e-04
4.152000000000000227e-05,3.809751986345972456e-04
4.538000000000000258e-05,3.518337281692785271e-04
4.911999999999999727e-05,4.024595421283252809e-04
5.229999999999999732e-05,5.243121172350297121e-04
5.523999999999999966e-05,7.146817563264342039e-04
5.800000000000000034e-05,9.717886873319336784e-04
6.067999999999999501e-05,1.301759046986303726e-03
6.334000000000000003e-05,1.711793419690593992e-03
6.595999999999998511e-05,2.199778771168357360e-03
6.857999999999999730e-05,2.774932150710782315e-03
7.119999999999999593e-05,3.440923251222524366e-03
7.381999999999999456e-05,4.201421765608248128e-03
7.643999999999999320e-05,5.060097386772616050e-03
7.906000000000000538e-05,6.020619807620296651e-03
8.168000000000000401e-05,7.086658721055941537e-03
8.429999999999998909e-05,8.261883819984210120e-03
8.692000000000000128e-05,9.549432604584382617e-03
8.953999999999999991e-05,1.094778353206959237e-02
9.215999999999999854e-05,1.245300465708915581e-02
9.477999999999999717e-05,1.406114376812542602e-02
9.739999999999999580e-05,1.576824865366076647e-02
1.000199999999999944e-04,1.757036710217753372e-02
1.026399999999999931e-04,1.946354690215808259e-02
1.052600000000000053e-04,2.144383452851751984e-02
1.078799999999999903e-04,2.350538806982526222e-02
1.104999999999999890e-04,2.563670699911905007e-02
1.157399999999999862e-04,3.005841721583577680e-02
1.183599999999999984e-04,3.232369660034425940e-02
1.209799999999999970e-04,3.460851756700981247e-02
1.235999999999999957e-04,3.690032416437523388e-02
1.262199999999999943e-04,3.918656044098326602e-02
1.288399999999999929e-04,4.145467044537669288e-02
1.314599999999999916e-04,4.369209822609826377e-02
1.340800000000000173e-04,4.588840466274040492e-02
1.366999999999999888e-04,4.804676263098841410e-02
1.393199999999999875e-04,5.017573240303520310e-02
1.419399999999999861e-04,5.228388763408194084e-02
1.445599999999999847e-04,5.437980197932983095e-02
1.471800000000000105e-04,5.647204909398010481e-02
1.498000000000000091e-04,5.856920263323387582e-02
1.524199999999999806e-04,6.067983625229236844e-02
1.550399999999999793e-04,6.281252337999984614e-02
1.576599999999999779e-04,6.497361074234264677e-02
1.602800000000000036e-04,6.716175179401617790e-02
1.629000000000000023e-04,6.937393968235718023e-02
1.655200000000000009e-04,7.160716755470242223e-02
1.681399999999999724e-04,7.385842855838865850e-02
1.707599999999999711e-04,7.612471584075269915e-02
1.733799999999999968e-04,7.840302254913131264e-02
1.759999999999999954e-04,8.069034183086122580e-02
1.786199999999999941e-04,8.298366683327922100e-02
1.812399999999999927e-04,8.528014999645920635e-02
1.838600000000000184e-04,8.757865682972335031e-02
1.864799999999999900e-04,8.987909556131891409e-02
1.890999999999999886e-04,9.218138919475736548e-02
1.917199999999999872e-04,9.448546073355006125e-02
1.943399999999999858e-04,9.679123318120841368e-02
1.969600000000000116e-04,9.909862954124384893e-02
2.021999999999999817e-04,1.037179860124913533e-01
2.048199999999999804e-04,1.060297921307263025e-01
2.074399999999999790e-04,1.083429141753838865e-01
2.100600000000000047e-04,1.106572751499755453e-01
2.126800000000000034e-04,1.129729068733995728e-01
2.153000000000000020e-04,1.152904664540068264e-01
2.179199999999999735e-04,1.176108339190344992e-01
2.205399999999999722e-04,1.199348895698116452e-01
2.231599999999999979e-04,1.222635137076671791e-01
2.257799999999999965e-04,1.245975866339300298e-01
2.283799999999999784e-04,1.269200967988877438e-01
2.309999999999999771e-04,1.292676498381522543e-01
2.336200000000000028e-04,1.316232858499535585e-01
2.362400000000000014e-04,1.339878851356205713e-01
2.388600000000000001e-04,1.363623279964823187e-01
2.414799999999999716e-04,1.387472427149240850e-01
2.440999999999999702e-04,1.411422472990889188e-01
2.467199999999999688e-04,1.435467066377442147e-01
2.493399999999999675e-04,1.459599856196572287e-01
2.519600000000000203e-04,1.483814491335952723e-01
2.545800000000000190e-04,1.508104620683256847e-01
2.571999999999999634e-04,1.532463893126156662e-01
2.598199999999999620e-04,1.556885957552325839e-01
2.624399999999999606e-04,1.581364462849437491e-01
2.650600000000000135e-04,1.605893114486667828e-01
2.676800000000000121e-04,1.630466491698308873e-01
2.703000000000000107e-04,1.655079860500484334e-01
2.729200000000000094e-04,1.679728505413122241e-01
2.755400000000000080e-04,1.704407710956150901e-01
2.781600000000000066e-04,1.729112761649498342e-01
2.807799999999999511e-04,1.753838942013091762e-01
2.833999999999999497e-04,1.778581536566859744e-01
2.860199999999999483e-04,1.803335829830730597e-01
2.886399999999999470e-04,1.828097106324631516e-01
2.898999999999999451e-04,1.840006299212598451e-01
