#time, displacement
4.000000000000000084e-08,9.940441599902422618e-08
1.072000000000000070e-05,2.668273772240637652e-05
1.978000000000000035e-05,4.942155353096082019e-05
2.855999999999999761e-05,7.177567882860671220e-05
3.619999999999999900e-05,9.159195798349917988e-05
4.484000000000000437e-05,1.145320170182424812e-04
5.571999999999999506e-05,1.448571514840017195e-04
6.329999999999999364e-05,1.715412009223728045e-04
7.011999999999999950e-05,2.051917228493575405e-04
7.627999999999999473e-05,2.473416856341337125e-04
8.163999999999999762e-05,2.957868998688211446e-04
8.705999999999999655e-05,3.582626124135017257e-04
9.227999999999999061e-05,4.333661431034722391e-04
9.745999999999999184e-05,5.244036150160968609e-04
1.026399999999999931e-04,6.338692488081443472e-04
1.078199999999999943e-04,7.636453706925684084e-04
1.129999999999999955e-04,9.155222157703911314e-04
1.181799999999999967e-04,1.091286219942704146e-03
1.233599999999999844e-04,1.292723819110598322e-03
1.285399999999999856e-04,1.521621449175166157e-03
1.337199999999999869e-04,1.779765546037499280e-03
1.388999999999999881e-04,2.068942545598688888e-03
1.440800000000000164e-04,2.390938883759828344e-03
1.492599999999999906e-04,2.747540996422004073e-03
1.544399999999999918e-04,3.140064099008987777e-03
1.596199999999999930e-04,3.566934317230161314e-03
1.647999999999999942e-04,4.025483405734762467e-03
1.699799999999999955e-04,4.513041047967283545e-03
1.751599999999999967e-04,5.026936927372213822e-03
1.803399999999999979e-04,5.564500727394049509e-03
1.855199999999999991e-04,6.123062131477278146e-03
1.906999999999999733e-04,6.699950823066392475e-03
1.958799999999999745e-04,7.292496485605889575e-03
2.062400000000000041e-04,8.514211490727549569e-03
2.114199999999999782e-04,9.139413210274406271e-03
2.165999999999999794e-04,9.772103865084442315e-03
2.217799999999999806e-04,1.041075166520314885e-02
2.269600000000000090e-04,1.105382482067602916e-02
2.321399999999999831e-04,1.169979154154856919e-02
2.373199999999999843e-04,1.234712003786627918e-02
2.424999999999999855e-04,1.299427851967464853e-02
2.476800000000000139e-04,1.363973519701917880e-02
2.528599999999999880e-04,1.428202384228838273e-02
2.580400000000000163e-04,1.492085481344125955e-02
2.632199999999999904e-04,1.555695597587961401e-02
2.683999999999999646e-04,1.619108873112705752e-02
2.735799999999999929e-04,1.682401448070719799e-02
2.787599999999999670e-04,1.745649462614361908e-02
2.839399999999999953e-04,1.808929056895994258e-02
2.891199999999999695e-04,1.872316371067975216e-02
2.942999999999999978e-04,1.935887545282667307e-02
2.994800000000000261e-04,1.999718719692429245e-02
3.046600000000000003e-04,2.063873916861042046e-02
3.098399999999999744e-04,2.128352378315438373e-02
3.150199999999999485e-04,2.193131786729788854e-02
3.201999999999999768e-04,2.258189810178821977e-02
3.253800000000000052e-04,2.323504116737267616e-02
3.305599999999999793e-04,2.389052374479853913e-02
3.357400000000000076e-04,2.454812251481311436e-02
3.409199999999999817e-04,2.520761415816367979e-02
3.461000000000000101e-04,2.586877535559754110e-02
3.512799999999999300e-04,2.653138252495985602e-02
3.564599999999999583e-04,2.719518090052581993e-02
3.616399999999999866e-04,2.785985548808630682e-02
3.668199999999999608e-04,2.852508442004041828e-02
3.771799999999999632e-04,2.985591784672593854e-02
3.823599999999999915e-04,3.052087860625555052e-02
3.875400000000000199e-04,3.118510623977520380e-02
3.927199999999999940e-04,3.184827887968398608e-02
3.978999999999999681e-04,3.251007465838101629e-02
4.030799999999999422e-04,3.317019170703001257e-02
4.082599999999999706e-04,3.382862714812673310e-02
4.134399999999999989e-04,3.448560814077613473e-02
4.186199999999999730e-04,3.514136775406314500e-02
4.238000000000000014e-04,3.579613905707274002e-02
4.289799999999999755e-04,3.645015511888984039e-02
4.341600000000000038e-04,3.710364900859939447e-02
4.393399999999999779e-04,3.775685379528634367e-02
4.445199999999999521e-04,3.841000254803563635e-02
4.496999999999999804e-04,3.906332833593224169e-02
4.548799999999999545e-04,3.971690131885204783e-02
4.600599999999999828e-04,4.037003074528459912e-02
4.652400000000000112e-04,4.102180388579685505e-02
4.704199999999999853e-04,4.167130798472315489e-02
4.756000000000000136e-04,4.231763028639785179e-02
4.807799999999999335e-04,4.295985803515526419e-02
4.859599999999999619e-04,4.359707847532977298e-02
4.911399999999999360e-04,4.422837885125569662e-02
4.963199999999999643e-04,4.485284640726739519e-02
5.014999999999999927e-04,4.546957613578657409e-02
5.066800000000000210e-04,4.607827935096922567e-02
5.118599999999999409e-04,4.667972172096301886e-02
5.170399999999999692e-04,4.727477226559417128e-02
5.222199999999999976e-04,4.786430000468886586e-02
5.273999999999999175e-04,4.844917395807331328e-02
5.325800000000000542e-04,4.903026314557376586e-02
5.377599999999999741e-04,4.960843658701637182e-02
5.429400000000000025e-04,5.018456330222738349e-02
5.481200000000000308e-04,5.075951231103299072e-02
5.499600000000000538e-04,5.096362204724409067e-02
