{'temperature':534.67, 'engineering_strain_rate':3600 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
3.639999999999999878e-06,-2.153399999999999999e-06,1.091199999999999988e-05,2.130147081289516464e+01,1.029799999999999986e-03,2.516900000000000248e-01,5.143858267716535423e-04
7.219999999999999483e-06,-3.008499999999999973e-07,2.698199999999999679e-05,4.970711345064631814e+01,6.637400000000000114e-04,5.873300000000000187e-01,1.074127952755905445e-03
1.085999999999999936e-05,-2.153399999999999999e-06,1.091199999999999988e-05,9.847420347447631173e+01,1.984900000000000054e-04,1.163499999999999979e+00,5.143858267716535423e-04
1.469999999999999817e-05,-4.005900000000000050e-06,2.296400000000000240e-05,1.785308200172824513e+02,7.786600000000000292e-04,2.109399999999999942e+00,1.061807086614173197e-03
1.915999999999999951e-05,4.401600000000000450e-07,6.894099999999999774e-06,3.381875404204200208e+02,9.765000000000000188e-05,3.995899999999999785e+00,2.540921259842519810e-04
2.373999999999999632e-05,-2.523899999999999671e-06,2.876600000000000122e-06,6.001055560671659350e+02,6.979700000000000140e-04,7.090700000000000003e+00,2.126181102362204912e-04
2.765999999999999945e-05,-2.894399999999999766e-06,1.492900000000000055e-05,9.482210201467817114e+02,6.102500000000000068e-04,1.120400000000000063e+01,7.017086614173228187e-04
3.165999999999999842e-05,-6.713500000000000393e-07,2.876600000000000122e-06,1.443782717557965498e+03,7.050000000000000060e-04,1.705900000000000105e+01,1.396830708661417418e-04
3.555999999999999835e-05,-2.523899999999999671e-06,1.091199999999999988e-05,2.085232123820224842e+03,1.256599999999999861e-03,2.463899999999999935e+01,5.289724409448819022e-04
3.867999999999999558e-05,-1.041899999999999926e-06,2.296400000000000240e-05,2.714286965316368878e+03,1.946199999999999927e-03,3.207199999999999562e+01,9.451141732283466429e-04
4.170000000000000394e-05,-1.437999999999999954e-05,2.296400000000000240e-05,3.389606667375142933e+03,3.130200000000000083e-03,4.004999999999999716e+01,1.470236220472441067e-03
4.463999999999999950e-05,4.515699999999999811e-06,3.903399999999999931e-05,4.045045978422920143e+03,1.816600000000000029e-03,4.779600000000000648e+01,1.358988188976377942e-03
4.755999999999999865e-05,1.181200000000000016e-06,1.091199999999999988e-05,4.619122948481242020e+03,2.277400000000000171e-03,5.457800000000000296e+01,3.831023622047244033e-04
5.031999999999999933e-05,2.292700000000000089e-06,1.492900000000000055e-05,5.026793682669730515e+03,3.079300000000000093e-03,5.939500000000000313e+01,4.974921259842519884e-04
5.296000000000000116e-05,1.551699999999999899e-06,1.894700000000000003e-05,5.269530802544753897e+03,3.876600000000000011e-03,6.226200000000000045e+01,6.848543307086614506e-04
5.555999999999999660e-05,4.886199999999999906e-06,8.322700000000000800e-05,5.385254313182847000e+03,6.254200000000000557e-03,6.363100000000000023e+01,3.084283464566929794e-03
5.815999999999999203e-05,1.551699999999999899e-06,3.903399999999999931e-05,5.429432959873953223e+03,7.798499999999999877e-03,6.415200000000000102e+01,1.475681102362204605e-03
6.075999999999999424e-05,4.886199999999999906e-06,5.912200000000000078e-05,5.455081118647401127e+03,7.889000000000000179e-03,6.445600000000000307e+01,2.135267716535433138e-03
6.336000000000000323e-05,6.368200000000000286e-06,6.715699999999999415e-05,5.489687725222101108e+03,9.942799999999999902e-03,6.486399999999999011e+01,2.393259842519685106e-03
6.595999999999998511e-05,7.109199999999999629e-06,8.724499999999999562e-05,5.533375498061083817e+03,1.143800000000000025e-02,6.538100000000000023e+01,3.154952755905511726e-03
6.855999999999999410e-05,6.368200000000000286e-06,9.527999999999999577e-05,5.571909095452771908e+03,1.307499999999999982e-02,6.583599999999999852e+01,3.500464566929133419e-03
7.115999999999998954e-05,7.109199999999999629e-06,9.126299999999999679e-05,5.601484245043207011e+03,1.461699999999999805e-02,6.618600000000000705e+01,3.313141732283464251e-03
7.375999999999999853e-05,6.738700000000000381e-06,1.233999999999999908e-04,5.638422502415493000e+03,1.783200000000000063e-02,6.662199999999999989e+01,4.592964566929133574e-03
7.635999999999999396e-05,6.368200000000000286e-06,1.475100000000000022e-04,5.694872995409685245e+03,1.978500000000000050e-02,6.728900000000000148e+01,5.556763779527559843e-03
7.895999999999998940e-05,8.220700000000000761e-06,1.796500000000000028e-04,5.779180579511879841e+03,2.305300000000000057e-02,6.828499999999999659e+01,6.749185039370079672e-03
8.155999999999999838e-05,8.220700000000000761e-06,2.037499999999999923e-04,5.879441563808085448e+03,2.645699999999999788e-02,6.946999999999999886e+01,7.698003937007874206e-03
8.415999999999999382e-05,4.515699999999999811e-06,2.479499999999999825e-04,5.981543325049753548e+03,3.100299999999999584e-02,7.067600000000000193e+01,9.584027559055118342e-03
8.676000000000000281e-05,1.118500000000000048e-05,2.760700000000000046e-04,6.076404696972601414e+03,3.420299999999999729e-02,7.179699999999999704e+01,1.042854330708661501e-02
8.935999999999999824e-05,7.850199999999999819e-06,3.122299999999999837e-04,6.168443544245739758e+03,3.797500000000000181e-02,7.288400000000000034e+01,1.198345669291338463e-02
9.195999999999999368e-05,1.266700000000000086e-05,3.363299999999999732e-04,6.265636566966173632e+03,4.319699999999999929e-02,7.403199999999999648e+01,1.274263779527558954e-02
9.456000000000000267e-05,9.702699999999999446e-06,3.684699999999999738e-04,6.365406677410256634e+03,4.818100000000000160e-02,7.521099999999999852e+01,1.412469685039369899e-02
9.715999999999999810e-05,1.155500000000000033e-05,4.086499999999999855e-04,6.465790380169492892e+03,5.312899999999999567e-02,7.639699999999999136e+01,1.563366141732283263e-02
1.023599999999999890e-04,-3.635400000000000379e-06,5.131000000000000578e-04,6.672570990376477312e+03,6.584900000000000475e-02,7.884000000000000341e+01,2.034391338582677497e-02
1.049599999999999844e-04,-4.005900000000000050e-06,5.613200000000000264e-04,6.771359353116311468e+03,7.219799999999999829e-02,8.000799999999999557e+01,2.225692519685039741e-02
1.075599999999999934e-04,-1.412400000000000021e-06,6.376500000000000223e-04,6.860575675739740291e+03,7.731699999999999684e-02,8.106199999999999761e+01,2.515993700787401768e-02
1.101599999999999888e-04,-4.376400000000000145e-06,6.657699999999999903e-04,6.947828502954675969e+03,8.381700000000000261e-02,8.209299999999998931e+01,2.638371653543307091e-02
1.127599999999999978e-04,7.479700000000000571e-06,7.420999999999999862e-04,7.034835893243550345e+03,8.911700000000000177e-02,8.312100000000000932e+01,2.892205905511810796e-02
1.153599999999999933e-04,1.970600000000000072e-05,7.501400000000000515e-04,7.121597846606362509e+03,9.507400000000000573e-02,8.414700000000000557e+01,2.875724409448819283e-02
1.179599999999999887e-04,4.515699999999999811e-06,8.184400000000000312e-04,7.204187372226124353e+03,1.029800000000000021e-01,8.512200000000001410e+01,3.204426377952756394e-02
1.205599999999999977e-04,1.922199999999999994e-06,8.867400000000000108e-04,7.279168353137974918e+03,1.103700000000000098e-01,8.600799999999999557e+01,3.483534645669291580e-02
1.231599999999999796e-04,5.997700000000000191e-06,9.590500000000000283e-04,7.353290304808610017e+03,1.160400000000000043e-01,8.688500000000000512e+01,3.752174409448819081e-02
