#time, displacement
9.999999999999999547e-08,7.769716331546057967e-06
4.999999999999999562e-06,3.772399321196615377e-04
9.439999999999999403e-06,6.577562150473085286e-04
1.295999999999999958e-05,8.111524827986781950e-04
1.730000000000000038e-05,9.000836835507334665e-04
2.135999999999999878e-05,9.058974699431801992e-04
2.501999999999999762e-05,8.691055563152041974e-04
2.883999999999999831e-05,8.095612735348412447e-04
3.235999999999999511e-05,7.539870258865917149e-04
3.585999999999999886e-05,7.153120544775486232e-04
3.921999999999999380e-05,7.092418374411426849e-04
4.221999999999999896e-05,7.417191607327672156e-04
4.525999999999999696e-05,8.222818239726516210e-04
4.815999999999999291e-05,9.538166649826107686e-04
5.095999999999999998e-05,1.140516391935905444e-03
5.369999999999999746e-05,1.388296322749443725e-03
5.641999999999999853e-05,1.705405213962632015e-03
5.911999999999999639e-05,2.096210489773537092e-03
6.182000000000000104e-05,2.568411533622052406e-03
6.451999999999999890e-05,3.127642680361516613e-03
6.721999999999999677e-05,3.779538264845275306e-03
6.991999999999999463e-05,4.529732621926667140e-03
7.262000000000000605e-05,5.383860086459041176e-03
7.531999999999999037e-05,6.347554993295725229e-03
7.801999999999998823e-05,7.426449536538150611e-03
8.071999999999999965e-05,8.624174334392224056e-03
8.341999999999999752e-05,9.938646287310719252e-03
8.611999999999999538e-05,1.136676938689252896e-02
8.881999999999999325e-05,1.290544762473654766e-02
9.151999999999999112e-05,1.455158499244165946e-02
9.421999999999998898e-05,1.630208548160675536e-02
9.692000000000000040e-05,1.815385308383073854e-02
9.961999999999999827e-05,2.010379179071247746e-02
1.050199999999999940e-04,2.428454950043488006e-02
1.077199999999999919e-04,2.649965180912357970e-02
1.104200000000000033e-04,2.878028548597719172e-02
1.131200000000000011e-04,3.111262092476196547e-02
1.158199999999999855e-04,3.348282851924413994e-02
1.185199999999999969e-04,3.587707866319000266e-02
1.212199999999999947e-04,3.828154175036578566e-02
1.239199999999999926e-04,4.068238817453775913e-02
1.266200000000000040e-04,4.306578832947217245e-02
1.293199999999999883e-04,4.541793566132854010e-02
1.320199999999999998e-04,4.773066830757000112e-02
1.347199999999999841e-04,5.000881255065740827e-02
1.374199999999999684e-04,5.225901479993301513e-02
1.401200000000000069e-04,5.448792146473903364e-02
1.428199999999999912e-04,5.670217895441759248e-02
1.455200000000000026e-04,5.890843367831096605e-02
1.482199999999999870e-04,6.111333204576127609e-02
1.509199999999999713e-04,6.332352046611075536e-02
1.536200000000000098e-04,6.554564534870166437e-02
1.563199999999999941e-04,6.778577170905764060e-02
1.590200000000000055e-04,7.004450523568551967e-02
1.617199999999999898e-04,7.231946202580177840e-02
1.644199999999999742e-04,7.460822761011862148e-02
1.671199999999999856e-04,7.690838751934819806e-02
1.698199999999999970e-04,7.921752728420261569e-02
1.725200000000000084e-04,8.153323243539405130e-02
1.752199999999999927e-04,8.385308850363461242e-02
1.779199999999999770e-04,8.617468101963646210e-02
1.806199999999999885e-04,8.849561049511518729e-02
1.833199999999999728e-04,9.081490301819648836e-02
1.860200000000000113e-04,9.313416630060565582e-02
1.887199999999999956e-04,9.545528012637911897e-02
1.941199999999999913e-04,1.001105785441653573e-01
1.968199999999999757e-04,1.024485227042512547e-01
1.995200000000000142e-04,1.047958365438478034e-01
2.022199999999999985e-04,1.071543998469915021e-01
2.049199999999999828e-04,1.095260923977189743e-01
2.076199999999999942e-04,1.119126814888387333e-01
2.103199999999999785e-04,1.143139774843059259e-01
2.130199999999999900e-04,1.167281307501434606e-01
2.157200000000000014e-04,1.191532390519130791e-01
2.184199999999999857e-04,1.215874001551765921e-01
2.211199999999999971e-04,1.240287118254957827e-01
2.238199999999999814e-04,1.264752718284324617e-01
2.265000000000000032e-04,1.289070228206074809e-01
2.291999999999999875e-04,1.313583690833027284e-01
2.318999999999999989e-04,1.338093292303728365e-01
2.345999999999999832e-04,1.362595687404673517e-01
2.372999999999999947e-04,1.387103647218538571e-01
2.399999999999999790e-04,1.411630728908493948e-01
2.426999999999999904e-04,1.436190489637710066e-01
2.454000000000000018e-04,1.460796486569357622e-01
2.480999999999999590e-04,1.485462276866605646e-01
2.508000000000000246e-04,1.510201417692626225e-01
2.534999999999999819e-04,1.535027466210588387e-01
2.561999999999999933e-04,1.559953979583663664e-01
2.588999999999999505e-04,1.584993456699115844e-01
2.616000000000000161e-04,1.610144135627905870e-01
2.642999999999999733e-04,1.635394029635477142e-01
2.669999999999999847e-04,1.660730929026628944e-01
2.696999999999999962e-04,1.686142624106160559e-01
2.723999999999999534e-04,1.711616905178869885e-01
2.751000000000000190e-04,1.737141562549557872e-01
2.777999999999999762e-04,1.762704386523021305e-01
2.804999999999999876e-04,1.788293167404060580e-01
2.831999999999999990e-04,1.813895695497474425e-01
2.835399999999999856e-04,1.817120078740157851e-01
