{'temperature':534.67, 'engineering_strain_rate':500 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
1.873999999999999676e-05,-4.442999999999999749e-07,3.029700000000000402e-06,9.166811784000000074e+00,1.558499999999999935e-04,7.374699999999999589e-01,1.367716535433071139e-04
2.719999999999999708e-05,1.613600000000000102e-06,6.050700000000000361e-06,2.011231237600000199e+01,7.385799999999999657e-05,1.618000000000000105e+00,1.746889763779527639e-04
3.661999999999999836e-05,-2.502199999999999946e-06,5.043699999999999669e-06,4.309813339000000099e+01,9.930799999999999177e-05,3.467200000000000060e+00,2.970826771653543343e-04
4.424000000000000333e-05,-9.587799999999999073e-07,3.029700000000000402e-06,7.619451437000000737e+01,5.613299999999999941e-05,6.129800000000000360e+00,1.570267716535433337e-04
5.121999999999999410e-05,-1.987700000000000044e-06,-9.983400000000000841e-07,1.207269291799999991e+02,4.032199999999999782e-04,9.712400000000000588e+00,3.895118110236220582e-05
5.724000000000000084e-05,-1.987700000000000044e-06,3.029700000000000402e-06,1.699623482700000068e+02,5.277399999999999583e-04,1.367300000000000004e+01,1.975354330708661539e-04
6.289999999999999747e-05,-4.442999999999999749e-07,5.043699999999999669e-06,2.252586180000000127e+02,3.991399999999999766e-04,1.812099999999999866e+01,2.160629921259842512e-04
6.820000000000000433e-05,2.128100000000000004e-06,9.071699999999999897e-06,2.864965896000000498e+02,8.049799999999999534e-04,2.304800000000000182e+01,2.733700787401575081e-04
7.349999999999999763e-05,5.846600000000000486e-07,9.071699999999999897e-06,3.525454738000000248e+02,8.963499999999999680e-04,2.836300000000000310e+01,3.341354330708661132e-04
7.871999999999999169e-05,-1.473300000000000150e-06,1.511400000000000132e-05,4.235851178000000345e+02,1.195800000000000118e-03,3.407699999999999818e+01,6.530433070866143450e-04
8.393999999999999931e-05,2.642599999999999906e-06,1.511400000000000132e-05,4.910502987000000417e+02,1.255000000000000039e-03,3.950399999999999778e+01,4.910000000000000085e-04
8.915999999999999338e-05,4.700500000000000143e-06,2.417699999999999908e-05,5.431835058000000345e+02,1.658800000000000205e-03,4.369899999999999807e+01,7.667913385826771516e-04
9.437999999999998745e-05,2.128100000000000004e-06,2.518400000000000147e-05,5.709923790999999937e+02,2.056300000000000055e-03,4.593600000000000705e+01,9.077125984251968463e-04
9.959999999999999507e-05,1.099099999999999988e-06,3.525399999999999823e-05,5.825700426000000789e+02,3.027600000000000083e-03,4.686699999999999733e+01,1.344681102362204781e-03
1.048199999999999891e-04,1.099099999999999988e-06,2.820499999999999846e-05,5.936081645000000435e+02,3.780100000000000213e-03,4.775600000000000023e+01,1.067161417322834557e-03
1.100399999999999968e-04,6.758400000000000379e-06,4.028900000000000000e-05,6.069393382000000656e+02,4.239500000000000213e-03,4.882699999999999818e+01,1.320102362204724411e-03
1.152600000000000044e-04,5.215000000000000045e-06,4.633100000000000076e-05,6.185844444000000522e+02,5.422200000000000283e-03,4.976500000000000057e+01,1.618740157480315269e-03
1.204799999999999984e-04,5.729500000000000794e-06,4.935199999999999776e-05,6.311737484000000222e+02,5.842800000000000424e-03,5.077799999999999869e+01,1.717421259842519688e-03
1.256999999999999925e-04,6.243899999999999629e-06,6.143599999999999929e-05,6.442126703999999791e+02,7.033400000000000415e-03,5.182699999999999818e+01,2.172917322834645639e-03
1.309199999999999730e-04,6.758400000000000379e-06,7.553399999999999882e-05,6.540143428000000085e+02,8.454600000000001350e-03,5.261500000000000199e+01,2.707700787401574449e-03
1.361399999999999806e-04,6.758400000000000379e-06,8.359000000000000436e-05,6.632539927000000262e+02,9.383700000000000027e-03,5.335899999999999466e+01,3.024866141732283648e-03
1.413600000000000154e-04,1.087400000000000126e-05,9.567399999999999234e-05,6.727409324999999853e+02,1.056900000000000027e-02,5.412100000000000222e+01,3.338582677165353833e-03
1.465799999999999959e-04,5.729500000000000794e-06,1.017199999999999951e-04,6.810588655000000244e+02,1.190400000000000139e-02,5.478999999999999915e+01,3.779153543307086326e-03
1.518000000000000035e-04,7.787399999999999336e-06,1.188299999999999990e-04,6.887248524000000316e+02,1.356399999999999793e-02,5.540699999999999648e+01,4.371755905511811105e-03
1.570200000000000111e-04,6.758400000000000379e-06,1.299100000000000081e-04,6.959861831000000620e+02,1.488199999999999940e-02,5.599199999999999733e+01,4.848488188976378573e-03
1.622399999999999916e-04,1.138900000000000056e-05,1.389700000000000061e-04,7.033149564999999939e+02,1.653800000000000062e-02,5.658100000000000307e+01,5.022874015748032307e-03
1.674599999999999993e-04,9.330800000000000517e-06,1.591100000000000131e-04,7.108010962000000745e+02,1.862799999999999873e-02,5.718399999999999750e+01,5.896818897637796410e-03
1.726800000000000069e-04,1.138900000000000056e-05,1.701899999999999951e-04,7.172531145000000379e+02,2.038000000000000228e-02,5.770199999999999818e+01,6.252007874015748194e-03
1.778999999999999874e-04,5.215000000000000045e-06,1.853000000000000317e-04,7.247617351000000099e+02,2.251799999999999982e-02,5.830699999999999505e+01,7.089960629921261172e-03
1.831199999999999950e-04,1.190299999999999937e-05,2.034200000000000006e-04,7.317083332000000837e+02,2.402800000000000075e-02,5.886500000000000199e+01,7.540039370078740338e-03
1.883400000000000026e-04,1.396099999999999898e-05,2.215499999999999913e-04,7.382727560000000722e+02,2.578500000000000236e-02,5.939300000000000068e+01,8.172795275590550440e-03
1.935599999999999832e-04,1.138900000000000056e-05,2.376599999999999980e-04,7.455340867000001026e+02,2.798000000000000140e-02,5.997699999999999676e+01,8.908307086614173156e-03
2.039999999999999984e-04,1.550500000000000147e-05,2.708899999999999763e-04,7.593373593000000028e+02,3.196399999999999936e-02,6.108800000000000097e+01,1.005452755905511704e-02
2.092199999999999789e-04,1.447599999999999828e-05,2.900199999999999913e-04,7.655196068000000196e+02,3.382799999999999696e-02,6.158600000000000563e+01,1.084818897637795411e-02
2.144399999999999865e-04,1.704800000000000008e-05,3.071400000000000172e-04,7.719491442000000916e+02,3.571699999999999875e-02,6.210199999999999676e+01,1.142094488188976492e-02
2.196599999999999941e-04,1.756199999999999889e-05,3.232600000000000187e-04,7.785810097000000951e+02,3.769700000000000134e-02,6.263700000000000045e+01,1.203535433070866342e-02
2.248799999999999747e-04,1.550500000000000147e-05,3.454099999999999879e-04,7.843361201000000165e+02,4.008000000000000451e-02,6.309899999999999665e+01,1.298838582677165274e-02
2.300999999999999823e-04,1.653400000000000128e-05,3.584999999999999862e-04,7.898889024000000063e+02,4.192400000000000293e-02,6.354699999999999704e+01,1.346322834645669216e-02
2.353199999999999899e-04,1.910599999999999969e-05,3.806500000000000096e-04,7.950819903000000295e+02,4.422200000000000436e-02,6.396500000000000341e+01,1.423401574803149702e-02
2.405399999999999704e-04,1.756199999999999889e-05,3.917300000000000187e-04,7.990161477999999988e+02,4.613600000000000340e-02,6.428000000000000114e+01,1.473102362204724639e-02
