{'temperature':534.67, 'engineering_strain_rate':3600 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
7.279999999999999755e-06,-5.548300000000000733e-06,2.105199999999999766e-05,7.173430381000001077e+00,-2.611199999999999936e-04,5.760199999999999765e-01,1.047255905511810907e-03
1.308000000000000013e-05,-3.612400000000000239e-07,9.642100000000000823e-07,1.790603685000000311e+01,-1.953900000000000114e-04,1.437799999999999967e+00,5.218307086614174266e-05
1.894000000000000162e-05,1.861800000000000115e-06,1.301700000000000090e-05,4.013290268000000083e+01,-5.294899999999999737e-04,3.222599999999999909e+00,4.391811023622047808e-04
2.481999999999999953e-05,-2.213799999999999878e-06,1.301700000000000090e-05,8.453492826999999465e+01,-9.749600000000001488e-07,6.787999999999999368e+00,5.996377952755905854e-04
2.967999999999999705e-05,-7.317399999999999600e-07,3.712200000000000135e-05,1.442644314800000132e+02,2.559899999999999936e-04,1.158400000000000141e+01,1.490304724409448897e-03
3.397999999999999654e-05,3.797699999999999655e-07,9.642100000000000823e-07,2.225474214600000096e+02,4.416399999999999796e-04,1.787000000000000099e+01,2.300944881889764162e-05
3.779999999999999723e-05,1.120799999999999925e-06,2.506900000000000003e-05,3.146426763999999707e+02,3.549700000000000251e-04,2.526500000000000057e+01,9.428425196850393018e-04
4.113999999999999575e-05,4.455299999999999509e-06,1.301700000000000090e-05,4.121648206000000414e+02,1.030900000000000176e-03,3.309599999999999653e+01,3.370748031496063695e-04
4.420000000000000372e-05,1.120799999999999925e-06,2.908699999999999781e-05,5.092373467999999548e+02,1.197000000000000147e-03,4.089000000000000057e+01,1.101031496062992044e-03
4.707999999999999647e-05,-7.317399999999999600e-07,4.515700000000000150e-05,5.997229692999999315e+02,1.581900000000000016e-03,4.815699999999999648e+01,1.806643307086614305e-03
4.991999999999999639e-05,-3.612400000000000239e-07,4.515700000000000150e-05,6.806317284000000427e+02,2.323599999999999884e-03,5.465399999999999636e+01,1.792056692913385945e-03
5.263999999999999745e-05,4.455299999999999509e-06,4.515700000000000150e-05,7.418247382000000698e+02,2.603199999999999525e-03,5.956700000000000017e+01,1.602429133858267836e-03
5.534000000000000209e-05,1.861800000000000115e-06,2.506900000000000003e-05,7.826275717000000895e+02,2.546699999999999832e-03,6.284399999999999409e+01,9.136692913385826903e-04
5.788000000000000149e-05,3.714300000000000166e-06,4.917500000000000267e-05,8.037371368000000302e+02,4.056300000000000530e-03,6.453900000000000148e+01,1.789791338582677298e-03
6.038000000000000127e-05,3.343800000000000071e-06,4.114000000000000252e-05,8.141233126000000766e+02,6.405500000000000603e-03,6.537300000000000466e+01,1.488039370078740251e-03
6.285999999999999108e-05,3.343800000000000071e-06,5.721000000000000282e-05,8.203505218999999897e+02,7.173100000000000830e-03,6.587300000000000466e+01,2.120716535433071065e-03
6.533999999999999444e-05,7.048800000000000173e-06,6.926200000000000195e-05,8.274544862999999850e+02,8.864900000000000210e-03,6.644299999999999784e+01,2.449338582677165321e-03
6.781999999999998425e-05,3.797699999999999655e-07,6.122700000000000180e-05,8.351879159000000072e+02,1.102299999999999981e-02,6.706399999999999295e+01,2.395560236220472573e-03
7.029999999999998761e-05,4.084800000000000261e-06,6.926200000000000195e-05,8.430337500000000546e+02,1.226499999999999986e-02,6.769499999999999318e+01,2.566031496062992200e-03
