#time, displacement
3.019999999999999885e-06,1.067168782274410903e-05
1.877999999999999976e-05,8.574128125788966354e-05
3.176000000000000085e-05,2.075788926234900533e-04
3.957999999999999713e-05,3.250081911176098590e-04
4.520000000000000092e-05,4.369357676569099935e-04
5.069999999999999908e-05,5.858977619476374082e-04
5.538000000000000171e-05,7.615654681511376109e-04
7.068000000000000769e-05,1.839242054345854253e-03
7.509999999999999586e-05,2.345846573913777568e-03
7.951999999999999759e-05,2.962938542418888481e-03
8.393999999999999931e-05,3.703124327346210814e-03
8.836000000000000104e-05,4.579010296180773161e-03
9.278000000000000277e-05,5.602375050005465630e-03
9.720000000000000450e-05,6.770487853922257070e-03
1.016200000000000062e-04,8.068252047990409972e-03
1.060400000000000079e-04,9.480175324616844229e-03
1.104599999999999826e-04,1.099076537620848233e-02
1.148799999999999843e-04,1.258452989517227019e-02
1.192999999999999860e-04,1.424597657391512250e-02
1.237199999999999878e-04,1.595961310484396781e-02
1.281399999999999759e-04,1.770994718036572255e-02
1.325599999999999912e-04,1.948150053218156152e-02
1.369799999999999794e-04,2.126296048911789638e-02
1.413999999999999947e-04,2.305297414376866749e-02
1.458199999999999828e-04,2.485164582330710512e-02
1.502399999999999981e-04,2.665907985490646379e-02
1.546599999999999863e-04,2.847538056573997722e-02
1.590800000000000016e-04,3.030065228298090343e-02
1.634999999999999897e-04,3.213499933380245532e-02
1.679199999999999779e-04,3.397852604537791171e-02
1.723399999999999932e-04,3.583133674488050285e-02
1.767599999999999814e-04,3.769352680258040988e-02
1.811799999999999967e-04,3.956433306284128787e-02
1.900200000000000001e-04,4.332234419057350017e-02
1.944399999999999883e-04,4.520457705333692788e-02
1.988600000000000036e-04,4.708564677889330585e-02
2.032799999999999917e-04,4.896306736488866690e-02
2.076999999999999799e-04,5.083435280896905079e-02
2.121199999999999952e-04,5.269701710878051809e-02
2.165399999999999834e-04,5.454857426196910858e-02
2.209599999999999986e-04,5.638653830903353481e-02
2.253799999999999868e-04,5.820972086576586824e-02
2.298000000000000021e-04,6.002163315019817119e-02
2.342199999999999903e-04,6.182685000630183669e-02
2.386399999999999784e-04,6.362994627804834102e-02
2.430599999999999937e-04,6.543549680940910496e-02
2.474799999999999548e-04,6.724807644435555620e-02
2.518999999999999972e-04,6.907226002685917798e-02
2.563199999999999854e-04,7.091262240089138413e-02
2.607399999999999735e-04,7.277373841042358849e-02
2.651600000000000159e-04,7.466016243531008179e-02
2.695799999999999499e-04,7.657406073661163215e-02
2.739999999999999923e-04,7.851300810728410740e-02
2.784199999999999804e-04,8.047405825775001686e-02
2.828399999999999686e-04,8.245426489843185602e-02
2.872599999999999568e-04,8.445068173975214809e-02
2.916799999999999992e-04,8.646036249213348568e-02
2.960999999999999873e-04,8.848036086599832262e-02
3.005199999999999755e-04,9.050773057176919600e-02
3.049399999999999637e-04,9.253952531986862906e-02
3.093600000000000061e-04,9.457282648499459876e-02
3.137799999999999400e-04,9.660574406989830276e-02
3.181999999999999824e-04,9.863769782894968308e-02
3.226199999999999706e-04,1.006681924364016961e-01
3.270400000000000130e-04,1.026967325665073816e-01
3.358799999999999893e-04,1.067459680916915954e-01
3.402999999999999775e-04,1.087656728352761337e-01
3.447200000000000199e-04,1.107814417985263089e-01
3.491399999999999539e-04,1.127927796556950496e-01
3.535599999999999962e-04,1.147992179428983239e-01
3.579799999999999844e-04,1.168011691162525734e-01
3.623799999999999829e-04,1.187910630929975425e-01
3.667999999999999711e-04,1.207885170480590409e-01
3.712200000000000135e-04,1.227860133342700694e-01
3.756399999999999475e-04,1.247850849566438380e-01
3.800599999999999899e-04,1.267872649201937651e-01
3.844799999999999780e-04,1.287940862299331024e-01
3.888999999999999662e-04,1.308070818908751431e-01
3.933199999999999544e-04,1.328277849080332640e-01
3.977399999999999968e-04,1.348576833844057354e-01
4.021599999999999849e-04,1.368973792069471118e-01
4.065799999999999731e-04,1.389466625335444849e-01
4.109999999999999613e-04,1.410052935534702456e-01
4.154200000000000037e-04,1.430730324559966182e-01
4.198399999999999376e-04,1.451496394303959103e-01
4.242599999999999800e-04,1.472348746659405405e-01
4.286799999999999682e-04,1.493284983519026776e-01
4.331000000000000106e-04,1.514302706775547680e-01
4.375199999999999445e-04,1.535399518321689527e-01
4.419399999999999869e-04,1.556572881920443019e-01
4.463599999999999751e-04,1.577817617040070397e-01
4.507799999999999633e-04,1.599126164763388092e-01
4.551999999999999514e-04,1.620490881412665063e-01
4.596199999999999938e-04,1.641904123310168606e-01
4.640399999999999820e-04,1.663358246778166849e-01
4.684599999999999702e-04,1.684845608138927642e-01
4.728799999999999584e-04,1.706358563714718557e-01
4.773000000000000007e-04,1.727889469827808278e-01
4.817199999999999889e-04,1.749430682800464376e-01
4.832599999999999505e-04,1.756937007874015966e-01
