{'temperature':534.67, 'engineering_strain_rate':1800 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
1.928000000000000175e-05,-2.133799999999999797e-06,5.713599999999999811e-06,1.942821858900000365e+01,-6.691200000000000446e-04,1.569900000000000073e+00,3.089527559055117744e-04
4.035999999999999983e-05,1.013299999999999938e-05,1.560200000000000071e-05,2.217313647899999864e+02,2.069699999999999852e-05,1.791700000000000159e+01,2.153149606299213181e-04
5.293999999999999796e-05,1.013299999999999938e-05,1.560200000000000071e-05,5.144304347000000917e+02,2.831199999999999863e-04,4.156800000000000495e+01,2.153149606299213181e-04
5.831999999999999728e-05,5.532899999999999999e-06,1.757900000000000228e-05,6.055680032999999867e+02,1.143400000000000145e-03,4.893199999999999505e+01,4.742559055118111822e-04
6.363999999999999377e-05,2.239999999999999899e-05,3.537699999999999688e-05,6.312187102000000323e+02,2.848999999999999862e-04,5.100500000000000256e+01,5.109055118110235501e-04
7.487999999999998780e-05,2.239999999999999899e-05,4.922100000000000189e-05,6.410878252999999631e+02,3.088599999999999939e-03,5.180199999999999960e+01,1.055944881889763973e-03
7.975999999999999529e-05,2.086599999999999978e-05,6.108600000000000434e-05,6.538344956000000820e+02,5.553100000000000917e-03,5.283299999999999841e+01,1.583464566929133985e-03
8.464000000000000278e-05,5.532899999999999999e-06,7.097400000000000182e-05,6.658617771000000403e+02,8.539599999999999622e-03,5.380399999999999494e+01,2.576421259842520076e-03
8.951999999999999671e-05,2.393300000000000277e-05,8.877200000000000997e-05,6.884550816000000850e+02,9.100900000000000309e-03,5.563000000000000256e+01,2.552716535433071157e-03
9.440000000000000420e-05,1.626599999999999978e-05,1.184399999999999976e-04,7.085530062000000271e+02,1.311200000000000039e-02,5.725199999999999534e+01,4.022598425196850444e-03
9.927999999999999813e-05,1.320000000000000067e-05,1.540299999999999872e-04,7.242896362000000181e+02,1.702199999999999894e-02,5.852499999999999858e+01,5.544488188976378143e-03
1.041599999999999921e-04,2.239999999999999899e-05,1.738099999999999910e-04,7.406782123000000411e+02,1.925800000000000081e-02,5.984899999999999665e+01,5.961023622047243765e-03
1.090399999999999996e-04,-6.004600000000000709e-07,1.975400000000000094e-04,7.587303749999999809e+02,2.502599999999999963e-02,6.130799999999999983e+01,7.800805511811024183e-03
1.139199999999999935e-04,1.626599999999999978e-05,2.410500000000000045e-04,7.759507443999999623e+02,2.880299999999999874e-02,6.270000000000000284e+01,8.849763779527558896e-03
1.187999999999999874e-04,2.700000000000000238e-05,2.766399999999999805e-04,7.914625654000000168e+02,3.225700000000000095e-02,6.395199999999999818e+01,9.828346456692912611e-03
1.236800000000000085e-04,1.473299999999999938e-05,3.359699999999999969e-04,8.088178202000000283e+02,3.898800000000000182e-02,6.535399999999999920e+01,1.264712598425196850e-02
1.285600000000000024e-04,1.473299999999999938e-05,3.755200000000000096e-04,8.262629986000000599e+02,4.443099999999999827e-02,6.676399999999999579e+01,1.420421259842519733e-02
1.334399999999999963e-04,2.853300000000000278e-05,4.170500000000000270e-04,8.406732554999999820e+02,4.834900000000000309e-02,6.792799999999999727e+01,1.529594488188976489e-02
1.383199999999999903e-04,2.239999999999999899e-05,4.664900000000000145e-04,8.555106494999999995e+02,5.620900000000000202e-02,6.912899999999999068e+01,1.748385826771653787e-02
1.431999999999999842e-04,3.313300000000000278e-05,5.238400000000000261e-04,8.695387311000000636e+02,6.076699999999999463e-02,7.026100000000000989e+01,1.931917322834645831e-02
1.480800000000000052e-04,3.773299999999999940e-05,5.653700000000000435e-04,8.832970419000000675e+02,6.572200000000000264e-02,7.137399999999999523e+01,2.077311023622047462e-02
1.529599999999999992e-04,3.160000000000000238e-05,6.247000000000000599e-04,8.962010784999999942e+02,7.269400000000000861e-02,7.241599999999999682e+01,2.335039370078740434e-02
1.578399999999999931e-04,3.313300000000000278e-05,6.682100000000000279e-04,9.090601533000000245e+02,7.856200000000000683e-02,7.345499999999999829e+01,2.500303149606299472e-02
1.627199999999999870e-04,3.313300000000000278e-05,7.275299999999999953e-04,9.204579696000000695e+02,8.461899999999999977e-02,7.437600000000000477e+01,2.733846456692913540e-02
1.675999999999999810e-04,3.006699999999999859e-05,7.927900000000000311e-04,9.317883432000000994e+02,9.180000000000000659e-02,7.529200000000000159e+01,3.002846456692913335e-02
1.724799999999999749e-04,3.313300000000000278e-05,8.382799999999999497e-04,9.421295572000000220e+02,9.751799999999999358e-02,7.612800000000000011e+01,3.169870078740157776e-02
1.773599999999999960e-04,3.313300000000000278e-05,8.877200000000000455e-04,9.520211532000000716e+02,1.032200000000000062e-01,7.692699999999999250e+01,3.364515748031496334e-02
1.822399999999999899e-04,3.313300000000000278e-05,9.371600000000000329e-04,9.624298099000001230e+02,1.093900000000000150e-01,7.776699999999999591e+01,3.559161417322834892e-02
