{'temperature':534.67, 'engineering_strain_rate':500 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
9.880000000000000273e-06,-6.585300000000000410e-09,9.103300000000000524e-08,7.002575541000000570e+00,2.188000000000000058e-04,5.633600000000000829e-01,3.843240157480315733e-06
1.866000000000000091e-05,4.109299999999999772e-06,4.118999999999999865e-06,2.162235442900000137e+01,1.201199999999999951e-04,1.739500000000000046e+00,3.818897637795312250e-07
2.710000000000000142e-05,-3.093500000000000113e-06,5.126000000000000558e-06,5.072590275999999676e+01,-5.543200000000000053e-05,4.080899999999999750e+00,3.236023622047244750e-04
3.693999999999999530e-05,4.109299999999999772e-06,7.140000000000000249e-06,1.096618302000000114e+02,4.174700000000000264e-04,8.822200000000000486e+00,1.193188976377952963e-04
4.422000000000000014e-05,4.109299999999999772e-06,1.016099999999999978e-05,1.760479279000000190e+02,3.396000000000000147e-04,1.416300000000000026e+01,2.382559055118110294e-04
5.115999999999999129e-05,-6.585300000000000410e-09,7.140000000000000249e-06,2.565295499000000063e+02,7.112099999999999889e-04,2.063800000000000168e+01,2.813616259842519475e-04
5.671999999999999904e-05,3.080299999999999544e-06,5.126000000000000558e-06,3.330994953000000010e+02,8.263399999999999522e-04,2.679800000000000182e+01,8.053937007874020445e-05
6.221999999999999721e-05,5.138200000000000204e-06,8.147000000000000094e-06,4.159865736000000425e+02,1.046599999999999961e-03,3.346600000000000108e+01,1.184566929133858273e-04
6.751999999999999051e-05,3.080299999999999544e-06,1.519599999999999986e-05,4.953891123999999877e+02,1.352799999999999923e-03,3.985300000000000153e+01,4.769960629921259857e-04
7.281999999999998381e-05,9.254100000000000048e-06,2.123800000000000232e-05,5.667659698999999591e+02,1.599799999999999963e-03,4.559499999999999886e+01,4.718070866141733303e-04
7.812000000000000422e-05,-3.093500000000000113e-06,2.224500000000000132e-05,6.205627636000000393e+02,2.104899999999999827e-03,4.992399999999999949e+01,9.975787401574804942e-04
8.341999999999999752e-05,-6.585300000000000410e-09,3.130799999999999908e-05,6.571841497000000345e+02,2.564400000000000100e-03,5.286999999999999744e+01,1.232857688976378083e-03
8.871999999999999082e-05,4.109299999999999772e-06,3.030100000000000008e-05,6.829247802000001002e+02,2.648800000000000199e-03,5.494100000000000250e+01,1.031169291338582782e-03
9.401999999999999767e-05,-2.064499999999999885e-06,3.936399999999999784e-05,7.040568262000000459e+02,4.070100000000000107e-03,5.664100000000000534e+01,1.631043307086614156e-03
