{'temperature':534.67, 'engineering_strain_rate':3600 }
time, transmitted displacement, incident displacement, load, engineering_strain, engineering_stress, displacement
8.259999999999998843e-06,1.017399999999999949e-05,1.405299999999999911e-05,8.708426232999999073e+00,-4.073899999999999874e-04,6.962199999999999500e-01,1.527165354330708524e-04
1.550000000000000068e-05,5.727799999999999607e-06,2.610600000000000043e-05,2.821577759000000185e+01,-2.558700000000000015e-04,2.255700000000000038e+00,8.022913385826772013e-04
2.187999999999999719e-05,2.022700000000000133e-06,2.208800000000000265e-05,6.472700728000000936e+01,9.027000000000000139e-05,5.174699999999999633e+00,7.899724409448819580e-04
2.785999999999999753e-05,1.202599999999999972e-05,4.619399999999999852e-05,1.284221412500000099e+02,-5.348399999999999818e-05,1.026700000000000124e+01,1.345196850393700879e-03
3.278000000000000125e-05,6.098300000000000549e-06,1.405299999999999911e-05,2.126400888299999963e+02,1.521500000000000120e-04,1.700000000000000000e+01,3.131771653543306377e-04
3.725999999999999901e-05,1.091499999999999968e-05,1.807100000000000028e-05,3.199256879000000140e+02,5.181199999999999521e-04,2.557699999999999818e+01,2.817322834645669561e-04
4.152000000000000227e-05,8.321299999999999425e-06,1.003600000000000013e-05,4.453915908000000172e+02,7.256199999999999543e-04,3.560800000000000409e+01,6.750787401574805699e-05
4.538000000000000258e-05,2.763699999999999899e-06,1.807100000000000028e-05,5.631465450000000601e+02,1.340900000000000121e-03,4.502300000000000324e+01,6.026496062992126816e-04
4.911999999999999727e-05,1.165599999999999987e-05,2.610600000000000043e-05,6.635012826000000814e+02,9.495400000000000194e-04,5.304500000000000171e+01,5.688976377952756434e-04
5.229999999999999732e-05,7.950800000000000177e-06,1.003600000000000013e-05,7.243795598000000382e+02,1.577599999999999966e-03,5.791300000000000381e+01,8.209448818897637629e-05
5.523999999999999966e-05,7.209799999999999987e-06,2.610600000000000043e-05,7.597644963999999845e+02,2.445399999999999918e-03,6.074199999999999733e+01,7.439448818897638699e-04
5.800000000000000034e-05,8.321299999999999425e-06,1.405299999999999911e-05,7.806942142999999987e+02,2.901799999999999952e-03,6.241499999999999915e+01,2.256574803149606135e-04
6.067999999999999501e-05,1.313800000000000025e-05,3.414099999999999720e-05,7.966331724000000349e+02,3.588900000000000336e-03,6.368999999999999773e+01,8.268897637795273939e-04
6.334000000000000003e-05,1.054400000000000103e-05,8.636899999999999927e-05,8.108186203000000205e+02,6.825100000000000611e-03,6.482300000000000750e+01,2.985236220472441138e-03
6.595999999999998511e-05,1.239700000000000006e-05,7.029899999999999897e-05,8.237451377999999522e+02,8.367399999999998797e-03,6.585699999999999932e+01,2.279606299212598702e-03
6.857999999999999730e-05,1.869499999999999973e-05,8.636899999999999927e-05,8.335692911000001004e+02,9.821500000000000369e-03,6.664300000000000068e+01,2.664330708661417652e-03
7.119999999999999593e-05,1.239700000000000006e-05,1.104700000000000045e-04,8.399538667000000487e+02,1.330899999999999965e-02,6.715200000000000102e+01,3.861141732283464995e-03
7.381999999999999456e-05,1.091499999999999968e-05,1.426099999999999915e-04,8.450345501000000468e+02,1.564700000000000119e-02,6.756000000000000227e+01,5.184842519685038328e-03
7.643999999999999320e-05,1.462000000000000063e-05,1.225300000000000076e-04,8.523633234999999786e+02,1.755500000000000116e-02,6.814399999999999125e+01,4.248425196850393742e-03
7.906000000000000538e-05,6.468799999999999797e-06,1.667200000000000030e-04,8.630642318999999816e+02,2.194399999999999823e-02,6.900000000000000000e+01,6.309102362204724139e-03
8.168000000000000401e-05,1.387900000000000044e-05,1.868100000000000088e-04,8.763054819999999836e+02,2.395299999999999860e-02,7.005899999999999750e+01,6.808307086614173720e-03
8.429999999999998909e-05,2.017700000000000011e-05,2.068999999999999876e-04,8.891645568000000139e+02,2.743500000000000105e-02,7.108700000000000330e+01,7.351299212598425351e-03
8.692000000000000128e-05,1.610199999999999932e-05,2.671600000000000103e-04,9.012368001000000959e+02,3.212600000000000178e-02,7.205299999999999727e+01,9.884173228346457632e-03
8.953999999999999991e-05,1.832500000000000158e-05,3.033199999999999894e-04,9.139609894999999824e+02,3.805199999999999555e-02,7.306900000000000261e+01,1.122027559055117918e-02
9.215999999999999854e-05,1.462000000000000063e-05,3.153699999999999841e-04,9.271347969000000830e+02,4.277600000000000152e-02,7.412300000000000466e+01,1.184055118110236178e-02
9.477999999999999717e-05,1.943599999999999823e-05,3.836700000000000180e-04,9.403985279000000901e+02,4.773000000000000159e-02,7.518399999999999750e+01,1.433992125984252103e-02
9.739999999999999580e-05,1.869499999999999973e-05,4.198299999999999970e-04,9.549661510999999336e+02,5.260599999999999304e-02,7.634699999999999420e+01,1.579271653543307119e-02
1.000199999999999944e-04,1.721299999999999935e-05,4.559799999999999813e-04,9.698035450999999512e+02,5.821599999999999692e-02,7.753399999999999181e+01,1.727429133858267643e-02
1.026399999999999931e-04,1.536099999999999743e-05,5.202600000000000367e-04,9.847083817999999837e+02,6.416299999999999781e-02,7.872499999999999432e+01,1.987791338582677383e-02
1.052600000000000053e-04,1.980700000000000196e-05,5.644600000000000268e-04,9.988488679000000730e+02,7.045300000000000173e-02,7.985600000000000875e+01,2.144303149606299058e-02
1.078799999999999903e-04,1.980700000000000196e-05,6.327600000000000065e-04,1.012157560700000090e+03,7.706999999999999962e-02,8.092000000000000171e+01,2.413200787401574565e-02
1.104999999999999890e-04,2.277099999999999933e-05,6.648999999999999529e-04,1.023960033200000112e+03,8.273600000000000398e-02,8.186299999999999955e+01,2.528066929133858040e-02
1.157399999999999862e-04,1.869499999999999973e-05,8.014899999999999716e-04,1.049183602999999948e+03,9.639899999999999858e-02,8.387999999999999545e+01,3.081870078740157545e-02
1.183599999999999984e-04,2.536399999999999975e-05,8.135399999999999663e-04,1.060603900199999998e+03,1.013000000000000012e-01,8.479299999999999216e+01,3.103055118110235877e-02
