{'temperature':534.67, 'engineering_strain_rate':0.0001 }
time, displacement, load, engineering_strain, engineering_stress
4.952839999999997644e+01,1.903492499999999970e-06,2.361800000000000122e+00,7.613969999999999880e-06,1.891137313924857177e-01
6.150790000000000646e+01,5.635350000000000179e-06,7.175000000000000266e-01,2.254140000000000072e-05,5.745156333055656539e-02
7.200849999999996953e+01,6.647750000000000006e-06,4.335099999999999731e+00,2.659100000000000003e-05,3.471195431279383015e-01
8.700859999999994443e+01,2.249549999999999917e-06,1.375199999999999978e+00,8.998199999999999669e-06,1.101148291180228389e-01
5.351588999999999032e+02,2.663900000000000024e-05,3.788060000000000116e+01,1.065560000000000010e-04,3.033170299511471768e+00
5.381593000000000302e+02,7.747950000000000247e-05,4.643139999999999645e+01,3.099180000000000099e-04,3.717848805054221550e+00
5.411592000000000553e+02,4.884950000000000045e-05,5.202230000000000132e+01,1.953980000000000018e-04,4.165522596587055482e+00
5.441597999999999047e+02,5.871500000000000281e-05,6.221739999999999782e+01,2.348600000000000112e-04,4.981863270191735360e+00
5.471792000000000371e+02,8.182875000000000153e-05,6.550620000000000687e+01,3.273150000000000061e-04,5.245203620688648094e+00
5.501591000000000804e+02,6.795524999999999960e-05,7.603029999999999688e+01,2.718209999999999984e-04,6.087887937966849350e+00
5.531787999999999101e+02,8.264599999999999442e-05,8.786990000000000123e+01,3.305839999999999777e-04,7.035906794006511866e+00
5.561592000000000553e+02,8.656900000000000413e-05,1.108911999999999978e+02,3.462760000000000165e-04,8.879265225925315974e+00
5.591591000000000804e+02,8.157850000000000507e-05,1.084247000000000014e+02,3.263140000000000203e-04,8.681767970239157250e+00
5.621588999999999032e+02,9.081274999999999547e-05,1.161533000000000015e+02,3.632509999999999819e-04,9.300611388157680182e+00
5.651590999999998530e+02,1.292475000000000123e-04,1.314461000000000013e+02,5.169900000000000493e-04,1.052513440934449029e+01
5.681598999999998796e+02,1.363240000000000046e-04,1.450945000000000107e+02,5.452960000000000185e-04,1.161798725528284315e+01
5.711594999999999800e+02,1.572505000000000083e-04,1.506853999999999871e+02,6.290020000000000333e-04,1.206566104681567531e+01
5.741588999999999032e+02,1.379569999999999939e-04,1.651560000000000059e+02,5.518279999999999757e-04,1.322434898037825768e+01
5.771589999999998781e+02,1.516795000000000036e-04,1.737067999999999870e+02,6.067180000000000142e-04,1.390902748592100657e+01
5.831792000000000371e+02,1.684827500000000023e-04,1.929461000000000013e+02,6.739310000000000092e-04,1.544955412339219514e+01
5.861593000000000302e+02,1.736329999999999959e-04,2.121853999999999871e+02,6.945319999999999836e-04,1.699008076086338193e+01
5.891789999999998599e+02,1.786497500000000017e-04,2.148163999999999874e+02,7.145990000000000068e-04,1.720074983838629734e+01
5.921594000000000051e+02,1.947384999999999991e-04,2.329046999999999912e+02,7.789539999999999962e-04,1.864911375893279200e+01
5.951596999999999298e+02,2.021690000000000086e-04,2.508284999999999911e+02,8.086760000000000346e-04,2.008430585764251575e+01
6.551987999999998920e+02,6.613600000000000511e-04,4.624610999999999876e+02,2.645440000000000205e-03,3.703012289138516167e+01
7.151986999999999171e+02,1.888762499999999947e-03,5.877635000000000218e+02,7.555049999999999787e-03,4.706331978207607847e+01
7.751987999999998920e+02,3.783724999999999936e-03,6.362729000000000497e+02,1.513489999999999974e-02,5.094755792315942244e+01
8.351992000000000189e+02,5.878399999999999771e-03,6.759026999999999816e+02,2.351359999999999909e-02,5.412078992939954247e+01
8.951989999999998417e+02,8.088049999999999407e-03,6.985952999999999520e+02,3.235219999999999763e-02,5.593782873920439869e+01
9.551990999999998166e+02,1.032907500000000006e-02,7.189856999999999516e+02,4.131630000000000025e-02,5.757052610078681454e+01
1.015199399999999969e+03,1.257462500000000073e-02,7.398695000000000164e+02,5.029850000000000293e-02,5.924273092069299196e+01
1.075198699999999917e+03,1.477454999999999914e-02,7.648641999999999825e+02,5.909819999999999657e-02,6.124410317153377292e+01
1.135198699999999917e+03,1.702839999999999909e-02,7.719351000000000340e+02,6.811359999999999637e-02,6.181028332366482658e+01
1.195198899999999867e+03,1.925529999999999950e-02,7.862413000000000238e+02,7.702119999999999800e-02,6.295580744257717498e+01
1.255198899999999867e+03,2.147639999999999966e-02,8.102494000000000369e+02,8.590559999999999863e-02,6.487818079114349246e+01
1.315198999999999842e+03,2.370657500000000056e-02,8.252133999999999787e+02,9.482630000000000225e-02,6.607637618302983640e+01
1.375198799999999892e+03,2.596174999999999872e-02,8.423150000000000546e+02,1.038469999999999949e-01,6.744573319411533419e+01
1.435199499999999944e+03,2.819674999999999959e-02,8.638565999999999576e+02,1.127869999999999984e-01,6.917060928699548583e+01
1.555199200000000019e+03,3.269849999999999840e-02,8.793138000000000147e+02,1.307939999999999936e-01,7.040829612283253880e+01
1.615199299999999994e+03,3.496250000000000052e-02,8.965798999999999523e+02,1.398500000000000021e-01,7.179082495575480038e+01
1.675179800000000114e+03,3.724025000000000252e-02,8.962510999999999513e+02,1.489610000000000101e-01,7.176449732645431823e+01
1.735199699999999893e+03,3.949949999999999989e-02,9.133527000000000271e+02,1.579979999999999996e-01,7.313385433753983023e+01
1.795198799999999892e+03,4.181100000000000094e-02,9.242056999999999789e+02,1.672440000000000038e-01,7.400287429130503369e+01
1.855198999999999842e+03,4.408449999999999869e-02,9.307833000000000538e+02,1.763379999999999947e-01,7.452955499229885561e+01
1.915198999999999842e+03,4.637550000000000006e-02,9.368674999999999500e+02,1.855020000000000002e-01,7.501672823496892306e+01
1.975199199999999792e+03,4.866100000000000286e-02,9.465694999999999482e+02,1.946440000000000115e-01,7.579358547180942196e+01
2.035198999999999842e+03,5.096799999999999942e-02,9.556136000000000195e+02,2.038719999999999977e-01,7.651776342848940260e+01
2.095199800000000323e+03,5.327599999999999697e-02,9.621911999999999807e+02,2.131039999999999879e-01,7.704444412948322451e+01
2.155199000000000069e+03,5.560799999999999771e-02,9.738663999999999987e+02,2.224319999999999908e-01,7.797929917087266460e+01
2.215199200000000019e+03,5.796049999999999813e-02,9.732086000000000467e+02,2.318419999999999925e-01,7.792662789789866906e+01
2.275179700000000139e+03,6.028150000000000175e-02,9.850481999999999516e+02,2.411260000000000070e-01,7.887464675393832181e+01
2.335179800000000341e+03,6.263225000000000042e-02,9.880081000000000131e+02,2.505290000000000017e-01,7.911165146794823499e+01
2.395199500000000171e+03,6.499375000000000291e-02,1.000834399999999960e+03,2.599750000000000116e-01,8.013867723344888816e+01
2.455179900000000089e+03,6.736449999999999383e-02,9.995189000000000306e+02,2.694579999999999753e-01,8.003334269468743400e+01
2.515199500000000171e+03,6.974900000000000544e-02,1.000998799999999960e+03,2.789960000000000218e-01,8.015184104809912924e+01
2.575199500000000171e+03,7.215000000000000580e-02,1.011194100000000049e+03,2.886000000000000232e-01,8.096819773607685988e+01
2.635199600000000373e+03,7.456200000000000327e-02,1.028624600000000100e+03,2.982480000000000131e-01,8.236389038364937676e+01
2.755199600000000373e+03,7.941199999999999648e-02,1.025664700000000039e+03,3.176479999999999859e-01,8.212688566963944936e+01
2.815199399999999969e+03,8.186749999999999583e-02,1.037833200000000033e+03,3.274699999999999833e-01,8.310124016216609277e+01
2.875179800000000341e+03,8.433100000000000318e-02,1.035695500000000038e+03,3.373240000000000127e-01,8.293007053578041621e+01
2.935199399999999969e+03,8.680999999999999828e-02,1.042766399999999976e+03,3.472399999999999931e-01,8.349625068791146987e+01
2.995199500000000171e+03,8.929225000000000356e-02,1.042273100000000113e+03,3.571690000000000142e-01,8.345675123677425233e+01
3.055199100000000271e+03,9.176824999999999566e-02,1.054112699999999904e+03,3.670729999999999826e-01,8.440477009281389087e+01
3.115199300000000221e+03,9.432999999999999718e-02,1.049837299999999914e+03,3.773199999999999887e-01,8.406243084004252353e+01
3.175199200000000019e+03,9.685675000000000534e-02,1.057072599999999966e+03,3.874270000000000214e-01,8.464177480682381827e+01
3.235199000000000069e+03,9.942075000000000218e-02,1.059210399999999936e+03,3.976830000000000087e-01,8.481295244039601755e+01
3.295198900000000322e+03,1.019837499999999980e-01,1.055757100000000037e+03,4.079349999999999921e-01,8.453644026806236411e+01
3.355198600000000170e+03,1.045567500000000039e-01,1.061841400000000021e+03,4.182270000000000154e-01,8.502362151791894007e+01
3.415179700000000139e+03,1.071725000000000039e-01,1.062005799999999908e+03,4.286900000000000155e-01,8.503678533256916694e+01
3.475179700000000139e+03,1.098017500000000035e-01,1.067267900000000054e+03,4.392070000000000141e-01,8.545813149480154891e+01
3.535179700000000139e+03,1.124507500000000021e-01,1.069405600000000049e+03,4.498030000000000084e-01,8.562930112118723969e+01
3.595198900000000322e+03,1.151067499999999938e-01,1.070721099999999979e+03,4.604269999999999752e-01,8.573463565994869384e+01
3.655198699999999917e+03,1.177924999999999944e-01,1.072858799999999974e+03,4.711699999999999777e-01,8.590580528633437041e+01
3.715198900000000322e+03,1.205182499999999934e-01,1.068747800000000097e+03,4.820729999999999738e-01,8.557662984821325836e+01
3.775199000000000524e+03,1.232572499999999988e-01,1.075325399999999945e+03,4.930289999999999950e-01,8.610331054920706606e+01
3.835179600000000391e+03,1.260060000000000069e-01,1.070885500000000093e+03,5.040240000000000276e-01,8.574779947459893492e+01
3.945199099999999817e+03,1.311460000000000126e-01,1.077134199999999964e+03,5.245840000000000503e-01,8.624814453910575196e+01
4.005179900000000089e+03,1.339742499999999892e-01,1.075983199999999897e+03,5.358969999999999567e-01,8.615598182218106160e+01
4.065199700000000121e+03,1.368237499999999940e-01,1.063485799999999927e+03,5.472949999999999759e-01,8.515529169316739910e+01
4.125199599999999919e+03,1.397355000000000125e-01,1.061841400000000021e+03,5.589420000000000499e-01,8.502362151791894007e+01
4.185199200000000019e+03,1.426399999999999890e-01,1.062992500000000064e+03,5.705599999999999561e-01,8.511579224203018157e+01
4.245199099999999817e+03,1.455865000000000076e-01,1.069569999999999936e+03,5.823460000000000303e-01,8.564246493583745234e+01
4.305199200000000019e+03,1.485754999999999992e-01,1.059374800000000050e+03,5.943019999999999969e-01,8.482611625504625863e+01
4.365179700000000594e+03,1.515465000000000007e-01,1.066939000000000078e+03,6.061860000000000026e-01,8.543179585831455825e+01
4.425199000000000524e+03,1.545657500000000018e-01,1.062005799999999908e+03,6.182630000000000070e-01,8.503678533256916694e+01
