{'temperature':534.67, 'engineering_strain_rate':0.0001 }
time, displacement, load, engineering_strain, engineering_stress
1.049990000000070722e+01,1.287152499999999998e-06,1.527020000000000088e+01,5.148609999999999991e-06,1.236402204875173272e+00
1.699990000000070722e+01,1.141022500000000052e-06,1.477679999999999971e+01,4.564090000000000207e-06,1.196452443386429643e+00
2.050000000000000000e+01,5.134800000000000372e-06,2.151879999999999882e+01,2.053920000000000149e-05,1.742340752987379116e+00
2.399990000000070722e+01,5.340175000000000079e-06,2.957639999999999958e+01,2.136070000000000031e-05,2.394750964117697833e+00
2.699990000000070722e+01,1.050822500000000051e-05,3.697610000000000241e+01,4.203290000000000205e-05,2.993892127652872492e+00
2.999990000000070722e+01,1.509045000000000051e-05,4.421139999999999759e+01,6.036180000000000202e-05,3.579722101912105270e+00
3.299990000000070722e+01,1.302377500000000051e-05,5.226899999999999835e+01,5.209510000000000204e-05,4.232132313042423988e+00
3.599979999999959546e+01,1.679142500000000161e-05,5.966870000000000118e+01,6.716570000000000645e-05,4.831273476577598203e+00
3.899979999999959546e+01,2.522875000000000134e-05,6.756180000000000518e+01,1.009150000000000053e-04,5.470364401601516491e+00
4.199990000000070722e+01,2.926275000000000032e-05,7.578379999999999939e+01,1.170510000000000013e-04,6.136085802007777090e+00
4.799990000000070722e+01,3.683100000000000024e-05,9.387210000000000321e+01,1.473240000000000010e-04,7.600664786071089196e+00
5.099990000000070722e+01,4.990750000000000286e-05,1.022584999999999980e+02,1.996300000000000114e-04,8.279697375753290345e+00
5.399990000000070722e+01,5.438800000000000172e-05,1.122892999999999972e+02,2.175520000000000069e-04,9.091874245516743613e+00
5.699979999999959546e+01,5.529825000000000202e-05,1.226488999999999976e+02,2.211930000000000081e-04,9.930673493832079757e+00
5.999979999999959546e+01,5.943750000000000140e-05,1.323507999999999925e+02,2.377500000000000056e-04,1.071621988821319071e+01
6.299990000000070722e+01,6.549375000000000292e-05,1.425460999999999956e+02,2.619750000000000117e-04,1.154171604408304397e+01
6.599979999999959546e+01,7.151849999999999635e-05,1.527412999999999954e+02,2.860739999999999854e-04,1.236720410312243956e+01
6.899979999999959546e+01,7.467724999999999385e-05,1.635943000000000040e+02,2.987089999999999754e-04,1.324595311292651978e+01
1.099996000000010099e+02,2.248429999999999884e-04,3.150428999999999746e+02,8.993719999999999536e-04,2.550848948869488453e+01
1.699994999999998981e+02,1.200714999999999985e-03,4.760289999999999964e+02,4.802859999999999942e-03,3.854326106956843034e+01
