{'temperature':533.0699999999999, 'direction':'R33' }
time,displacement,load,engineering_strain,engineering_stress
5.1440841e+03,0.0165,156.2498,1.65e-05,3.2477245051233177
5144.5841,0.0741,174.3416,7.41e-05,3.623770952554227
5145.5841,0.1645,212.8276,0.00016450000000000001,4.423720298436115
5146.5841,0.1974,251.9715,0.0001974,5.237344400713986
5147.5841,0.255,290.7865,0.000255,6.044132164067037
5148.5841,0.3866,329.9304,0.0003866,6.857756266344906
5149.584,0.4195,366.7718,0.0004195,7.62352183905636
5150.584,0.477,398.679,0.000477,8.286727778071134
5151.584,0.5675,429.2705,0.0005675,8.922586282840292
5152.584,0.5839,451.9674,0.0005838999999999999,9.394351867950377
5153.584,0.6744,472.3617,0.0006744,9.8182568449477
5154.584,0.6826,486.1772,0.0006826,10.10541841507791
5155.584,0.7073,496.0454,0.0007073,10.310533525378581
5156.5639,0.7073,499.0059,0.0007073,10.37206888988732
5157.5839,0.7073,496.0454,0.0007073,10.310533525378581
5158.5839,0.6991,486.1772,0.0006991,10.10541841507791
5159.584,0.6909,472.3617,0.0006908999999999999,9.8182568449477
5160.5839,0.6086,449.9937,0.0006086,9.353327598762435
5161.5838,0.5593,424.0074,0.0005593,8.813190310218795
5162.5839,0.5017,394.7317,0.0005017,8.204681318241596
5163.5838,0.4441,361.8377,0.0004441,7.520964283906024
5164.5838,0.3701,324.3384,0.0003701,6.7415239547985895
5165.5838,0.2797,286.8392,0.0002797,5.9620857042374995
5166.5838,0.2057,247.3664,0.00020569999999999999,5.141625263034811
5167.5838,0.1234,210.1961,0.0001234,4.369023351398539
5168.5837,0.0659,172.039,6.59e-05,3.5759103444414677
5180.5835,0.0001,47.0416,1.0000000000000001e-07,0.9777814568736028
5182.0835,0.0988,87.5013,9.88e-05,1.8187550719434327
5183.0835,0.1481,121.0532,0.00014810000000000002,2.5161468626749857
5184.0835,0.181,155.9209,0.00018099999999999998,3.2408881661984994
5185.0835,0.2797,193.0912,0.0002797,4.0134900778347715
5186.0835,0.3701,230.9193,0.0003701,4.799764667320681
5187.0834,0.4359,269.0764,0.0004359,5.5928776742777515
5188.0834,0.5264,309.8651,0.0005264,6.440689706818744
5189.0834,0.6415,347.3643,0.0006414999999999999,7.220127957379835
5190.0834,0.6909,382.5609,0.0006908999999999999,7.951705599828166
5191.0834,0.7484,413.1524,0.0007484,8.587564104597323
5192.0834,0.7978,440.7834,0.0007978,9.161887244857743
5193.0633,0.8635,463.1514,0.0008635,9.626816491043009
5194.0833,0.9376,482.2299,0.0009376,10.023371955248372
5195.0833,0.9047,494.4007,0.0009046999999999999,10.276347673661801
5196.0633,0.9211,498.348,0.0009211,10.35839413349134
5197.0633,0.9047,497.0322,0.0009046999999999999,10.331044620699378
5198.0833,0.9293,493.7428,0.0009293,10.26267291726582
5199.0632,0.8882,480.2563,0.0008882,9.982349764606775
5200.0632,0.8307,461.8356,0.0008307,9.599466978251048
5201.0832,0.7895,439.4676,0.0007894999999999999,9.134537732065784
5202.0832,0.7566,412.8234,0.0007566000000000001,8.580725687126163
5203.0832,0.6909,378.9426,0.0006908999999999999,7.876497557469792
5204.0832,0.6168,344.0749,0.0006168,7.151756253946278
5205.0831,0.5428,305.5888,0.0005428,6.351804829518044
5206.0831,0.4441,268.0896,0.0004441,5.572366578956954
5207.0831,0.3866,228.2878,0.0003866,4.745067720283104
5208.0631,0.2879,192.7622,0.0002879,4.00665166036361
5209.0831,0.2057,153.9473,0.00020569999999999999,3.1998659755569028
5210.0831,0.1645,117.1059,0.00016450000000000001,2.4341004028454485
5211.0831,0.0905,87.5013,9.049999999999999e-05,1.8187550719434327
5212.0831,0.0576,59.5413,5.76e-05,1.2375935142118517
5213.083,0.0001,35.8576,1.0000000000000001e-07,0.7453168337809704
5220.0829,0.0165,38.1602,1.65e-05,0.7931774418937294
5221.0829,0.0412,60.5282,4.12e-05,1.258106688078994
5222.0829,0.0988,89.8039,9.88e-05,1.8666156800561913
5223.1029,0.1563,121.3822,0.0001563,2.522985280146148
5224.0828,0.2057,157.2367,0.00020569999999999999,3.26823767899046
5225.0828,0.2797,191.7754,0.0002797,3.9861405650428114
5226.0628,0.3619,230.9193,0.0003619,4.799764667320681
5227.0828,0.4606,271.0501,0.00046060000000000003,5.633901943465692
5228.0828,0.5675,309.5361,0.0005675,6.433851289347581
5229.0828,0.6251,347.0353,0.0006251,7.213289539908672
5230.0828,0.6991,380.2583,0.0006991,7.903844991715407
5231.0828,0.732,412.8234,0.000732,8.580725687126163
5232.0827,0.8142,440.4545,0.0008142000000000001,9.155050905932924
5233.0827,0.8553,463.4803,0.0008552999999999999,9.633652829967826
5234.0827,0.8882,480.9141,0.0008882,9.996022442456411
5235.0626,0.9705,492.4271,0.0009705,10.235325483020205
5236.0627,0.9376,499.6638,0.0009376,10.3857436462833
5237.0827,0.9293,499.9927,0.0009293,10.392579985208119
5238.0826,0.9047,492.756,0.0009046999999999999,10.242161821945023
5239.0626,0.8964,480.5852,0.0008964,9.989186103531592
5240.0826,0.8471,462.4935,0.0008470999999999999,9.613141734647028
5241.0626,0.7813,438.1519,0.0007813,9.107190297820168
5242.0825,0.7566,410.8498,0.0007566000000000001,8.539703496484567
5243.0625,0.6744,378.9426,0.0006744,7.876497557469792
5244.0625,0.5839,344.4038,0.0005838999999999999,7.158592592871095
5245.0625,0.5593,305.9178,0.0005593,6.358643246989207
5246.0825,0.4688,267.4317,0.0004688,5.558691822560974
5247.0826,0.3455,227.6299,0.0003455,4.7313929638871235
5248.0625,0.2797,192.1044,0.0002797,3.9929789825139737
