{'temperature':671.67, 'direction':'R22' }
time,displacement,load,engineering_strain,engineering_stress,temperature,true_stress,true_strain,plastic_strain
9.3418330078125e+03,0.0011776166044058,12.6573436296405,-0.0002727446824458,0.259100591052687,215.894213867187,0.2590299227449006,-0.0002727818840411712,-0.00027278188779522806
9343.3271484375,0.0011729190284642,12.4734248660449,-0.0002820872214783,0.26595320652346,215.991236877441,0.2658781845230648,-0.00028212701556230493,-0.00028212701941561193
9344.771484375,0.0011902309378506,20.3551143771229,-0.0002476572960907,0.428038029081328,215.979536437988,0.42793202234217337,-0.0002476879682230405,-0.0002476879744249539
9346.166015625,0.0012556860541033,29.7456987644554,-0.0001174801608873,0.628472553993718,215.786135864257,0.6283987209407388,-0.00011748706222192623,-0.00011748707132915407
9347.5107421875,0.0012923332479393,41.5782829883638,-4.45962217863055e-05,0.88433093435278,215.991868591308,0.8842914965417787,-4.459721622738385e-05,-4.4597229043202644e-05
9348.755859375,0.0013441089909674,66.6461232635455,5.83753759478603e-05,1.41175364620441,216.038285827636,1.4118360578733191,5.837367217181917e-05,5.837365171042703e-05
9350.0009765625,0.001374752230724,94.1246326184397,0.0001193186511759,1.98324510585339,215.954885864257,1.9834817440220032,0.00011931153327180467,0.00011931150452569243
9351.1962890625,0.0014316136962514,124.459315994867,0.0002324047338166,2.61741356437896,215.887718200683,2.6180218637472383,0.00023237773202002581,0.00023237769407767996
9352.341796875,0.001483082216266,159.278357377303,0.0003347653264217,3.34812703059927,215.994876098632,3.349247867544867,0.0003347093050120744,0.0003347092564722502
9353.4375,0.0015216008207749,199.559361451629,0.0004113711270691,4.19584714179683,215.955874633788,4.197573192333096,0.0004112865371646904,0.0004112864763302963
9354.533203125,0.0015621213162204,239.196989883071,0.000491958288411,5.0264859498186,216.077136230468,5.028958771485104,0.0004918373166060812,0.0004918372437226207
9355.5791015625,0.001619833123487,283.237972927236,0.0006067355307028,5.93856667563795,215.970005798339,5.942169815379249,0.0006065515411190369,0.0006065514550006338
9356.625,0.0016540139395648,326.673437254422,0.0006747143377184,6.84625450280157,215.92169342041,6.850873769323218,0.000674486820333355,0.0006744867210453294
9357.6708984375,0.0016958335085449,371.707728953913,0.000757885096506,7.79360183605857,216.025184631347,7.799508491320094,0.000757598046620961,0.000757597933584606
9358.6669921875,0.0017674100254369,421.857192498865,0.0009002364733007,8.83623872095128,215.97713317871,8.844193426082862,0.0008998315034742037,0.0008998313752974873
9359.712890625,0.0018060891879869,467.562919795381,0.0009771615917802,9.7906569585615,215.977778625488,9.800224013418386,0.0009766844801767525,0.0009766843381445204
9360.7587890625,0.0018528936472978,515.224336707375,0.0010702463004577,10.786889730419,215.90237121582,10.79843436036179,0.0010696739951878901,0.0010696738386888414
9361.8046875,0.0019190822316399,563.100902803195,0.0012018821569974,11.7821960205074,215.888102722167,11.796356833005733,0.001201160474831204,0.0012011603038695109
9362.8134765625,0.0019454136071451,608.349575296571,0.0012542499966021,12.7363223374629,216.027615356445,12.752296871266893,0.001253464082162002,0.0012534638973461052
9363.833984375,0.0020030108324021,658.594483849348,0.0013687993581931,13.7826674036455,215.964677429199,13.801533111763801,0.0013678634063410233,0.0013678632063188043
9364.79296875,0.0020539880820502,709.686322773456,0.0014701829122933,14.8421984919893,215.93314666748,14.864019240706419,0.0014691032514653174,0.0014691030360447486
9365.8388671875,0.0021134856499375,757.993571431899,0.0015885116753077,15.8533665557228,215.895079040527,15.87854981600116,0.0015872513251803673,0.0015872510950564569
9366.8349609375,0.0021712006082094,806.879417716845,0.0017032951843188,16.8722676990399,215.884504699706,16.90100615409246,0.0017018462221831364,0.0017018459772410181
9367.7900390625,0.0022254242526466,859.599639583537,0.0018111351683754,17.9740461306326,215.895436096191,18.006599560799195,0.0018094970406918628,0.0018094967797266518
9368.8271484375,0.0022705914782668,907.972146502074,0.0019009637466889,18.9764836252867,215.996839904785,19.012557236155615,0.0018991592016603383,0.0018991589261160304
9369.7939453125,0.0023222145407669,960.672719540244,0.0020036316933892,20.0727392336817,215.850378417968,20.112957614052867,0.002001627100604902,0.0020016268091127627
9370.8193359375,0.0023729097754437,1009.89907233959,0.0021044543761144,21.1028471996631,215.761361694335,21.147257183078533,0.002102243113794149,0.002102242807312161
9371.7802734375,0.002427465707709,1060.46297248839,0.0022129552142035,22.1517801030012,215.8575881958,22.200801004998485,0.0022105102352349207,0.0022105099134841814
9372.7421875,0.0024833871710744,1115.06574971356,0.0023241718205448,23.2930095259339,215.881826782226,23.34714648750366,0.002321475110822075,0.002321474772457633
9373.7451171875,0.0025435069192743,1165.26861635949,0.0024437379757647,24.3378375063972,215.833116149902,24.397312809853066,0.0024407569037690822,0.0024407565501848387
9375.7001953125,0.0026463686216321,1270.43814775325,0.0026483093294139,26.5346294747187,215.8611038208,26.604901388279593,0.0026448087373334398,0.0026448083517551586
9376.6962890625,0.0027086362096033,1320.35155093094,0.002772147108371,27.5756343090012,215.916694641113,27.652078031226317,0.002768311794976097,0.002768311394221343
9377.642578125,0.0027631110750967,1373.20580195756,0.0028804867208642,28.676535851523,215.80310974121,28.759138240154975,0.0028763460684801427,0.002876345651681038
9378.638671875,0.0028166119935079,1424.38540199007,0.0029868893474003,29.7511126882068,215.901986694335,29.839975978285608,0.0029824374560816626,0.0029824370236182425
9379.5849609375,0.0028638209273129,1477.65129048574,0.0030807784749518,30.8633191116822,215.835203552245,30.95840217003456,0.003076042601238064,0.0030760421525655684
9380.5693359375,0.0029270802225778,1532.06888573483,0.0032065885613746,31.9973125091191,215.813711547851,32.09991473526161,0.003201458420182799,0.0032014579549666435
9381.5693359375,0.0030036507963613,1582.18744902711,0.0033588721185153,33.0410765007868,215.894186401367,33.152057261923765,0.0033532437074483127,0.003353243226983715
