{'temperature':533.0699999999999, 'direction':'R22' }
time,displacement,load,engineering_strain,engineering_stress
3.42692016e+04,0.0001,65.1333,1.0000000000000001e-07,1.3648324945027346
34270.2217,0.0576,93.7512,5.76e-05,1.964504856327328
34271.1816,0.1152,126.3163,0.0001152,2.6468886241808067
34272.2016,0.1645,162.4997,0.00016450000000000001,3.4050918793757723
34273.2216,0.2715,201.9726,0.00027150000000000004,4.232224798669851
34274.1816,0.329,240.7875,0.00032900000000000003,5.045569689699081
34276.2216,0.4606,319.7333,0.00046060000000000003,6.699835528287238
34277.1815,0.5511,354.601,0.0005511,7.430469013287583
34278.2015,0.6168,389.1397,0.0006168,8.154208484155504
34279.2015,0.6826,418.7444,0.0006826,8.774558697487318
34280.1815,0.7566,445.3886,0.0007566000000000001,9.332873260852447
34282.2015,0.8718,483.2167,0.0008718,10.125540300374455
34283.1814,0.88,492.756,0.00088,10.325431087649319
34284.2014,0.88,499.6638,0.00088,10.470180239089919
34285.2014,0.8553,494.4007,0.0008552999999999999,10.359894871976364
34286.1815,0.8718,486.8351,0.0008718,10.201361883160967
34288.2014,0.7813,453.941,0.0007813,9.512084101175063
34289.1813,0.732,431.2441,0.000732,9.03648303928385
34290.2013,0.6662,400.3237,0.0006662,8.388563055757412
34291.2013,0.6004,367.4296,0.0006004000000000001,7.69928527377151
34292.1813,0.5264,332.8909,0.0005264,6.975545802903588
34294.2213,0.3455,254.603,0.0003455,5.335065897135255
34295.1812,0.2879,218.7485,0.0002879,4.583754560627689
34296.2012,0.2221,180.2625,0.0002221,3.7773015882858565
34297.2012,0.1399,141.1186,0.00013989999999999999,2.9570626831242017
34298.1812,0.0988,108.5535,9.88e-05,2.274678915270723
34310.201,0.0741,95.3959,7.41e-05,1.9989686406543719
34311.201,0.1152,128.6188,0.0001152,2.6951362458826487
34312.201,0.2057,164.1444,0.00020569999999999999,3.439555663702816
34313.201,0.2386,201.9726,0.0002386,4.232224798669851
34314.2009,0.3455,242.1033,0.0003455,5.073141555338727
34316.2009,0.5017,319.0754,0.0005017,6.6860495954674155
34317.2009,0.5757,355.5878,0.0005757,7.451146864794805
34318.1809,0.6415,388.4818,0.0006414999999999999,8.140422551335684
34319.2009,0.6909,419.7312,0.0006908999999999999,8.795236548994541
34320.2009,0.7402,445.0596,0.0007402,9.325979246720022
34322.2008,0.8307,484.2035,0.0008307,10.146218151881676
34323.2008,0.8964,492.0981,0.0008964,10.311645154829497
34324.1808,0.8471,498.0191,0.0008470999999999999,10.435716454762876
34325.2008,0.8389,495.7165,0.0008389,10.387466737616009
34326.2008,0.8635,487.8219,0.0008635,10.222039734668188
34328.2007,0.7731,455.5857,0.0007731,9.546547885502108
34329.2007,0.6909,429.9284,0.0006908999999999999,9.008913269089229
34330.1807,0.6497,401.9684,0.0006497,8.423026840084455
34331.2007,0.5839,369.0744,0.0005838999999999999,7.73375115354358
34332.2007,0.5182,332.233,0.0005182,6.961759870083767
34334.2006,0.3701,253.6162,0.0003701,5.314388045628034
34335.2006,0.2879,215.7881,0.0002879,4.5217210061060245
34336.1806,0.2221,180.2625,0.0002221,3.7773015882858565
34337.2006,0.1481,141.4475,0.00014810000000000002,2.9639546018116008
34338.2006,0.0659,107.2377,6.59e-05,2.247107049631078
34350.7004,0.0823,111.8429,8.23e-05,2.3436064839248107
34351.7003,0.1234,146.0527,0.0001234,3.0604540361053334
34352.7003,0.2221,183.5519,0.0002221,3.846229156939944
34353.7203,0.3208,223.0248,0.0003208,4.673362076234023
34354.7003,0.3537,260.8529,0.00035370000000000003,5.466029115756032
34356.7003,0.5428,336.8382,0.0005428,7.058259304377499
34357.7003,0.5922,372.3638,0.0005922,7.802678722197668
34358.7002,0.658,404.9289,0.0006580000000000001,8.485062490051146
34359.6803,0.7155,433.2178,0.0007155,9.077840837743315
34360.6802,0.7402,457.5594,0.0007402,9.587905683961576
34362.6802,0.7895,488.8087,0.0007894999999999999,10.24271758617541
34363.6802,0.8553,495.7165,0.0008552999999999999,10.387466737616009
34364.7002,0.8553,499.0059,0.0008552999999999999,10.456394306270097
34365.7001,0.8224,492.756,0.0008224,10.325431087649319
34366.6801,0.7978,481.901,0.0007978,10.097970530179836
34368.7001,0.732,442.757,0.000732,9.277729529573156
34369.6801,0.6826,416.4418,0.0006826,8.726308980340454
34370.7001,0.6086,386.1793,0.0006086,8.09217492963384
34371.7001,0.5099,349.6669,0.0005099,7.327077660306451
34372.68,0.4195,314.4702,0.0004195,6.589550161173682
34374.7,0.2961,237.1692,0.0002961,4.969750202357595
34375.68,0.2139,199.0121,0.0002139,4.1701891487031615
34376.72,0.1317,158.8814,0.0001317,3.329272392034286
34377.72,0.0659,124.6716,6.59e-05,2.612424839853763
34378.6799,0.0165,92.4354,1.65e-05,1.936932990687683
34397.2996,0.4524,303.6152,0.00045240000000000005,6.362089603704199
34398.0396,0.8553,504.2689,0.0008552999999999999,10.566677577938627
34398.7996,1.2336,711.5015,0.0012336,14.909122784926257
34399.5396,1.5954,893.7347,0.0015953999999999999,18.72771930832083
34400.2996,1.9819,1076.9546,0.0019819,22.5669915877776
34401.7996,2.6645,1420.3689,0.0026644999999999998,29.763049452447596
34402.5396,2.9852,1568.3923,0.0029852,32.86479842366165
34403.2996,3.347,1719.7052,0.003347,36.03547705897481
34404.0395,3.5855,1859.1762,0.0035855,38.95801518986624
34404.7995,3.972,1979.2397,0.003972,41.47387982752055
34406.3195,5.0822,2044.0411,0.0050822,42.83175753998513
34407.0395,5.6496,2054.2383,0.0056496,43.045434260079816
34407.8196,6.3404,2060.8171,0.0063403999999999995,43.183289397388
34408.5394,6.9736,2064.4355,0.0069736,43.259110980174505
34409.2994,7.6808,2068.3828,0.0076808,43.34182448164841
34410.7994,9.0542,2071.0143,0.0090542,43.39696611748268
34411.5394,9.7449,2073.3169,0.009744899999999999,43.44521583462954
34412.2994,10.4522,2073.3169,0.0104522,43.44521583462954
34413.0394,11.11,2073.6458,0.01111,43.452107753316945
34413.7994,11.7926,2076.6063,0.0117926,43.51414340328363
34415.2994,13.1824,2079.8957,0.013182399999999999,43.58307097193772
34416.0393,13.8649,2079.5668,0.013864900000000001,43.57617905325033
34416.7993,14.5557,2080.2246,0.0145557,43.589962890625124
34417.5393,15.2547,2081.8694,0.0152547,43.62442877039719
34418.2993,15.9126,2083.5141,0.0159126,43.65889255472423
34419.7993,17.2612,2085.8166,0.017261199999999997,43.70714017642608
34420.5393,17.9191,2089.435,0.0179191,43.78296175921258
34421.2993,18.5688,2089.435,0.0185688,43.78296175921258
34422.0392,19.2349,2090.0929,0.0192349,43.79674769203241
34422.7992,19.8928,2091.4086,0.019892800000000002,43.824317462227036
34424.2992,21.1756,2092.7244,0.0211756,43.85188932786668
34425.0392,21.8006,2095.3559,0.0218006,43.90703096370093
34425.7992,22.4832,2097.6585,0.022483200000000002,43.95528068084781
34426.5392,23.0835,2097.6585,0.0230835,43.95528068084781
34427.2991,23.7249,2098.6454,0.0237249,43.97596062780004
34428.7991,25.0242,2101.2769,0.0250242,44.03110226363431
34429.5391,25.5917,2101.9348,0.0255917,44.04488819645414
34430.2991,26.2578,2104.8952,0.0262578,44.1069217509758
34431.0391,26.891,2106.8689,0.026890999999999998,44.148279549435266
34431.8191,27.5571,2106.8689,0.027557099999999998,44.148279549435266
34433.299,28.8153,2111.1451,0.028815300000000002,44.237884969596585
34434.039,29.4649,2112.1319,0.0294649,44.2585628211038
34434.8191,30.1557,2113.4477,0.0301557,44.286134686743445
34435.539,30.6985,2114.4345,0.0306985,44.30681253825066
34436.299,31.3975,2116.0792,0.0313975,44.34127632257771
34437.8191,32.6228,2118.7108,0.0326228,44.39642005385699
34438.539,33.2642,2119.6976,0.0332642,44.417097905364216
34439.319,33.881,2121.0134,0.033881,44.444669771003866
34440.0389,34.4977,2122.987,0.0344977,44.48602547401831
34440.8191,35.1803,2124.9607,0.035180300000000005,44.52738327247778
34442.3189,36.4385,2126.2764,0.0364385,44.5549530426724
34443.0389,37.0388,2127.2632,0.037038800000000004,44.57563089417962
34443.7989,37.6556,2129.5658,0.0376556,44.623880611326484
34444.5389,38.3052,2131.2105,0.0383052,44.658344395653536
34445.3189,38.9795,2130.2237,0.0389795,44.63766654414631
34446.7988,40.1802,2134.4999,0.0401802,44.72727196430761
34447.5388,40.8216,2135.1578,0.0408216,44.74105789712744
34448.3188,41.5042,2136.4736,0.0415042,44.768629762767084
34449.0388,42.0963,2136.8025,0.042096299999999996,44.775521681454485
34449.8188,42.787,2139.4341,0.042787,44.83066541273377
34451.2988,44.0452,2140.0919,0.0440452,44.84444925010857
34452.0388,44.6538,2142.7235,0.044653799999999993,44.89959298138787
34452.8187,45.3363,2143.3814,0.0453363,44.913378914207684
34453.5387,45.9778,2144.0392,0.0459778,44.927162751582486
34454.3187,46.6274,2146.6708,0.0466274,44.982306482861766
34455.8187,47.8856,2148.3155,0.04788559999999999,45.01677026718882
34456.5387,48.5106,2148.9734,0.048510599999999994,45.03055620000864
34457.3187,49.1438,2149.9602,0.0491438,45.051234051515856
34458.0387,49.777,2149.3023,0.049777,45.037448118696034
34458.7986,50.4596,2152.2628,0.0504596,45.09948376866272
34460.3186,51.7671,2153.2496,0.051767099999999996,45.12016162016995
34461.0387,52.3839,2152.9207,0.0523839,45.11326970148255
34461.8186,53.0418,2154.5654,0.0530418,45.147733485809596
34462.5386,53.6668,2157.5258,0.0536668,45.20976704033125
34463.3186,54.3,2157.1969,0.054299999999999994,45.20287512164385
34464.8186,55.6404,2159.1705,0.0556404,45.2442308246583
34465.5385,56.2407,2158.5127,0.0562407,45.23044698728351
34466.3186,56.948,2162.131,0.056948,45.30626647462499
34467.0385,57.5318,2161.1442,0.057531799999999994,45.285588623117775
34467.8185,58.2391,2162.131,0.0582391,45.30626647462499
34469.3185,59.4973,2162.131,0.0594973,45.30626647462499
